accuracy,failures,budget
0.44,28,50
0.4,30,50
0.46,27,50
0.38,31,50
0.42,29,50
0.5,25,50
0.38,31,50
0.48,26,50
0.46,27,50
0.44,28,50
0.54,23,50
0.44,28,50
0.46,27,50
0.48,26,50
0.4,30,50
0.38,31,50
0.46,27,50
0.5,25,50
0.44,28,50
0.52,24,50
0.36,32,50
0.4,30,50
0.38,31,50
0.42,29,50
0.46,27,50
0.42,29,50
0.5,25,50
0.26,37,50
0.5,25,50
0.46,27,50
0.42,58,100
0.43,57,100
0.39,61,100
0.46,54,100
0.44,56,100
0.48,52,100
0.47,53,100
0.44,56,100
0.42,58,100
0.46,54,100
0.49,51,100
0.43,57,100
0.46,54,100
0.44,56,100
0.37,63,100
0.47,53,100
0.41,59,100
0.43,57,100
0.57,43,100
0.39,61,100
0.43,57,100
0.52,48,100
0.46,54,100
0.43,57,100
0.38,62,100
0.51,49,100
0.51,49,100
0.48,52,100
0.42,58,100
0.46,54,100
0.42,116,200
0.42,116,200
0.455,109,200
0.415,117,200
0.41,118,200
0.51,98,200
0.5,100,200
0.455,109,200
0.44,112,200
0.435,113,200
0.465,107,200
0.475,105,200
0.535,93,200
0.485,103,200
0.415,117,200
0.405,119,200
0.495,101,200
0.37,126,200
0.465,107,200
0.46,108,200
0.485,103,200
0.45,110,200
0.415,117,200
0.395,121,200
0.42,116,200
0.46,108,200
0.495,101,200
0.445,111,200
0.47,106,200
0.36,128,200
0.465,214,400
0.44,224,400
0.475,210,400
0.4675,213,400
0.41,236,400
0.4325,227,400
0.455,218,400
0.4775,209,400
0.465,214,400
0.435,226,400
0.4825,207,400
0.435,226,400
0.44,224,400
0.42,232,400
0.42,232,400
0.45,220,400
0.3975,241,400
0.39,244,400
0.4575,217,400
0.435,226,400
0.43,228,400
0.4475,221,400
0.4275,229,400
0.43,228,400
0.475,210,400
0.4525,219,400
0.4225,231,400
0.48,208,400
0.4775,209,400
0.46,216,400
0.4375,450,800
0.4225,462,800
0.4675,426,800
0.4225,462,800
0.44,448,800
0.46875,425,800
0.4825,414,800
0.4275,458,800
0.44875,441,800
0.45125,439,800
0.4575,434,800
0.43125,455,800
0.465,428,800
0.4575,434,800
0.43125,455,800
0.43375,453,800
0.46625,427,800
0.4675,426,800
0.465,428,800
0.45125,439,800
0.44375,445,800
0.46875,425,800
0.44375,445,800
0.4575,434,800
0.46125,431,800
0.46125,431,800
0.43375,453,800
0.47125,423,800
0.48125,415,800
0.46375,429,800
