accuracy,failures,budget
0.5,25,50
0.56,22,50
0.6,20,50
0.46,27,50
0.6,20,50
0.62,19,50
0.62,19,50
0.62,19,50
0.56,22,50
0.56,22,50
0.56,22,50
0.52,24,50
0.6,20,50
0.5,25,50
0.6,20,50
0.56,22,50
0.66,17,50
0.62,19,50
0.68,16,50
0.6,20,50
0.66,17,50
0.5,25,50
0.64,18,50
0.68,16,50
0.58,21,50
0.56,22,50
0.54,23,50
0.58,21,50
0.54,23,50
0.62,19,50
0.6,40,100
0.52,48,100
0.57,43,100
0.64,36,100
0.69,31,100
0.63,37,100
0.66,34,100
0.63,37,100
0.65,35,100
0.67,33,100
0.62,38,100
0.63,37,100
0.64,36,100
0.6,40,100
0.55,45,100
0.72,28,100
0.65,35,100
0.62,38,100
0.57,43,100
0.55,45,100
0.51,49,100
0.6,40,100
0.6,40,100
0.57,43,100
0.59,41,100
0.57,43,100
0.63,37,100
0.53,47,100
0.57,43,100
0.62,38,100
0.575,85,200
0.56,88,200
0.6,80,200
0.56,88,200
0.625,75,200
0.61,78,200
0.595,81,200
0.595,81,200
0.685,63,200
0.605,79,200
0.57,86,200
0.59,82,200
0.545,91,200
0.65,70,200
0.605,79,200
0.57,86,200
0.6,80,200
0.61,78,200
0.55,90,200
0.615,77,200
0.61,78,200
0.635,73,200
0.585,83,200
0.585,83,200
0.63,74,200
0.655,69,200
0.575,85,200
0.625,75,200
0.645,71,200
0.655,69,200
0.6075,157,400
0.5675,173,400
0.635,146,400
0.605,158,400
0.6075,157,400
0.6475,141,400
0.605,158,400
0.6,160,400
0.66,136,400
0.5625,175,400
0.6275,149,400
0.5875,165,400
0.63,148,400
0.6375,145,400
0.6025,159,400
0.5975,161,400
0.6325,147,400
0.5875,165,400
0.59,164,400
0.61,156,400
0.635,146,400
0.615,154,400
0.5825,167,400
0.6125,155,400
0.59,164,400
0.6025,159,400
0.6,160,400
0.6375,145,400
0.655,138,400
0.575,170,400
0.61625,307,800
0.5925,326,800
0.6325,294,800
0.6125,310,800
0.61125,311,800
0.59125,327,800
0.5775,338,800
0.5975,322,800
0.62125,303,800
0.6425,286,800
0.63125,295,800
0.5925,326,800
0.63375,293,800
0.61875,305,800
0.60875,313,800
0.59875,321,800
0.57,344,800
0.58125,335,800
0.6375,290,800
0.6225,302,800
0.61,312,800
0.60875,313,800
0.62375,301,800
0.5975,322,800
0.6025,318,800
0.6375,290,800
0.615,308,800
0.60375,317,800
0.61,312,800
0.61,312,800
