accuracy,failures,budget
0.82,9,50
0.76,12,50
0.8,10,50
0.68,16,50
0.84,8,50
0.74,13,50
0.82,9,50
0.84,8,50
0.72,14,50
0.82,9,50
0.76,12,50
0.76,12,50
0.78,11,50
0.68,16,50
0.78,11,50
0.88,6,50
0.76,12,50
0.8,10,50
0.78,11,50
0.82,9,50
0.74,13,50
0.76,12,50
0.72,14,50
0.68,16,50
0.7,15,50
0.72,14,50
0.78,11,50
0.8,10,50
0.84,8,50
0.76,12,50
0.77,23,100
0.76,24,100
0.76,24,100
0.8,20,100
0.77,23,100
0.7,30,100
0.75,25,100
0.79,21,100
0.84,16,100
0.8,20,100
0.83,17,100
0.81,19,100
0.8,20,100
0.78,22,100
0.83,17,100
0.8,20,100
0.77,23,100
0.79,21,100
0.82,18,100
0.8,20,100
0.79,21,100
0.78,22,100
0.78,22,100
0.82,18,100
0.78,22,100
0.81,19,100
0.8,20,100
0.85,15,100
0.84,16,100
0.77,23,100
0.78,44,200
0.775,45,200
0.815,37,200
0.83,34,200
0.815,37,200
0.8,40,200
0.815,37,200
0.795,41,200
0.82,36,200
0.83,34,200
0.785,43,200
0.83,34,200
0.81,38,200
0.795,41,200
0.79,42,200
0.83,34,200
0.8,40,200
0.755,49,200
0.855,29,200
0.76,48,200
0.83,34,200
0.81,38,200
0.785,43,200
0.78,44,200
0.78,44,200
0.76,48,200
0.81,38,200
0.805,39,200
0.815,37,200
0.755,49,200
0.805,78,400
0.805,78,400
0.805,78,400
0.785,86,400
0.81,76,400
0.7975,81,400
0.8175,73,400
0.7975,81,400
0.7825,87,400
0.7875,85,400
0.8075,77,400
0.825,70,400
0.8275,69,400
0.8075,77,400
0.785,86,400
0.83,68,400
0.815,74,400
0.805,78,400
0.7775,89,400
0.78,88,400
0.8225,71,400
0.7825,87,400
0.79,84,400
0.81,76,400
0.7675,93,400
0.78,88,400
0.785,86,400
0.81,76,400
0.7675,93,400
0.7925,83,400
0.7775,178,800
0.7925,166,800
0.80625,155,800
0.81875,145,800
0.8125,150,800
0.82125,143,800
0.80375,157,800
0.795,164,800
0.8175,146,800
0.77375,181,800
0.79,168,800
0.76875,185,800
0.78625,171,800
0.7925,166,800
0.8,160,800
0.8125,150,800
0.795,164,800
0.805,156,800
0.78875,169,800
0.80875,153,800
0.78375,173,800
0.7825,174,800
0.80875,153,800
0.8,160,800
0.765,188,800
0.78375,173,800
0.79375,165,800
0.81,152,800
0.80625,155,800
0.785,172,800
