accuracy,failures,budget
0.78,11,50
0.68,16,50
0.8,10,50
0.72,14,50
0.88,6,50
0.72,14,50
0.78,11,50
0.7,15,50
0.76,12,50
0.82,9,50
0.78,11,50
0.82,9,50
0.78,11,50
0.82,9,50
0.86,7,50
0.78,11,50
0.78,11,50
0.82,9,50
0.78,11,50
0.72,14,50
0.76,12,50
0.78,11,50
0.74,13,50
0.86,7,50
0.84,8,50
0.8,10,50
0.74,13,50
0.8,10,50
0.8,10,50
0.84,8,50
0.77,23,100
0.83,17,100
0.79,21,100
0.78,22,100
0.8,20,100
0.76,24,100
0.77,23,100
0.74,26,100
0.81,19,100
0.76,24,100
0.81,19,100
0.82,18,100
0.84,16,100
0.75,25,100
0.78,22,100
0.77,23,100
0.74,26,100
0.73,27,100
0.82,18,100
0.75,25,100
0.77,23,100
0.75,25,100
0.8,20,100
0.82,18,100
0.8,20,100
0.76,24,100
0.73,27,100
0.82,18,100
0.85,15,100
0.83,17,100
0.795,41,200
0.825,35,200
0.8,40,200
0.825,35,200
0.84,32,200
0.805,39,200
0.775,45,200
0.825,35,200
0.815,37,200
0.835,33,200
0.795,41,200
0.805,39,200
0.82,36,200
0.77,46,200
0.83,34,200
0.785,43,200
0.77,46,200
0.81,38,200
0.77,46,200
0.8,40,200
0.805,39,200
0.77,46,200
0.79,42,200
0.81,38,200
0.795,41,200
0.815,37,200
0.775,45,200
0.815,37,200
0.785,43,200
0.805,39,200
0.7925,83,400
0.81,76,400
0.805,78,400
0.7975,81,400
0.8025,79,400
0.8,80,400
0.795,82,400
0.8,80,400
0.8075,77,400
0.8,80,400
0.8,80,400
0.815,74,400
0.8275,69,400
0.785,86,400
0.7975,81,400
0.8,80,400
0.805,78,400
0.805,78,400
0.8125,75,400
0.82,72,400
0.7975,81,400
0.8075,77,400
0.7975,81,400
0.81,76,400
0.7875,85,400
0.8125,75,400
0.815,74,400
0.8025,79,400
0.8125,75,400
0.7925,83,400
0.8353474320241692,109,800
0.8338368580060423,110,800
0.8444108761329305,103,800
0.8459214501510574,102,800
0.8459214501510574,102,800
0.8368580060422961,108,800
0.8398791540785498,106,800
0.8308157099697885,112,800
0.8383685800604229,107,800
0.8474320241691843,101,800
0.8413897280966768,105,800
0.850453172205438,99,800
0.8413897280966768,105,800
0.8323262839879154,111,800
0.8398791540785498,106,800
0.8383685800604229,107,800
0.8444108761329305,103,800
0.8474320241691843,101,800
0.8444108761329305,103,800
0.8398791540785498,106,800
0.8429003021148036,104,800
0.851963746223565,98,800
0.8368580060422961,108,800
0.8429003021148036,104,800
0.8429003021148036,104,800
0.8429003021148036,104,800
0.8413897280966768,105,800
0.8398791540785498,106,800
0.8413897280966768,105,800
0.8444108761329305,103,800
