accuracy,failures,budget
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,3.0,50
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.988793103448276,6.0,100
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,15.0,200
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.875,73.0,400
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
0.7560344827586207,270.0,800
