Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.808,0.394,0.157
birch,Recall,0.0,1.0,1.0,0.808,0.394,0.157
birch,F-Score,0.0,1.0,1.0,0.808,0.394,0.157
iforest,Precision,0.0,1.0,1.0,0.808,0.394,0.157
iforest,Recall,0.0,1.0,1.0,0.808,0.394,0.157
iforest,F-Score,0.0,1.0,1.0,0.808,0.394,0.157
knn,Precision,0.0,1.0,1.0,0.808,0.394,0.157
knn,Recall,0.0,1.0,1.0,0.808,0.394,0.157
knn,F-Score,0.0,1.0,1.0,0.808,0.394,0.157
lstm,Precision,0.0,1.0,1.0,0.785,0.411,0.17
lstm,Recall,0.0,1.0,1.0,0.785,0.411,0.17
lstm,F-Score,0.0,1.0,1.0,0.785,0.411,0.17
svm,Precision,0.0,1.0,1.0,0.808,0.394,0.157
svm,Recall,0.0,1.0,1.0,0.808,0.394,0.157
svm,F-Score,0.0,1.0,1.0,0.808,0.394,0.157
