Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.569,0.495,0.247
birch,Recall,0.0,1.0,0.333,0.428,0.432,0.188
birch,F-Score,0.0,1.0,0.5,0.468,0.438,0.193
iforest,Precision,0.0,1.0,1.0,0.538,0.499,0.25
iforest,Recall,0.0,1.0,0.333,0.412,0.438,0.194
iforest,F-Score,0.0,1.0,0.5,0.448,0.444,0.198
knn,Precision,0.0,1.0,1.0,0.531,0.499,0.251
knn,Recall,0.0,1.0,0.333,0.41,0.44,0.195
knn,F-Score,0.0,1.0,0.5,0.444,0.445,0.2
lstm,Precision,0.0,1.0,1.0,0.554,0.497,0.249
lstm,Recall,0.0,1.0,0.333,0.42,0.435,0.191
lstm,F-Score,0.0,1.0,0.5,0.458,0.441,0.196
svm,Precision,0.0,1.0,1.0,0.569,0.495,0.247
svm,Recall,0.0,1.0,0.333,0.435,0.438,0.193
svm,F-Score,0.0,1.0,0.5,0.473,0.442,0.197
