Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.677,0.468,0.22
birch,Recall,0.0,1.0,0.333,0.393,0.378,0.144
birch,F-Score,0.0,1.0,0.5,0.463,0.381,0.146
iforest,Precision,0.0,1.0,1.0,0.646,0.478,0.23
iforest,Recall,0.0,1.0,0.333,0.393,0.39,0.153
iforest,F-Score,0.0,1.0,0.5,0.456,0.394,0.157
knn,Precision,0.0,1.0,1.0,0.646,0.478,0.23
knn,Recall,0.0,1.0,0.333,0.393,0.388,0.152
knn,F-Score,0.0,1.0,0.5,0.456,0.394,0.156
lstm,Precision,0.0,1.0,1.0,0.665,0.47,0.222
lstm,Recall,0.0,1.0,0.333,0.391,0.38,0.145
lstm,F-Score,0.0,1.0,0.5,0.459,0.384,0.149
svm,Precision,0.0,1.0,1.0,0.669,0.47,0.223
svm,Recall,0.0,1.0,0.333,0.396,0.384,0.148
svm,F-Score,0.0,1.0,0.5,0.464,0.387,0.151
