Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.659,0.468,0.221
birch,Recall,0.0,1.0,0.5,0.508,0.442,0.197
birch,F-Score,0.0,1.0,0.667,0.543,0.436,0.192
iforest,Precision,0.0,1.0,1.0,0.669,0.47,0.223
iforest,Recall,0.0,1.0,0.5,0.512,0.444,0.198
iforest,F-Score,0.0,1.0,0.667,0.549,0.439,0.194
knn,Precision,0.0,1.0,1.0,0.669,0.47,0.223
knn,Recall,0.0,1.0,0.5,0.512,0.444,0.198
knn,F-Score,0.0,1.0,0.667,0.549,0.439,0.194
lstm,Precision,0.0,1.0,1.0,0.653,0.472,0.225
lstm,Recall,0.0,1.0,0.5,0.501,0.441,0.196
lstm,F-Score,0.0,1.0,0.667,0.537,0.438,0.194
svm,Precision,0.0,1.0,1.0,0.669,0.47,0.223
svm,Recall,0.0,1.0,0.5,0.512,0.444,0.198
svm,F-Score,0.0,1.0,0.667,0.549,0.439,0.194
