Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.515,0.496,0.248
birch,Recall,0.0,1.0,0.5,0.467,0.47,0.222
birch,F-Score,0.0,1.0,0.667,0.48,0.47,0.223
iforest,Precision,0.0,1.0,1.0,0.523,0.496,0.248
iforest,Recall,0.0,1.0,0.5,0.474,0.47,0.223
iforest,F-Score,0.0,1.0,0.667,0.488,0.471,0.223
knn,Precision,0.0,1.0,1.0,0.523,0.496,0.248
knn,Recall,0.0,1.0,0.5,0.474,0.47,0.223
knn,F-Score,0.0,1.0,0.667,0.488,0.471,0.223
lstm,Precision,0.0,1.0,1.0,0.523,0.496,0.248
lstm,Recall,0.0,1.0,0.5,0.474,0.47,0.223
lstm,F-Score,0.0,1.0,0.667,0.488,0.471,0.223
svm,Precision,0.0,1.0,1.0,0.523,0.496,0.248
svm,Recall,0.0,1.0,0.5,0.474,0.47,0.223
svm,F-Score,0.0,1.0,0.667,0.488,0.471,0.223
