Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.723,0.442,0.197
birch,Recall,0.0,1.0,0.5,0.531,0.444,0.198
birch,F-Score,0.0,1.0,0.667,0.566,0.426,0.183
iforest,Precision,0.0,1.0,1.0,0.7,0.453,0.206
iforest,Recall,0.0,1.0,0.5,0.528,0.447,0.201
iforest,F-Score,0.0,1.0,0.667,0.561,0.431,0.188
knn,Precision,0.0,1.0,1.0,0.7,0.453,0.206
knn,Recall,0.0,1.0,0.5,0.529,0.447,0.201
knn,F-Score,0.0,1.0,0.667,0.561,0.432,0.188
lstm,Precision,0.0,1.0,1.0,0.723,0.442,0.197
lstm,Recall,0.0,1.0,0.5,0.533,0.442,0.197
lstm,F-Score,0.0,1.0,0.667,0.569,0.424,0.181
svm,Precision,0.0,1.0,1.0,0.708,0.449,0.203
svm,Recall,0.0,1.0,0.5,0.529,0.446,0.2
svm,F-Score,0.0,1.0,0.667,0.563,0.43,0.186
