Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.615,0.487,0.256
birch,Recall,0.0,1.0,0.333,0.417,0.419,0.19
birch,F-Score,0.0,1.0,0.5,0.467,0.418,0.189
iforest,Precision,0.0,1.0,1.0,0.538,0.499,0.269
iforest,Recall,0.0,1.0,0.25,0.378,0.432,0.202
iforest,F-Score,0.0,1.0,0.4,0.415,0.431,0.201
knn,Precision,0.0,1.0,1.0,0.615,0.487,0.256
knn,Recall,0.0,1.0,0.333,0.455,0.447,0.216
knn,F-Score,0.0,1.0,0.5,0.492,0.439,0.209
lstm,Precision,0.0,1.0,1.0,0.577,0.474,0.244
lstm,Recall,0.0,1.0,0.333,0.417,0.419,0.19
lstm,F-Score,0.0,1.0,0.5,0.454,0.414,0.186
svm,Precision,0.0,1.0,1.0,0.615,0.487,0.256
svm,Recall,0.0,1.0,0.333,0.417,0.419,0.19
svm,F-Score,0.0,1.0,0.5,0.467,0.418,0.189
