Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.508,0.5,0.252
birch,Recall,0.0,1.0,0.333,0.417,0.452,0.206
birch,F-Score,0.0,1.0,0.5,0.444,0.457,0.211
iforest,Precision,0.0,1.0,0.0,0.454,0.498,0.25
iforest,Recall,0.0,1.0,0.0,0.391,0.458,0.212
iforest,F-Score,0.0,1.0,0.0,0.41,0.464,0.217
knn,Precision,0.0,1.0,0.0,0.454,0.498,0.25
knn,Recall,0.0,1.0,0.0,0.39,0.458,0.212
knn,F-Score,0.0,1.0,0.0,0.409,0.464,0.217
lstm,Precision,0.0,1.0,0.5,0.5,0.5,0.252
lstm,Recall,0.0,1.0,0.166,0.413,0.453,0.207
lstm,F-Score,0.0,1.0,0.25,0.438,0.459,0.212
svm,Precision,0.0,1.0,0.0,0.492,0.5,0.252
svm,Recall,0.0,1.0,0.0,0.41,0.455,0.209
svm,F-Score,0.0,1.0,0.0,0.435,0.46,0.213
