Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.746,0.435,0.191
birch,Recall,0.0,1.0,0.5,0.519,0.402,0.163
birch,F-Score,0.0,1.0,0.667,0.582,0.393,0.156
iforest,Precision,0.0,1.0,1.0,0.746,0.435,0.191
iforest,Recall,0.0,1.0,0.5,0.519,0.402,0.163
iforest,F-Score,0.0,1.0,0.667,0.582,0.393,0.156
knn,Precision,0.0,1.0,1.0,0.746,0.435,0.191
knn,Recall,0.0,1.0,0.5,0.519,0.402,0.163
knn,F-Score,0.0,1.0,0.667,0.582,0.393,0.156
lstm,Precision,0.0,1.0,1.0,0.742,0.435,0.191
lstm,Recall,0.0,1.0,0.5,0.519,0.402,0.163
lstm,F-Score,0.0,1.0,0.667,0.58,0.393,0.156
svm,Precision,0.0,1.0,1.0,0.746,0.435,0.191
svm,Recall,0.0,1.0,0.5,0.519,0.402,0.163
svm,F-Score,0.0,1.0,0.667,0.582,0.393,0.156
