Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.477,0.499,0.251
birch,Recall,0.0,1.0,0.0,0.454,0.486,0.238
birch,F-Score,0.0,1.0,0.0,0.462,0.488,0.24
iforest,Precision,0.0,1.0,0.0,0.477,0.499,0.251
iforest,Recall,0.0,1.0,0.0,0.45,0.484,0.236
iforest,F-Score,0.0,1.0,0.0,0.459,0.486,0.238
knn,Precision,0.0,1.0,0.0,0.477,0.499,0.251
knn,Recall,0.0,1.0,0.0,0.45,0.484,0.236
knn,F-Score,0.0,1.0,0.0,0.459,0.486,0.238
lstm,Precision,0.0,1.0,0.0,0.462,0.499,0.25
lstm,Recall,0.0,1.0,0.0,0.438,0.484,0.236
lstm,F-Score,0.0,1.0,0.0,0.446,0.487,0.239
svm,Precision,0.0,1.0,0.0,0.485,0.5,0.252
svm,Recall,0.0,1.0,0.0,0.458,0.485,0.237
svm,F-Score,0.0,1.0,0.0,0.467,0.487,0.239
