Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,0.0,0.469,0.499,0.251
birch,Recall,0.0,1.0,0.0,0.469,0.499,0.251
birch,F-Score,0.0,1.0,0.0,0.469,0.499,0.251
iforest,Precision,0.0,1.0,0.0,0.469,0.499,0.251
iforest,Recall,0.0,1.0,0.0,0.469,0.499,0.251
iforest,F-Score,0.0,1.0,0.0,0.469,0.499,0.251
knn,Precision,0.0,1.0,0.0,0.469,0.499,0.251
knn,Recall,0.0,1.0,0.0,0.469,0.499,0.251
knn,F-Score,0.0,1.0,0.0,0.469,0.499,0.251
lstm,Precision,0.0,1.0,0.0,0.454,0.498,0.25
lstm,Recall,0.0,1.0,0.0,0.454,0.498,0.25
lstm,F-Score,0.0,1.0,0.0,0.454,0.498,0.25
svm,Precision,0.0,1.0,0.0,0.469,0.499,0.251
svm,Recall,0.0,1.0,0.0,0.469,0.499,0.251
svm,F-Score,0.0,1.0,0.0,0.469,0.499,0.251
