Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.592,0.491,0.243
birch,Recall,0.0,1.0,1.0,0.544,0.478,0.23
birch,F-Score,0.0,1.0,1.0,0.558,0.476,0.229
iforest,Precision,0.0,1.0,1.0,0.592,0.491,0.243
iforest,Recall,0.0,1.0,1.0,0.544,0.478,0.23
iforest,F-Score,0.0,1.0,1.0,0.558,0.476,0.229
knn,Precision,0.0,1.0,1.0,0.592,0.491,0.243
knn,Recall,0.0,1.0,1.0,0.544,0.478,0.23
knn,F-Score,0.0,1.0,1.0,0.558,0.476,0.229
lstm,Precision,0.0,1.0,1.0,0.592,0.491,0.243
lstm,Recall,0.0,1.0,1.0,0.544,0.478,0.23
lstm,F-Score,0.0,1.0,1.0,0.558,0.476,0.229
svm,Precision,0.0,1.0,1.0,0.592,0.491,0.243
svm,Recall,0.0,1.0,1.0,0.544,0.478,0.23
svm,F-Score,0.0,1.0,1.0,0.558,0.476,0.229
