Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.796,0.4,0.162
birch,Recall,0.0,1.0,0.5,0.605,0.401,0.162
birch,F-Score,0.0,1.0,0.667,0.659,0.384,0.148
iforest,Precision,0.0,1.0,1.0,0.8,0.4,0.161
iforest,Recall,0.0,1.0,0.5,0.615,0.403,0.163
iforest,F-Score,0.0,1.0,0.667,0.667,0.385,0.15
knn,Precision,0.0,1.0,1.0,0.8,0.4,0.161
knn,Recall,0.0,1.0,0.5,0.615,0.403,0.163
knn,F-Score,0.0,1.0,0.667,0.667,0.385,0.15
lstm,Precision,0.0,1.0,1.0,0.796,0.4,0.162
lstm,Recall,0.0,1.0,0.5,0.605,0.401,0.162
lstm,F-Score,0.0,1.0,0.667,0.659,0.384,0.148
svm,Precision,0.0,1.0,1.0,0.8,0.4,0.161
svm,Recall,0.0,1.0,0.5,0.611,0.401,0.162
svm,F-Score,0.0,1.0,0.667,0.665,0.384,0.149
