Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.634,0.478,0.231
birch,Recall,0.0,1.0,1.0,0.608,0.472,0.225
birch,F-Score,0.0,1.0,1.0,0.615,0.47,0.223
iforest,Precision,0.0,1.0,1.0,0.596,0.488,0.24
iforest,Recall,0.0,1.0,1.0,0.569,0.479,0.232
iforest,F-Score,0.0,1.0,1.0,0.577,0.478,0.23
knn,Precision,0.0,1.0,1.0,0.626,0.481,0.233
knn,Recall,0.0,1.0,1.0,0.6,0.474,0.226
knn,F-Score,0.0,1.0,1.0,0.608,0.472,0.224
lstm,Precision,0.0,1.0,1.0,0.634,0.478,0.231
lstm,Recall,0.0,1.0,1.0,0.608,0.472,0.225
lstm,F-Score,0.0,1.0,1.0,0.615,0.47,0.223
svm,Precision,0.0,1.0,1.0,0.642,0.476,0.229
svm,Recall,0.0,1.0,1.0,0.615,0.47,0.223
svm,F-Score,0.0,1.0,1.0,0.623,0.468,0.221
