Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.665,0.462,0.215
birch,Recall,0.0,1.0,0.416,0.48,0.42,0.178
birch,F-Score,0.0,1.0,0.584,0.52,0.406,0.166
iforest,Precision,0.0,1.0,1.0,0.685,0.461,0.214
iforest,Recall,0.0,1.0,0.5,0.488,0.42,0.178
iforest,F-Score,0.0,1.0,0.667,0.536,0.411,0.17
knn,Precision,0.0,1.0,1.0,0.685,0.461,0.214
knn,Recall,0.0,1.0,0.5,0.488,0.42,0.178
knn,F-Score,0.0,1.0,0.667,0.536,0.411,0.17
lstm,Precision,0.0,1.0,1.0,0.665,0.462,0.215
lstm,Recall,0.0,1.0,0.416,0.48,0.42,0.178
lstm,F-Score,0.0,1.0,0.584,0.52,0.406,0.166
svm,Precision,0.0,1.0,1.0,0.685,0.461,0.214
svm,Recall,0.0,1.0,0.5,0.488,0.42,0.178
svm,F-Score,0.0,1.0,0.667,0.536,0.411,0.17
