Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.785,0.411,0.17
birch,Recall,0.0,1.0,1.0,0.785,0.411,0.17
birch,F-Score,0.0,1.0,1.0,0.785,0.411,0.17
iforest,Precision,0.0,1.0,1.0,0.792,0.406,0.166
iforest,Recall,0.0,1.0,1.0,0.792,0.406,0.166
iforest,F-Score,0.0,1.0,1.0,0.792,0.406,0.166
knn,Precision,0.0,1.0,1.0,0.792,0.406,0.166
knn,Recall,0.0,1.0,1.0,0.792,0.406,0.166
knn,F-Score,0.0,1.0,1.0,0.792,0.406,0.166
lstm,Precision,0.0,1.0,1.0,0.777,0.416,0.175
lstm,Recall,0.0,1.0,1.0,0.777,0.416,0.175
lstm,F-Score,0.0,1.0,1.0,0.777,0.416,0.175
svm,Precision,0.0,1.0,1.0,0.792,0.406,0.166
svm,Recall,0.0,1.0,1.0,0.792,0.406,0.166
svm,F-Score,0.0,1.0,1.0,0.792,0.406,0.166
