Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.8,0.395,0.157
birch,Recall,0.0,1.0,1.0,0.772,0.397,0.159
birch,F-Score,0.0,1.0,1.0,0.779,0.391,0.154
iforest,Precision,0.0,1.0,1.0,0.8,0.395,0.157
iforest,Recall,0.0,1.0,1.0,0.772,0.397,0.159
iforest,F-Score,0.0,1.0,1.0,0.779,0.391,0.154
knn,Precision,0.0,1.0,1.0,0.8,0.395,0.157
knn,Recall,0.0,1.0,1.0,0.772,0.397,0.159
knn,F-Score,0.0,1.0,1.0,0.779,0.391,0.154
lstm,Precision,0.0,1.0,1.0,0.8,0.395,0.157
lstm,Recall,0.0,1.0,1.0,0.772,0.397,0.159
lstm,F-Score,0.0,1.0,1.0,0.779,0.391,0.154
svm,Precision,0.0,1.0,1.0,0.8,0.395,0.157
svm,Recall,0.0,1.0,1.0,0.772,0.397,0.159
svm,F-Score,0.0,1.0,1.0,0.779,0.391,0.154
