Algorithm,Metric,Min,Max,Median,Mean,SD,CV
birch,Precision,0.0,1.0,1.0,0.582,0.476,0.228
birch,Recall,0.0,1.0,1.0,0.577,0.477,0.229
birch,F-Score,0.0,1.0,0.667,0.566,0.463,0.216
iforest,Precision,0.0,1.0,0.584,0.528,0.482,0.234
iforest,Recall,0.0,1.0,0.5,0.523,0.482,0.235
iforest,F-Score,0.0,1.0,0.667,0.513,0.468,0.221
knn,Precision,0.0,1.0,1.0,0.567,0.478,0.23
knn,Recall,0.0,1.0,1.0,0.562,0.479,0.231
knn,F-Score,0.0,1.0,0.667,0.551,0.465,0.218
lstm,Precision,0.0,1.0,1.0,0.582,0.476,0.228
lstm,Recall,0.0,1.0,1.0,0.577,0.477,0.229
lstm,F-Score,0.0,1.0,0.667,0.566,0.463,0.216
svm,Precision,0.0,1.0,1.0,0.574,0.477,0.229
svm,Recall,0.0,1.0,1.0,0.569,0.478,0.23
svm,F-Score,0.0,1.0,0.667,0.559,0.464,0.217
