method,dataset,aux_var,RMSE,RMedSE,failures_mean,failures_std
DeepEST,imdb300AuxDS,Confidence_Score,0.04656749037617512,0.026221063475290754,72.23333333333333,2.967447914696529
DeepEST,imdb300AuxDS,DSA,0.016134613624183038,0.008057246368573604,20.3,3.281610201904147
DeepEST,imdb300AuxDS,Prediction_Entropy,0.04171373705220916,0.026660034967224893,73.3,3.621297157573274
DeepEST,imdb300AuxDS,LSA,0.007368705084031037,0.002580163352048217,161.53333333333333,5.975428614454095
DeepEST,imdb300AuxDS,Similarity_Score,0.0335365083376281,0.01988592675472144,4.333333333333333,1.4223180044375192
DeepEST,imdbAuxDS,Confidence_Score,0.04293679741833347,0.03770106032865631,76.36666666666666,6.321737721235512
DeepEST,imdbAuxDS,DSA,0.026438043417059708,0.014553232804088514,21.966666666666665,5.378650858484056
DeepEST,imdbAuxDS,Prediction_Entropy,0.03412859469727985,0.022021293702438653,75.83333333333333,5.907816758378235
DeepEST,imdbAuxDS,LSA,0.005781243208062707,0.0025226806433189786,165.13333333333333,4.407934329986243
DeepEST,imdbAuxDS,Similarity_Score,0.04578767514847196,0.028565804795681833,4.133333333333334,1.8332810859848758
DeepEST,SSTtestAuxDS,Confidence_Score,0.028744058582789455,0.01727442155042124,35.9,2.8809720581775866
DeepEST,SSTtestAuxDS,DSA,0.015684616213322424,0.011966546601167938,15.5,3.192123928110216
DeepEST,SSTtestAuxDS,Prediction_Entropy,0.03258666724361758,0.023354616769243733,37.93333333333333,2.6120850877693713
DeepEST,SSTtestAuxDS,LSA,0.002110939613916272,0.0013661809626701767,141.0,0.0
DeepEST,SSTtestAuxDS,Similarity_Score,0.03767421830475833,0.02993198517178611,3.7,1.556964331972471
GBS,imdb300AuxDS,Confidence_Score,0.018211717839530326,0.012589678312014182,20.933333333333334,3.628748557278944
GBS,imdb300AuxDS,DSA,0.022022715545545253,0.014000000000000012,20.266666666666666,4.479326714595839
GBS,imdb300AuxDS,LSA,0.09804760748398367,0.09599999999999997,0.6,0.6214554662658653
GBS,imdb300AuxDS,Prediction_Entropy,0.023759208741033457,0.012589678312014182,21.233333333333334,4.717416982682976
GBS,imdb300AuxDS,Similarity_Score,0.3907816952383176,0.38650808529706077,98.06666666666666,6.837691349315626
GBS,imdbAuxDS,Confidence_Score,0.01692414448847169,0.010007996802557454,22.933333333333334,3.3314937452609215
GBS,imdbAuxDS,DSA,0.02112802246622561,0.014599999999999946,21.9,4.293941200631741
GBS,imdbAuxDS,LSA,0.02401721604738291,0.014599999999999946,22.0,4.884881673645457
GBS,imdbAuxDS,Prediction_Entropy,0.01962549362436524,0.014599999999999946,22.0,3.991370000733911
GBS,imdbAuxDS,Similarity_Score,0.020818101098162962,0.01959999999999995,22.233333333333334,4.231925732134115
GBS,SSTtestAuxDS,Confidence_Score,0.022017917134894587,0.01257001647446454,18.166666666666668,3.5533697783384706
GBS,SSTtestAuxDS,DSA,0.016146045042392865,0.012500196090729807,14.7,3.1856358646381677
GBS,SSTtestAuxDS,LSA,0.07596454698205,0.07742998352553543,0.3,0.46609159969939895
GBS,SSTtestAuxDS,Prediction_Entropy,0.01605848346898672,0.007570016474464536,15.433333333333334,3.26616228806133
GBS,SSTtestAuxDS,Similarity_Score,0.4176256680504118,0.41757001647446457,98.73333333333333,6.922892226635425
RHC-S,imdb300AuxDS,Confidence_Score,0.02959502705213075,0.02383845090868709,16.5,4.516254169567733
RHC-S,imdb300AuxDS,DSA,0.018892567858748873,0.014094184761000066,33.86666666666667,5.745963100649271
RHC-S,imdb300AuxDS,LSA,0.0980609024676776,0.10099999999999998,0.5666666666666667,0.7279320417946061
RHC-S,imdb300AuxDS,Prediction_Entropy,0.02347818090821865,0.016368414979955673,62.43333333333333,4.561331727295964
RHC-S,imdb300AuxDS,Similarity_Score,0.101,0.10099999999999998,0.0,0.0
RHC-S,imdbAuxDS,Confidence_Score,0.025849529005123162,0.015426771129094232,18.666666666666668,4.088110037433058
RHC-S,imdbAuxDS,DSA,0.01589751971831373,0.011284727229617089,37.5,5.250615727440104
RHC-S,imdbAuxDS,LSA,0.1089877748222162,0.11040000000000005,0.26666666666666666,0.5208304597621876
RHC-S,imdbAuxDS,Prediction_Entropy,0.0233324635129926,0.015666773172600814,70.13333333333334,6.339440491646438
RHC-S,imdbAuxDS,Similarity_Score,0.11040000000000005,0.11040000000000005,0.0,0.0
RHC-S,SSTtestAuxDS,Confidence_Score,0.01824377665299923,0.012476863154281871,13.333333333333334,2.8567323186168294
RHC-S,SSTtestAuxDS,DSA,0.014549630451589331,0.011936788715824806,30.1,4.68563468633579
RHC-S,SSTtestAuxDS,LSA,0.07566434200410335,0.07742998352553543,0.3333333333333333,0.4794633014853841
RHC-S,SSTtestAuxDS,Prediction_Entropy,0.01814160985214711,0.012434573035325292,49.8,4.751769180508202
RHC-S,SSTtestAuxDS,Similarity_Score,0.07742998352553544,0.07742998352553543,0.0,0.0
SSRS,imdb300AuxDS,Confidence_Score,0.2969750270084451,0.29651053944168665,79.43333333333334,4.4542372955487535
SSRS,imdb300AuxDS,DSA,0.08913753418173516,0.08400000000000007,37.63333333333333,3.7918545488375774
SSRS,imdb300AuxDS,LSA,0.6640138050773745,0.664,153.0,0.8709883407113854
SSRS,imdb300AuxDS,Prediction_Entropy,0.2530645503950853,0.2515124251403894,70.6,4.716807804232537
SSRS,imdb300AuxDS,Similarity_Score,0.02020313507024757,0.014000000000000012,22.033333333333335,3.662327631187701
SSRS,imdbAuxDS,Confidence_Score,0.28772450944146777,0.2871108845028345,79.23333333333333,6.81622472782624
SSRS,imdbAuxDS,DSA,0.09255301183646045,0.08713587091433689,39.9,5.094621910779357
SSRS,imdbAuxDS,LSA,0.44395231725941015,0.437107149335263,110.5,8.240982532650357
SSRS,imdbAuxDS,Prediction_Entropy,0.24170972949662847,0.23965216460528782,70.1,5.665077532415233
SSRS,imdbAuxDS,Similarity_Score,0.022771912523984472,0.01540000000000008,22.4,4.620792587633753
SSRS,SSTtestAuxDS,Confidence_Score,0.29119658014584965,0.29099106910604355,70.03333333333333,0.8087168778415269
SSRS,SSTtestAuxDS,DSA,0.12226254075820875,0.11757001647446452,39.6,4.123941870555905
SSRS,SSTtestAuxDS,LSA,0.6806345326034969,0.6806345326034968,141.0,0.0
SSRS,SSTtestAuxDS,Prediction_Entropy,0.27632994287544094,0.27757001647446455,70.7,2.437494473910624
SSRS,SSTtestAuxDS,Similarity_Score,0.018660161705387788,0.012500196090729807,15.9,3.772404337124882
SUPS,imdb300AuxDS,Confidence_Score,0.0415964599078539,0.02780592615321587,74.46666666666667,6.579662151128166
SUPS,imdb300AuxDS,DSA,0.03730907557623813,0.025405821295274376,12.1,3.8178347356800972
SUPS,imdb300AuxDS,Prediction_Entropy,0.03419901999222916,0.013822380007507898,67.93333333333334,5.96503220405408
SUPS,imdb300AuxDS,LSA,0.004206653005173466,0.0026452421186302054,171.63333333333333,5.054757631444228
SUPS,imdb300AuxDS,Similarity_Score,0.101,0.10099999999999998,0.0,0.0
SUPS,imdbAuxDS,Confidence_Score,0.03631614991963086,0.02124331922691224,78.8,7.0876288530523865
SUPS,imdbAuxDS,DSA,0.030208676869292857,0.01997667671920724,13.766666666666667,3.4609479798951375
SUPS,imdbAuxDS,Prediction_Entropy,0.031683439798895124,0.02081791579268178,71.46666666666667,6.553405712816933
SUPS,imdbAuxDS,LSA,0.003999973817679357,0.0024536930309004296,175.4,5.1098282581302295
SUPS,imdbAuxDS,Similarity_Score,0.11040000000000005,0.11040000000000005,0.0,0.0
SUPS,SSTtestAuxDS,Confidence_Score,0.05568814150728172,0.024428463475590228,85.33333333333333,8.44998809765876
SUPS,SSTtestAuxDS,DSA,0.03220875123090597,0.017358450991393076,10.233333333333333,3.2555875928490456
SUPS,SSTtestAuxDS,Prediction_Entropy,0.0240545672255529,0.01719956766632082,70.2,7.411082102570075
SUPS,SSTtestAuxDS,LSA,0.0029868564747721972,0.0016626967042630886,174.36666666666667,4.788515955645471
SUPS,SSTtestAuxDS,Similarity_Score,0.07742998352553544,0.07742998352553543,0.0,0.0
SRS,imdb300AuxDS,Confidence_Score,0.02076455312947204,0.015033296378372921,20.233333333333334,4.223769629733312
SRS,imdb300AuxDS,DSA,0.01748332538925782,0.012589678312014182,20.533333333333335,3.540244812627134
SRS,imdb300AuxDS,LSA,0.023815261213488023,0.01756416807025031,19.3,4.757208686063564
SRS,imdb300AuxDS,Prediction_Entropy,0.01897805750509433,0.014000000000000012,20.5,3.8484210824162948
SRS,imdb300AuxDS,Similarity_Score,0.021130546609115442,0.015033296378372921,19.366666666666667,4.213961469255244
SRS,imdbAuxDS,Confidence_Score,0.017195735905547453,0.010400000000000076,21.866666666666667,3.4912040540659373
SRS,imdbAuxDS,DSA,0.022467606310716193,0.01540000000000008,22.3,4.564858271018144
SRS,imdbAuxDS,LSA,0.02838356331870026,0.01959999999999995,23.133333333333333,5.673491495289867
SRS,imdbAuxDS,Prediction_Entropy,0.02569941633578475,0.01959999999999995,22.966666666666665,5.14937782203083
SRS,imdbAuxDS,Similarity_Score,0.02684759455395091,0.014599999999999946,21.633333333333333,5.442383690064957
SRS,SSTtestAuxDS,Confidence_Score,0.02025903337609186,0.01257001647446454,16.7,3.931745247298605
SRS,SSTtestAuxDS,DSA,0.01955108035515015,0.01257001647446454,14.533333333333333,3.8572219173312066
SRS,SSTtestAuxDS,LSA,0.021635270757425547,0.017429983525535375,15.733333333333333,4.393830575527097
SRS,SSTtestAuxDS,Prediction_Entropy,0.016684274231891887,0.012429983525535482,16.133333333333333,3.3294229937429645
SRS,SSTtestAuxDS,Similarity_Score,0.017036482111487446,0.01257001647446454,16.433333333333334,3.328905104595548
2-UPS,imdb300AuxDS,Confidence_Score,0.019844162674750535,0.010841988067392446,20.366666666666667,3.9346676092654
2-UPS,imdb300AuxDS,DSA,0.036624263185830674,0.030214696135094893,23.133333333333333,6.527043653184396
2-UPS,imdb300AuxDS,LSA,0.09838760087521123,0.09923470733381475,0.23333333333333334,0.43018306715207627
2-UPS,imdb300AuxDS,Prediction_Entropy,0.051958000586947765,0.05118298469738776,9.866666666666667,3.319049857116188
2-UPS,imdb300AuxDS,Similarity_Score,0.022667892123736023,0.019000000000000017,18.966666666666665,4.43717317073905
2-UPS,imdbAuxDS,Confidence_Score,0.029337302824084945,0.02114727994185229,23.466666666666665,5.667410363639204
2-UPS,imdbAuxDS,DSA,0.03374031489428732,0.02201913599369056,25.633333333333333,5.48026763336731
2-UPS,imdbAuxDS,LSA,0.11040000000000005,0.11040000000000005,0.0,0.0
2-UPS,imdbAuxDS,Prediction_Entropy,0.0638698085967613,0.06259869079741827,9.233333333333333,3.40064226523343
2-UPS,imdbAuxDS,Similarity_Score,0.021741511753632363,0.017625549636819848,22.2,4.42095324406478
2-UPS,SSTtestAuxDS,Confidence_Score,0.01771936690040762,0.012719804076773394,16.566666666666666,3.2976829204273352
2-UPS,SSTtestAuxDS,DSA,0.058225916276606206,0.05257846246845172,24.6,6.703575988566309
2-UPS,SSTtestAuxDS,LSA,0.07287699112792519,0.07242998352553542,0.9333333333333333,0.8276819867946673
2-UPS,SSTtestAuxDS,Prediction_Entropy,0.06079607651715247,0.05998210504284546,3.466666666666667,1.8705214713316294
2-UPS,SSTtestAuxDS,Similarity_Score,0.016463439886102244,0.007570016474464536,15.2,3.336320500605214
