method,dataset,aux_var,RMSE,RMedSE,failures_mean,failures_std
DeepEST,imdb300AuxDS,Confidence_Score,0.08205078397043916,0.07798474629916019,17.166666666666668,2.7428066839912586
DeepEST,imdb300AuxDS,DSA,0.048501871818007865,0.03941600376538517,5.3,2.4516004624706307
DeepEST,imdb300AuxDS,Prediction_Entropy,0.08914460804951525,0.06853142984082362,18.433333333333334,2.9558047312357094
DeepEST,imdb300AuxDS,LSA,0.01032096259603941,0.004451985300057192,41.06666666666667,2.851899951494324
DeepEST,imdb300AuxDS,Similarity_Score,0.10318467607276884,0.09821320143940195,1.2666666666666666,1.0148325268098497
DeepEST,imdbAuxDS,Confidence_Score,0.09075936456622852,0.08394334402554349,17.8,3.575780599610626
DeepEST,imdbAuxDS,DSA,0.04775590339169945,0.029647200607139778,5.866666666666666,2.4030631792939112
DeepEST,imdbAuxDS,Prediction_Entropy,0.09075490565295033,0.07470633181915211,17.8,3.925161977769088
DeepEST,imdbAuxDS,LSA,0.007853315278526762,0.005494915798737138,41.1,2.5373078320303897
DeepEST,imdbAuxDS,Similarity_Score,0.11112148837366549,0.10952681391001919,1.2666666666666666,1.2015315896469556
DeepEST,SSTtestAuxDS,Confidence_Score,0.07868869096654066,0.06195718278993133,22.5,1.717054414417017
DeepEST,SSTtestAuxDS,DSA,0.033512983879381904,0.020279407536584186,3.533333333333333,1.676065452868369
DeepEST,SSTtestAuxDS,Prediction_Entropy,0.07866716981321115,0.059875832344523726,20.933333333333334,2.5988503205274722
DeepEST,SSTtestAuxDS,LSA,0.0073204913316217216,0.003053696907951628,39.6,2.9077779168624804
DeepEST,SSTtestAuxDS,Similarity_Score,0.07096011049311236,0.07742998352553543,0.5666666666666667,0.6789105539243627
GBS,imdb300AuxDS,Confidence_Score,0.03503807452852776,0.039000000000000035,5.0,1.7811271131234425
GBS,imdb300AuxDS,DSA,0.037731507611897336,0.02100000000000002,5.1,1.9181528470973281
GBS,imdb300AuxDS,LSA,0.09979144919948468,0.10099999999999998,0.06666666666666667,0.2537081317024625
GBS,imdb300AuxDS,Prediction_Entropy,0.04323193264243458,0.039000000000000035,5.3,2.1837961253838185
GBS,imdb300AuxDS,Similarity_Score,0.40300827121371424,0.399,24.966666666666665,3.1126364624103533
GBS,imdbAuxDS,Confidence_Score,0.02956394200147651,0.010400000000000076,5.466666666666667,1.5024883574816201
GBS,imdbAuxDS,DSA,0.05216282200955006,0.030400000000000094,5.033333333333333,2.606137759787173
GBS,imdbAuxDS,LSA,0.04975030988178196,0.030400000000000094,5.4,2.5270945563139753
GBS,imdbAuxDS,Prediction_Entropy,0.05072698164356583,0.04113587242298383,5.933333333333334,2.5452231571200636
GBS,imdbAuxDS,Similarity_Score,0.045288997928120835,0.02959999999999996,5.233333333333333,2.284631311587289
GBS,SSTtestAuxDS,Confidence_Score,0.04595336841515308,0.03742998352553539,4.633333333333334,2.2047493146001615
GBS,SSTtestAuxDS,DSA,0.03927617807591114,0.02257001647446455,3.7666666666666666,1.9945327571990963
GBS,SSTtestAuxDS,LSA,0.07507180409422591,0.07742998352553543,0.13333333333333333,0.34574590364176044
GBS,SSTtestAuxDS,Prediction_Entropy,0.037884095016111,0.03742998352553539,3.5,1.8891705897672078
GBS,SSTtestAuxDS,Similarity_Score,0.4279929968050509,0.4425700164744646,24.733333333333334,4.848983777881807
RHC-S,imdb300AuxDS,Confidence_Score,0.04847834712461607,0.024917789165598697,4.333333333333333,2.0733669657618843
RHC-S,imdb300AuxDS,DSA,0.03142712961703587,0.023619953140862095,8.666666666666666,2.537081317024624
RHC-S,imdb300AuxDS,LSA,0.099693210304477,0.10099999999999998,0.06666666666666667,0.2537081317024625
RHC-S,imdb300AuxDS,Prediction_Entropy,0.04846898150634582,0.033972286346667206,15.566666666666666,2.9087659823763556
RHC-S,imdb300AuxDS,Similarity_Score,0.101,0.10099999999999998,0.0,0.0
RHC-S,imdbAuxDS,Confidence_Score,0.05458380593638921,0.04738286172272917,4.433333333333334,2.0956989342433006
RHC-S,imdbAuxDS,DSA,0.04716718860992178,0.025595170423537466,9.9,2.9867523591975975
RHC-S,imdbAuxDS,LSA,0.10909825863089136,0.11040000000000005,0.06666666666666667,0.2537081317024625
RHC-S,imdbAuxDS,Prediction_Entropy,0.05247891211519327,0.039078661016904,17.7,3.1529952918367683
RHC-S,imdbAuxDS,Similarity_Score,0.11040000000000005,0.11040000000000005,0.0,0.0
RHC-S,SSTtestAuxDS,Confidence_Score,0.03979583784572929,0.02626834491831417,2.6333333333333333,1.3514572807192968
RHC-S,SSTtestAuxDS,DSA,0.02999025848938066,0.014349964846497112,8.1,2.6826389477784613
RHC-S,SSTtestAuxDS,LSA,0.07618655123726312,0.07742998352553543,0.06666666666666667,0.2537081317024625
RHC-S,SSTtestAuxDS,Prediction_Entropy,0.037691249195281266,0.027193063814115577,16.466666666666665,2.725781549844239
RHC-S,SSTtestAuxDS,Similarity_Score,0.07742998352553544,0.07742998352553543,0.0,0.0
SSRS,imdb300AuxDS,Confidence_Score,0.2974373883693844,0.2891729586251108,19.633333333333333,2.965122935560768
SSRS,imdb300AuxDS,DSA,0.13180667661389542,0.119,11.033333333333333,2.809875851145487
SSRS,imdb300AuxDS,LSA,0.697760942825932,0.6990000000000001,39.93333333333333,0.5832922809856748
SSRS,imdb300AuxDS,Prediction_Entropy,0.2516419413902752,0.24920072231034965,17.266666666666666,3.061815253028531
SSRS,imdb300AuxDS,Similarity_Score,0.042906875905849885,0.039000000000000035,5.666666666666667,2.0899320783111643
SSRS,imdbAuxDS,Confidence_Score,0.311065095009603,0.2997668427294787,20.833333333333332,2.7678366173294773
SSRS,imdbAuxDS,DSA,0.12891299391450028,0.1200173320816622,11.433333333333334,2.6087826905353353
SSRS,imdbAuxDS,LSA,0.455110125866989,0.44959999999999994,28.1,2.8689779509014395
SSRS,imdbAuxDS,Prediction_Entropy,0.26102955132832495,0.25979253261015794,18.233333333333334,3.0021065401082816
SSRS,imdbAuxDS,Similarity_Score,0.053867986782503756,0.03000266654815871,5.4,2.736723437326796
SSRS,SSTtestAuxDS,Confidence_Score,0.2759843723710204,0.26257001647446454,17.366666666666667,2.930026872106187
SSRS,SSTtestAuxDS,DSA,0.14595281010347408,0.14257001647446454,10.766666666666667,2.4308836669612246
SSRS,SSTtestAuxDS,LSA,0.6948140478234256,0.7025700164744646,38.5,2.837556014941561
SSRS,SSTtestAuxDS,Prediction_Entropy,0.28932581566395066,0.28257001647446456,18.1,2.656806483290639
SSRS,SSTtestAuxDS,Similarity_Score,0.03996805202124059,0.03090638534655462,4.3,1.9852907369815709
SUPS,imdb300AuxDS,Confidence_Score,0.0711386329754863,0.046114294128253464,18.7,3.435614686757243
SUPS,imdb300AuxDS,DSA,0.059006766896032424,0.044249417361875744,3.2666666666666666,2.0667037445691365
SUPS,imdb300AuxDS,Prediction_Entropy,0.050195809530276345,0.035556870261390414,16.0,2.9827087896973667
SUPS,imdb300AuxDS,LSA,0.0075647005493394434,0.004399475060897551,43.833333333333336,2.5607559946952803
SUPS,imdb300AuxDS,Similarity_Score,0.101,0.10099999999999998,0.0,0.0
SUPS,imdbAuxDS,Confidence_Score,0.09148883517537296,0.04721425474801227,20.5,4.006460300306373
SUPS,imdbAuxDS,DSA,0.06156660855539975,0.055389435287732915,3.2333333333333334,2.079179767539865
SUPS,imdbAuxDS,Prediction_Entropy,0.044482997552005264,0.033511118278793696,17.6,3.348700211044321
SUPS,imdbAuxDS,LSA,0.007443681753751966,0.0034610794312559963,43.9,2.3096499212263075
SUPS,imdbAuxDS,Similarity_Score,0.11040000000000005,0.11040000000000005,0.0,0.0
SUPS,SSTtestAuxDS,Confidence_Score,0.044456500511212735,0.030309165032632843,21.866666666666667,3.8303086517689526
SUPS,SSTtestAuxDS,DSA,0.1413620745594293,0.03510649131154232,2.3333333333333335,1.538770967998169
SUPS,SSTtestAuxDS,Prediction_Entropy,0.036111885396707843,0.02623341789034257,17.266666666666666,3.483293460696836
SUPS,SSTtestAuxDS,LSA,0.004166252341730004,0.003218264189477127,43.733333333333334,2.2884015402012388
SUPS,SSTtestAuxDS,Similarity_Score,0.07742998352553544,0.07742998352553543,0.0,0.0
SRS,imdb300AuxDS,Confidence_Score,0.04199603155854927,0.039000000000000035,4.933333333333334,2.132399220779638
