method,dataset,aux_var,RMSE,RMedSE,failures_mean,failures_std
DeepEST,imdb300AuxDS,Confidence_Score,0.012304512747478374,0.009177170337045645,123.26666666666667,8.055554234376956
DeepEST,imdb300AuxDS,DSA,0.008915045415053207,0.006723634728218193,81.36666666666666,7.1074673375276936
DeepEST,imdb300AuxDS,Prediction_Entropy,0.014388601102765627,0.012965756396408028,135.0,6.125131947910211
DeepEST,imdb300AuxDS,LSA,0.0028144664604492285,0.0016471763290784838,297.43333333333334,1.040004420857094
DeepEST,imdb300AuxDS,Similarity_Score,0.020007516601237733,0.013265905206733684,18.633333333333333,3.586212422630579
DeepEST,imdbAuxDS,Confidence_Score,0.01810107450300899,0.012822034568137212,305.2,11.541230437002808
DeepEST,imdbAuxDS,DSA,0.010033471802636997,0.006763999428268836,89.1,8.150946634255606
DeepEST,imdbAuxDS,Prediction_Entropy,0.023645908622538226,0.01800105476275242,302.96666666666664,11.254066953262084
DeepEST,imdbAuxDS,LSA,0.00528683900563613,0.003577759746852894,657.0,12.806248474865697
DeepEST,imdbAuxDS,Similarity_Score,0.015393377009799834,0.010873608096040056,17.933333333333334,2.462593717220109
DeepEST,SSTtestAuxDS,Confidence_Score,0.00816602691127613,0.006609777830173703,74.66666666666667,6.183032027854235
DeepEST,SSTtestAuxDS,DSA,0.006124764533159233,0.003902644400869816,62.6,4.979959839195493
DeepEST,SSTtestAuxDS,Prediction_Entropy,0.007395333401706637,0.005435870341446035,76.83333333333333,4.6467143255195404
DeepEST,SSTtestAuxDS,LSA,0.0005757955668211547,0.0003054927494737552,141.0,0.0
DeepEST,SSTtestAuxDS,Similarity_Score,0.02015191781734582,0.01687055362926022,15.366666666666667,4.097798680143828
GBS,imdb300AuxDS,Confidence_Score,0.010915871472310408,0.007750000000000035,83.63333333333334,8.401491383752314
GBS,imdb300AuxDS,DSA,0.010600216192763866,0.009382497002397568,79.76666666666667,8.560870618525108
GBS,imdb300AuxDS,LSA,0.0967216258996232,0.09662702132426515,3.433333333333333,1.304721752165845
GBS,imdb300AuxDS,Prediction_Entropy,0.009740379869389066,0.007249999999999979,78.53333333333333,7.582799652813772
GBS,imdb300AuxDS,Similarity_Score,0.27775000000000005,0.27775000000000005,303.0,0.0
GBS,imdbAuxDS,Confidence_Score,0.009557806582405135,0.006878680832834176,86.6,7.577644070235313
GBS,imdbAuxDS,DSA,0.011691057836369355,0.007750241931707661,90.33333333333333,9.28971746474093
GBS,imdbAuxDS,LSA,0.01056781670923566,0.007301797723848589,85.7,8.175446840049952
GBS,imdbAuxDS,Prediction_Entropy,0.01043779191208562,0.005849999999999911,88.06666666666666,8.489073436841736
GBS,imdbAuxDS,Similarity_Score,0.01129728949792828,0.007510659092250168,85.16666666666667,8.614676063448988
GBS,SSTtestAuxDS,Confidence_Score,0.008184694083687206,0.007500326813325973,65.6,5.524865421984003
GBS,SSTtestAuxDS,DSA,0.0062447543434243176,0.003820016474464616,61.3,5.038814857921829
GBS,SSTtestAuxDS,LSA,0.07581401795824678,0.07617998352553546,1.3,0.952311163288627
GBS,SSTtestAuxDS,Prediction_Entropy,0.006866243196576892,0.005070016474464589,61.43333333333333,5.56270421296329
GBS,SSTtestAuxDS,Similarity_Score,0.0988200164744646,0.09882001647446459,141.0,0.0
RHC-S,imdb300AuxDS,Confidence_Score,0.014159049641999476,0.009023042317179058,71.76666666666667,7.837501947789819
RHC-S,imdb300AuxDS,DSA,0.006327937807727141,0.004761347207826136,122.36666666666666,7.685558931655786
RHC-S,imdb300AuxDS,LSA,0.09924296364972873,0.09872499115245614,2.0,0.982607368881035
RHC-S,imdb300AuxDS,Prediction_Entropy,0.008379831159591306,0.005451304996837844,166.6,7.132248279276415
RHC-S,imdb300AuxDS,Similarity_Score,0.101,0.10099999999999998,0.0,0.0
RHC-S,imdbAuxDS,Confidence_Score,0.031080665320116278,0.00933107980446156,73.9,6.402316391152018
RHC-S,imdbAuxDS,DSA,0.007359780003019536,0.00386274678482729,151.5,9.220479454958422
RHC-S,imdbAuxDS,LSA,0.10819660591508576,0.10792939637160215,1.6333333333333333,1.0333518722845685
RHC-S,imdbAuxDS,Prediction_Entropy,0.01884643849337831,0.007932314029154808,279.56666666666666,15.005018317637724
RHC-S,imdbAuxDS,Similarity_Score,0.11040000000000005,0.11040000000000005,0.0,0.0
RHC-S,SSTtestAuxDS,Confidence_Score,0.011299843383921093,0.005365022661904445,54.86666666666667,4.25670532570497
RHC-S,SSTtestAuxDS,DSA,0.005384027768805492,0.0030649409513234765,93.2,5.938768013421756
RHC-S,SSTtestAuxDS,LSA,0.072264005483853,0.07285699405484694,4.4,1.9226418606016908
RHC-S,SSTtestAuxDS,Prediction_Entropy,0.007859276723796427,0.0037936076231259034,105.3,4.211232926189275
RHC-S,SSTtestAuxDS,Similarity_Score,0.07742998352553544,0.07742998352553543,0.0,0.0
SSRS,imdb300AuxDS,Confidence_Score,0.26450577902841577,0.2664540682414699,139.2,3.4680810554104062
SSRS,imdb300AuxDS,DSA,0.08564923622932472,0.08587727435125084,149.0,6.721042612058299
SSRS,imdb300AuxDS,LSA,0.4953072544520016,0.49503960396039604,301.1333333333333,0.9732042112432566
SSRS,imdb300AuxDS,Prediction_Entropy,0.21464109234527182,0.2130655105973025,163.73333333333332,4.409498629200324
SSRS,imdb300AuxDS,Similarity_Score,0.009411871935663662,0.006254998001598436,81.13333333333334,7.6507080282372115
SSRS,imdbAuxDS,Confidence_Score,0.2798861144882563,0.27959999999999996,311.76666666666665,14.625634871768773
SSRS,imdbAuxDS,DSA,0.09457244577571201,0.0945999999999999,163.06666666666666,11.907497879366867
SSRS,imdbAuxDS,LSA,0.4372155785002786,0.43209999999999993,437.8333333333333,13.691384991610812
