method,dataset,aux_var,RMSE,RMedSE,failures_mean,failures_std
SUPS,SSTtestAuxDS,DSA,0.04078111600937066,0.026781785233725888,4.6,1.7140393911700977
SUPS,SSTtestAuxDS,Prediction_Entropy,0.028040911123678056,0.022030686855999664,35.93333333333333,5.037331897312123
SUPS,SSTtestAuxDS,LSA,0.003138230750465757,0.0023567307875732154,86.46666666666667,3.8032049400593637
SUPS,SSTtestAuxDS,Similarity_Score,0.07742998352553544,0.07742998352553543,0.0,0.0
SRS,imdb300AuxDS,Confidence_Score,0.029342801502242426,0.02100000000000002,10.5,2.956582369957723
SRS,imdb300AuxDS,DSA,0.03496188400720611,0.020024984394500803,10.6,3.5194043383151827
SRS,imdb300AuxDS,LSA,0.02311565126344776,0.01100000000000001,10.666666666666666,2.2793425145972632
SRS,imdb300AuxDS,Prediction_Entropy,0.03438507428134094,0.020024984394500803,9.933333333333334,3.4931789033163914
SRS,imdb300AuxDS,Similarity_Score,0.029456182146820498,0.02531797780234435,10.0,2.9942473580817115
SRS,imdbAuxDS,Confidence_Score,0.03372674507469308,0.020400000000000085,11.333333333333334,3.4173324274264325
SRS,imdbAuxDS,DSA,0.030572754755391826,0.01959999999999995,12.1,2.9166584564744866
SRS,imdbAuxDS,LSA,0.03824866010725081,0.02959999999999996,11.9,3.7906418344709616
SRS,imdbAuxDS,Prediction_Entropy,0.030880846275105022,0.020400000000000085,10.566666666666666,3.1037611591959413
SRS,imdbAuxDS,Similarity_Score,0.031162370470381933,0.01959999999999995,12.133333333333333,2.9680288749098866
SRS,SSTtestAuxDS,Confidence_Score,0.024327728478574274,0.015195552636688548,8.166666666666666,2.4365511710603167
SRS,SSTtestAuxDS,DSA,0.02233841455921818,0.017429983525535375,7.333333333333333,2.2334963055994606
SRS,SSTtestAuxDS,LSA,0.02584643617788476,0.020164448533967348,7.833333333333333,2.62722264960066
SRS,SSTtestAuxDS,Prediction_Entropy,0.02469125861746406,0.017429983525535375,7.8,2.5106668986271496
SRS,SSTtestAuxDS,Similarity_Score,0.023643281604284347,0.017429983525535375,7.333333333333333,2.36837399966704
2-UPS,imdb300AuxDS,Confidence_Score,0.030495724665413185,0.02316039752144093,9.866666666666667,3.0820205344404576
2-UPS,imdb300AuxDS,DSA,0.04666598828142123,0.025254398667008477,10.866666666666667,4.591846847540144
2-UPS,imdb300AuxDS,LSA,0.09948321016030726,0.10099999999999998,0.0,0.0
2-UPS,imdb300AuxDS,Prediction_Entropy,0.058166862277153425,0.056099130892605036,4.166666666666667,1.858500198683268
2-UPS,imdb300AuxDS,Similarity_Score,0.0304576208306996,0.019000000000000017,10.0,3.0961600243772485
2-UPS,imdbAuxDS,Confidence_Score,0.02720309301669463,0.013524890458744608,9.9,2.720927833637281
2-UPS,imdbAuxDS,DSA,0.06002818077037191,0.04177421175025333,15.066666666666666,3.8679347900694867
2-UPS,imdbAuxDS,LSA,0.11040000000000005,0.11040000000000005,0.0,0.0
2-UPS,imdbAuxDS,Prediction_Entropy,0.061243405804982366,0.062230046461998804,5.2,3.188340828923299
2-UPS,imdbAuxDS,Similarity_Score,0.02744254604320331,0.01959999999999995,10.633333333333333,2.760351468542558
2-UPS,SSTtestAuxDS,Confidence_Score,0.03817327419739272,0.024121419743973818,8.8,3.566124139638208
2-UPS,SSTtestAuxDS,DSA,0.06657173228175184,0.04230669202129765,11.333333333333334,5.435092444941252
2-UPS,SSTtestAuxDS,LSA,0.07307112404495379,0.07742998352553543,0.4666666666666667,0.68144538746106
2-UPS,SSTtestAuxDS,Prediction_Entropy,0.06285679127414068,0.06742998352553542,1.6,1.3544307876819286
2-UPS,SSTtestAuxDS,Similarity_Score,0.026292170719275285,0.02257001647446455,7.766666666666667,2.6740558544360433
