method,dataset,aux_var,RMSE,RMedSE,failures_mean,failures_std
DeepEST,imdb300AuxDS,Confidence_Score,0.019421630443755118,0.014387819977794914,88.5,4.183300132670378
DeepEST,imdb300AuxDS,DSA,0.015008473810666435,0.012134432644747483,39.733333333333334,6.03971530119924
DeepEST,imdb300AuxDS,Prediction_Entropy,0.025431073197671076,0.01970594316188191,105.7,3.5051685974503033
DeepEST,imdb300AuxDS,LSA,0.006271843973580904,0.003139408596998579,296.3666666666667,0.6149478998583783
DeepEST,imdb300AuxDS,Similarity_Score,0.032187778062867996,0.01775807574872291,8.966666666666667,2.7352530404703503
DeepEST,imdbAuxDS,Confidence_Score,0.03949939459287287,0.023540870478978407,150.66666666666666,13.149887460730795
DeepEST,imdbAuxDS,DSA,0.016611009716349816,0.012409814806132367,45.13333333333333,6.688813787590253
DeepEST,imdbAuxDS,Prediction_Entropy,0.025316879099933083,0.01813293863134642,148.96666666666667,8.751288903428131
DeepEST,imdbAuxDS,LSA,0.004506646426227889,0.0022859384571156335,327.8666666666667,6.027141675919787
DeepEST,imdbAuxDS,Similarity_Score,0.0367676435299979,0.02140106177555816,9.133333333333333,2.979624291675081
DeepEST,SSTtestAuxDS,Confidence_Score,0.013191947374302652,0.01106174852853098,47.93333333333333,4.225810131130812
DeepEST,SSTtestAuxDS,DSA,0.013366959402144949,0.011126171661061916,30.8,5.46714323686638
DeepEST,SSTtestAuxDS,Prediction_Entropy,0.015865819323025228,0.011032697983549618,50.4,3.489886867052797
DeepEST,SSTtestAuxDS,LSA,0.0011357313545720573,0.0006424996222070938,141.0,0.0
DeepEST,SSTtestAuxDS,Similarity_Score,0.024982779336441652,0.013975381600039916,6.633333333333334,2.235810943419108
GBS,imdb300AuxDS,Confidence_Score,0.011793359713556328,0.007566372975210778,41.8,4.581823157682525
GBS,imdb300AuxDS,DSA,0.013587678241701198,0.008753570700005778,41.9,5.31328848104059
GBS,imdb300AuxDS,LSA,0.09778441423185327,0.09850000000000003,1.3,1.0553639672872464
GBS,imdb300AuxDS,Prediction_Entropy,0.017207072189461332,0.011252777434926937,40.4,7.000492593505412
GBS,imdb300AuxDS,Similarity_Score,0.39178959063932944,0.389008033336074,196.8,10.114516709950212
GBS,imdbAuxDS,Confidence_Score,0.016749427850924748,0.014205104716263147,43.6,6.790459839185137
GBS,imdbAuxDS,DSA,0.017201550317728145,0.010007996802557454,44.46666666666667,6.991291791903714
GBS,imdbAuxDS,LSA,0.015799050604387608,0.010696261028976453,42.4,6.17335766237355
GBS,imdbAuxDS,Prediction_Entropy,0.01796876920288828,0.014599999999999946,44.93333333333333,7.267942522182404
GBS,imdbAuxDS,Similarity_Score,0.01914314498717493,0.012900000000000023,42.93333333333333,7.687577679263645
GBS,SSTtestAuxDS,Confidence_Score,0.014358685300116188,0.009929983525535424,34.333333333333336,4.736747999334078
GBS,SSTtestAuxDS,DSA,0.010090003456003945,0.007500326813325973,30.2,4.029203737541786
GBS,SSTtestAuxDS,LSA,0.07545041913731085,0.07492998352553548,0.8,0.7143842296595067
GBS,SSTtestAuxDS,Prediction_Entropy,0.013151987217346122,0.010000245112330828,29.366666666666667,5.095524292562243
GBS,SSTtestAuxDS,Similarity_Score,0.2750700164744646,0.2750700164744646,141.0,0.0
