Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1209,0,8,11.528292597665137,2.6912251487374306,75.23374632000923,8649.0,3.91601211331004,0.0,8,9,11,13,22,42,52,54,74,75,75
GET,/catalogue,6959,0,12,13.362096884491448,5.2741942927241325,86.34271007031202,2795.0,22.540552768010393,0.0,12,13,15,16,19,23,29,34,64,86,86
GET,/category.html,6960,0,8,9.628444654604785,2.607462927699089,89.69710115343332,11518.0,22.543791818559036,0.0,8,10,11,12,16,21,28,32,57,90,90
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,740,0,8,9.745101308500445,3.4336112439632416,61.49466801434755,10364.0,2.3968974059962194,0.0,8,10,11,13,16,21,25,32,61,61,61
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,782,0,8,9.641276061525353,3.1014764681458473,40.943458676338196,10364.0,2.5329375290392484,0.0,8,10,11,12,16,20,25,28,41,41,41
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,779,0,8,9.966645573907853,3.0055223032832146,65.7521216198802,10364.0,2.5232203773933177,0.0,8,10,12,13,17,21,27,31,66,66,66
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,790,0,8,9.626154899832946,3.125426359474659,40.06523732095957,10364.0,2.5588499334283967,0.0,8,10,11,13,16,20,24,29,40,40,40
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,747,0,8,9.780818879494625,3.5410774871706963,56.17264565080404,10364.0,2.4195707598367244,0.0,8,10,11,13,17,21,28,32,56,56,56
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,786,0,8,9.860936618639919,2.762718126177788,70.07111422717571,10364.0,2.5458937312338223,0.0,8,10,12,13,17,21,29,34,70,70,70
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,784,0,8,9.935605217351066,3.071197308599949,88.66987191140652,10364.0,2.5394156301365354,0.0,8,10,12,13,16,21,27,31,89,89,89
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,763,0,8,9.896596900991812,3.139680251479149,81.79989643394947,10364.0,2.471395568615021,0.0,8,10,11,12,17,21,28,34,82,82,82
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,739,0,8,9.533244423336363,3.3179232850670815,39.381399750709534,10364.0,2.393658355447576,0.0,8,10,11,12,16,20,25,29,39,39,39
GET,/login,1209,0,64,65.45164072970844,18.206166103482246,124.40653145313263,13.0,3.91601211331004,0.0,64,66,68,69,77,96,110,110,120,120,120
,Aggregated,23247,0,10,13.792391791168942,2.607462927699089,124.40653145313263,7816.203510130339,75.29820810431637,0.0,10,12,14,15,22,57,66,70,110,120,120
