accuracy,failures
0.735189178837359,25
0.4115393357368954,31
0.5287003570717674,29
0.4296312220793609,30
0.5406378915725256,28
0.5517860191735345,26
0.4040919005072998,32
0.6077957306866616,30
0.4887105039047609,24
0.26421554617328835,37
0.6427906108132697,34
0.4293962749324024,30
0.6963381797356089,31
0.5722012860572752,32
0.7185150042952264,27
0.600353228174265,32
0.39014372588178925,25
0.536468035731286,27
0.7073567239606194,30
0.6827655711788538,30
0.4916226592446008,22
0.5781310879162489,25
0.4498347493017375,29
0.39395781763116533,33
0.6785055890499423,22
0.7232026945296806,27
0.6311398897833174,28
0.6653417688342247,31
0.7003970533458719,29
0.6131889075423096,29
