accuracy,failures
0.928396926598059,38
0.9031484460135418,42
0.9236921102494483,41
0.9295517178911283,37
0.9210941846761133,42
0.9295407647005778,37
0.9283859514553058,38
0.9318534088267055,36
0.919543897291336,43
0.9222495936744245,42
0.9304227860372398,36
0.9338555808242001,34
0.9230648775486526,41
0.9214022996678999,42
0.9079902788153774,46
0.9210723452324996,39
0.9245648270695626,40
0.9224707183548094,41
0.9194889886750497,43
0.933122886576315,35
0.9104918890037953,40
0.9247408720240965,40
0.9247958681008753,40
0.9307859321780672,36
0.9210941792144445,42
0.9254367424936111,36
0.9209840779073294,42
0.9280008183830838,38
0.9098349864014685,38
0.9196429464258034,43
