accuracy,failures
0.7246906575768894,57
0.7322280087976341,57
0.7110988712170416,66
0.714407046724305,63
0.7316294123706089,58
0.7342174967366383,63
0.6793432026815883,60
0.739063902560026,61
0.7136880006358137,56
0.7468658942056459,62
0.6959993191268743,62
0.7317658920318145,55
0.6846154438998266,68
0.7554353406924141,56
0.7562165329035979,55
0.7944812855478037,57
0.7126582471574634,55
0.8006047577012855,54
0.7299335882843916,65
0.7329152868047285,65
0.7666269243479549,51
0.77055980054734,60
0.7180273471213624,59
0.7521312083308435,56
0.7774725171168088,54
0.7186876934472654,54
0.756455542403836,65
0.6592466571259037,66
0.7742186737307483,67
0.7480141275842569,56
