time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts-db_disk,catalogue-db_disk,front-end_disk,orders_disk,orders-db_disk,rabbitmq_disk,shipping_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1701264923.618,0.026323368931684358,0.016961220454009718,0.021840723622226922,0.012438053557502304,0.05939996743662529,0.005129822351883504,0.006027317652513509,0.002777178306416411,0.0018810705379606538,0.10452657109780611,0.006526570571655733,0.021873961477356,0.014095165211697902,30683088.37209302,7695431.816944599,611068.1400276693,8638914.703375228,9672777.831076344,14400565.314183125,1865649.5889580396,844691.9831223629,52761611.365990825,13236815.657616265,25732616.02948616,763864.2603402417,4238880.256074495,10716.27906976744,3047.342539331143,1075.950475456631,4408379.708725538,2984604.2581454557,220.6104129263914,0,184671.61356030844,75.77327216220216,7457531.03123926,6345662.210016622,360325.74662168196,650038.1201804162,0,2824.36625596545,0,0,0,0,0,0,0,0,0,0,74.49439837043504,0,0,0,0,0,0,0,0,0.05902619680515151,0.04960029090909091,0.07388059999999999,0.041031887266363636,0.16184315461363638,0.04324640718030303,0.03782192727272727,0.026760219111818185,0.013954145454545454,0.6327668727272727,0.05929346096060606,0.09499566933969696,0.05123296363636363
1701264928.618,0.03330595628011677,0.019848104334014918,0.03975891647753074,0.02643880225681218,0.10881246838312449,0.005119989730402939,0.005943938189561787,0.0027144814827953063,0.0018716925001800444,0.10419476959710264,0.006553679346259177,0.026171797497666485,0.016615610528964524,38980477.152299546,5166810.573974003,635056.6318656378,8641711.403795216,12898787.814003207,7317018.1314071,1920810.6768490814,1025961.5466477474,51344379.05955209,13248121.684019918,32078346.259189855,1159288.288935162,3491211.100526628,11116.666358953531,3140.6455381919086,1115.5696777122107,8818861.434635896,2999586.428058018,224.14359198861774,0,180099.04221355089,0,7465363.295608873,6328739.22444861,362337.33036547713,642408.7567625861,0,3589.3091865050383,0,0,0,0,0,0,0,0,0,0,73.62007297302155,0,0,0,0,0,0,0,0,0.07343688760545454,0.055846799999999995,0.10797900494181818,0.06080389713999999,0.1691532512090909,0.04001381646181818,0.03231105454545454,0.023483290909090907,0.013483254545454544,0.6056460909090908,0.059882113683939385,0.10340099500818181,0.054344418181818184
1701264933.618,0.034855289112051525,0.020669667492034593,0.06895981835652394,0.041372624364113604,0.16720459015839773,0.005094809855448105,0.005917103629901109,0.0027881735546233678,0.0018646294118701743,0.102869408140492,0.006549258147178438,0.027517548644600383,0.01706221975892469,30797712.619377416,5153390.696404187,970469.7599645214,17106143.553054955,12430501.857744751,7275215.699076846,1926965.8741413285,1054889.950756885,51122135.83809849,11163538.790816791,33054665.99818023,805672.3659213795,3453942.824633764,12168.258365531821,3579.5721438324986,1135.3179222795056,8738467.113659652,5733351.44264102,222.8630502203602,0,185190.2972825096,0,7550157.2121101245,6521822.591127699,368792.6348092942,635430.5219741146,0,3728.7209831588525,0,0,0,0,0,0,0,0,0,0,72.8203669463803,0,0,0,0,0,0,0,0,0.07936832594090909,0.056968,0.1810712693363636,0.10414843292636365,0.17175851581636364,0.040559819109393935,0.029435254545454544,0.021624588433636363,0.012991636426363636,0.5436142909090909,0.05621132590818182,0.1108646670351515,0.05250572727272727
1701264938.618,0.039710901961137766,0.02269135163536961,0.09411402822718809,0.05491721625920368,0.21885193692409982,0.005071991338538546,0.006115663409298729,0.0027262059542122762,0.0018933823695473696,0.10378921243704284,0.0065227217555725026,0.03035066936216611,0.01844556276523417,22902199.364345565,4991248.452790266,1252226.6111141173,17008911.57337908,12955837.619805349,7266323.445739031,1876106.2200785354,838177.0337526016,51943292.887715146,13458404.029263629,25891661.83047889,446146.1748137379,3568056.7302922863,12056.63103149379,3466.5961385876744,1108.1651425788648,13031276.574451353,5970901.824371831,222.66113396270856,0,183765.88544023165,0,9479783.243263114,6385580.742518454,40639.94184990005,656618.15442838,0,4116.582914572864,0,0,0,0,0,0,0,0,0,0,75.24847059688058,0,0,0,0,0,0,0,0,0.08665600647454547,0.05937410909090909,0.24698962641848482,0.1457817391418182,0.1759214107827273,0.03798476435090909,0.02774012727272727,0.018985872727272726,0.010492727272727272,0.5227523818181817,0.05733932359272727,0.10960939820090909,0.05205158181818182
1701264943.618,0.045506522372734504,0.025489945200315604,0.11189148647897755,0.06869391646807955,0.27127938579668115,0.002214999780093723,0.006109174642756062,0.0028145246780918723,0.0019523362266361747,0.10284943284789637,0.006895697417508772,0.03531872841713515,0.02015978052739069,30464710.16320208,7620300.976450316,974118.1700314875,25570221.784236085,15610820.663916716,14696555.18701094,1850385.9649122811,851085.6156205803,50623119.5839324,10975394.750089897,25792753.37752182,448144.7858133255,4245913.779269095,12026.659941636346,3602.5272831705915,1137.9885163919246,13065279.317697229,5767357.582900306,0,0,451.42447787513095,72.70532687221541,7422066.882416397,6360601.832735701,40801.576297161206,651792.5450434022,0,4778.862722573233,0,0,0,0,0,0,0,0,0,0,74.69545554015612,0,0,0,0,0,0,0,0,0.09173219263060606,0.0542306,0.24333260337272727,0.1887300217757576,0.33883976659909093,0.010623145454545454,0.02510990909090909,0.01748314090090909,0.01018607436,0.4375051272727273,0.0559154411930303,0.10982412651939395,0.04706956363636364
1701264948.618,0.05307499237913789,0.027828289616895156,0.1307384612383941,0.08285505400554732,0.3329804220950042,0.0022183883969570193,0.00616713977579367,0.0028010769541655257,0.0019999799585349106,0.10066036329195385,0.006918840596475337,0.03936821824592348,0.02174268737636451,30987691.574917108,7650826.683965835,935253.5743283794,25877176.70093,16215761.671854159,7366464.195172135,1264918.2679247332,851254.670708184,75804343.13256428,13464710.179310344,32174903.642114773,817322.591449978,4262102.718147851,13431.476358840018,3616.6792806429526,1084.477706781516,13219236.489548773,5998830.887801987,0,0,451.4742353265362,72.58164549111335,9482155.255172413,6348300.262087664,39425.57955046276,654657.7771265295,0,5388.114030345623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09107229743636364,0.06228963636363636,0.3011828428490909,0.22649584894363636,0.34264938805818174,0.008835981818181817,0.02097601818181818,0.01297030909090909,0.008056127272727273,0.4524460909090909,0.055910274372121205,0.12180948352818181,0.047337090909090905
1701264953.618,0.059301151312364714,0.03019527453853371,0.1507889058104082,0.0953424974457919,0.37124445984710386,0.0022373710544032533,0.006148385839605877,0.0027366401965531555,0.002036986513994915,0.10023144319821121,0.006992062242282412,0.0438012044494966,0.02333510322686563,39307925.34760949,5067979.343494809,1253139.8313394785,34967135.023888275,15113688.48789559,7303611.970201993,1279142.0251634526,1037644.518570327,77751192.14830971,11006375.072129255,33063495.077826068,836390.4586626249,4248644.570511301,14771.061045430888,3586.3695656058467,1095.401950471572,17865168.393972803,5622602.431213196,0,0,440.73815032011623,74.44565612504545,7442465.089440277,6523639.6597199,40352.49539893905,651970.887068824,0,6001.679681217947,0,0,0,0,75.01419335933923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10792286175030302,0.058231396637272725,0.30861898549090905,0.22751069261454546,0.34942183994454545,0.007318490909090909,0.01919649090909091,0.012521751785454546,0.007418484799090909,0.37857258181818176,0.05325967024636364,0.13507912720636367,0.04114821818181818
1701264958.618,0.06854147859695331,0.033376295701973986,0.17460588018109593,0.10980970582029831,0.4320111281323961,0.0022420747464813747,0.0060228782580006475,0.00288791732727306,0.0020729352378826256,0.09868333201172858,0.006962417564058386,0.04961615645286703,0.025123866001543396,38552744.98650915,7780024.225568588,1613876.2265545595,34611200.00000001,19051739.32681711,7287286.155635518,1277794.640566003,829710.645455684,79564605.73596698,11256352.149298318,32324980.115132473,842738.612321658,4989163.708521662,15606.796470502442,3672.332717325673,1135.3598817333457,17683574.827209897,8846927.821640862,0,0,439.77596048887847,76.18197373805008,7611669.758607334,6378043.329035538,40144.51818231135,656702.6053724323,0,6820.046475033392,0,0,0,0,75.07606583819054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11919772358909089,0.057756163636363635,0.3643450178454546,0.23030968470909088,0.5174410449718182,0.007301185251818183,0.017530763636363633,0.010371363636363637,0.00645150909090909,0.37116869090909094,0.05380309204272727,0.13366729760272728,0.04142674545454545
1701264963.618,0.07477254161253304,0.037199140523054064,0.19694349898883162,0.12224501853007791,0.4974101513234033,0.0022542130192473356,0.00621878547171524,0.002867692367920002,0.0020880283666006223,0.09761384438844395,0.006952823907571392,0.054351531170495154,0.027229351010191787,39274176.472771816,7773993.457243636,1600579.5179186328,33946227.318934925,16452044.94717587,14509630.916196266,1265955.2165622446,1025439.5074470167,77837564.14781928,10992364.899648998,25787940.095253617,1270277.9995914502,4193875.0315122264,15888.934258881176,3668.037355849188,1119.3907482646164,21674152.271227553,9160531.899802143,0,0,437.3187180810363,149.05656944267545,7433257.564575646,6360256.279314029,41226.98657356683,643600.2448950192,0,7710.364237805436,0,0,0,0,74.38481794243167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13218973485484847,0.06220102566454545,0.3661262024830303,0.2684138379048485,0.6554071184181819,0.0065908727272727275,0.013517145454545455,0.010052232998181818,0.005048290909090909,0.2924336727272727,0.050236378608484844,0.14417359304121213,0.04286221818181818
1701264968.618,0.07905588033190213,0.0386781511376425,0.21055296201273238,0.13495920489447782,0.546125555928003,0.002259443401672659,0.00617709572399524,0.002908956455240677,0.0020821128646836768,0.09649182441034716,0.00693142788796264,0.05469947869661118,0.028860754062938608,30433870.723252933,5078837.941696903,1545528.2811546177,43544619.25942196,19292061.502586894,14474016.74848397,1243552.5268922702,1036990.0134952767,101713096.7972038,11233216.32262575,31776191.37047682,1566814.4442707517,5012887.345793012,17655.489502325832,3587.26697528106,1143.0365396354757,22244939.432211302,11927066.676382713,0,0,442.2132253711201,146.08745274270632,7597125.216175443,6269877.21584519,38560.29736161047,660074.1670975845,0,8053.04831185544,0,0,0,0,73.06848386463777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1327258197981818,0.06817487272727273,0.4236909402472728,0.3050817404536364,0.6780256996560606,0.004469909090909091,0.014266745454545452,0.008931490909090909,0.005491181818181818,0.19056196363636363,0.006142,0.1547123935827273,0.04276667272727272
