time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts-db_disk,catalogue-db_disk,front-end_disk,orders_disk,orders-db_disk,rabbitmq_disk,shipping_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1701264490.422,0.007284023684069778,0.009120881310991414,0.005201456256376076,0.002434394746992256,0.012591704768290725,0.0026519548251687118,0.006251684674894083,0.002709976916595017,0.0023471924661353782,0.10475933918983091,0.005045231877508249,0.005616743570057713,0.009322635281009661,37664368.65700966,12734844.423600715,604738.8750131917,15723.464046285244,5958304.075973684,35968360.53750516,2575523.153435255,920096.3406330597,128275558.40184209,8918304.27000767,12875988.285910556,1971515.876062517,3546265.6121572996,146.31968135460016,0,269157.0689837127,451.39131233354766,42090.58122043605,146.97070273955399,0,75.56018236290217,294.734569788987,7535266.537604558,370.2230738638418,0,822.9556704232041,0,443.2980392864229,0,0,0,0,75.44667526247927,0,0,0,0,0,149.62830371330983,0,0,0,0,0,0,0,0,0.03765341818181818,0.061159563636363636,0.03517686259393939,0.01630683768181818,0.09036796878787878,0.02183950909090909,0.04254665454545454,0.02244121818181818,0.019557927272727274,0.6755057636363635,0.042534581818181816,0.04839054785000001,0.061584490909090905
1701264495.422,0.009120616272527972,0.010408735130707867,0.008191547558643021,0.004098525342226146,0.028328521698028006,0.10724966682887949,0.006382319969978205,0.0027402230563776716,0.0020907280067768226,0.10459478860039376,0.005084763683895226,0.007834432163101115,0.010095422328300756,38271681.73651065,12572975.283139823,676405.1364115374,8774663.301214144,6023998.109262794,45465585.23485094,3193225.913925348,1123347.1450227387,128520702.05288106,8903594.48617898,12930920.97380317,1972056.6099835434,3592033.15571344,148.67783444345633,72.93966806752617,0,452.78847393923775,87125.170439051,9736065.462672578,0,73.91900671334729,73.82441468557937,9399126.540733717,371.8025525116642,0,606.2759029011249,0,729.3966806752617,0,0,0,6567970.742395732,15146.209749757445,0,0,0,0,0,151.56897572528123,0,0,0,0,0,0,0,0,0.0436309214939394,0.062202709090909095,0.037485090909090905,0.02636134641212121,0.15299187597878786,0.020424963636363636,0.038303054545454546,0.020271436363636364,0.015973599999999998,0.5943973818181818,0.04109069457878788,0.0534857723030303,0.05894734545454545
1701264500.422,0.008910625038089974,0.010321898487726522,0.012687124004264189,0.006922952528175849,0.042020547717841174,0.27711163473064415,0.006101876828997927,0.002704404504293662,0.0020560175176762285,0.1005613897848498,0.004833571737914434,0.007782834622666944,0.010210864031780452,37799397.8525463,12893063.705435416,671777.3427657718,8560936.710225945,5949209.8938406,66976219.61068356,2576042.5657700263,1118183.59227321,133025896.61026438,8772540.066807946,12850472.887381129,1944778.2887025517,4274460.338771081,0,74.81005260081822,0,441.75219743677314,98002.04774478635,9781299.918515164,0,73.73935586080256,152.82726713057107,9260761.610574333,147.82467473879856,0,602.6520515697129,0,822.9105786090005,0,0,0,10874353.678524822,15285.84096955365,0,0,0,0,0,225.9945193386423,0,0,0,0,0,0,0,0,0.04216816363636364,0.06145572727272727,0.051283472727272725,0.036300666653030306,0.2029850230242424,0.018100763636363634,0.03928772727272727,0.0193492,0.014942927272727273,0.5250508727272727,0.038795836363636364,0.052104071762121215,0.05482463636363636
1701264505.422,0.0096696901094427,0.0104505130061675,0.01590277300987452,0.010083152520015572,0.05919235437432751,0.5500172553327799,0.00609917979532269,0.002775853229505776,0.00197478031396942,0.09835211786927252,0.004646923963175656,0.008217579704063059,0.010097404644018822,46622583.77860485,12620674.139626354,900719.1097333728,17435484.015169557,3119862.674708894,65134987.23793829,2512270.4046701016,920130.2160402485,132004060.27620421,11081836.944479758,12979813.690638956,1965532.9599153425,4197992.916516082,0,73.22785375882722,0,450.2500778630708,140247.89984875266,9890623.162134945,0,75.76205978100029,151.65315265281941,11231658.851092424,224.0087503418102,0,592.1214311528731,0,1098.4178063824083,0,0,0,15291671.043984255,15128.8241865158,0,0,0,0,0,74.01517889410914,0,0,0,0,0,0,0,0,0.042647203107575755,0.05818630909090909,0.06318344149242425,0.0439316065560606,0.21291076034848483,1.8354682052787883,0.03594836363636363,0.017341854545454546,0.015359672727272726,0.5203779220060606,0.035473563636363635,0.05097252727272727,0.054380090909090906
1701264510.422,0.010772615525783817,0.010876140813020333,0.01978991746856755,0.012147407022083149,0.07738541763105966,0.7733994465139743,0.005876139577974054,0.0027284209280390567,0.0019329680655618862,0.09437143896769486,0.0046197897655431905,0.008923533205214086,0.01039823197168559,38699194.420994684,10285373.577761192,1205467.4439839856,26001883.244661473,6367183.458304,86546786.36273395,1881143.3916782096,919935.3442695714,128430625.9365994,11174016.948842315,19290086.918825187,1563188.71584749,4284007.668485474,0,74.56627405290274,0,447.78077399606445,3058152.075264,10960516.613424296,0,75.75225166910172,147.55043227665703,9440554.662761964,221.95729923051914,0,604.0407019613626,0,1193.0603848464439,0,0,0,19228428.740166403,15031.463059238338,0,0,0,0,0,75.50508774517033,0,0,0,0,0,0,0,0,0.041979187495303195,0.05972682811534126,0.0749690998963674,0.044446303498054604,0.2139201764350993,2.3955275352243195,0.03343505690702157,0.017450110905058,0.014068688411330499,0.5072981657091258,0.020430693429329842,0.04898397278189884,0.049898894585651436
1701264515.422,0.012218177722330133,0.011547782068028886,0.023407199340118198,0.014236685261113614,0.09079578330023422,1.0137719170193031,0.005905172140244882,0.002650702147189582,0.0019092270723103826,0.09356037897626365,0.00249203603177778,0.01024279007932896,0.010993576221909373,30068771.769738015,12630402.118484853,1568961.8693956595,34212516.18472162,6124763.2440556055,89129751.51195946,1904575.5353796326,895338.816795954,130997803.64491476,10953090.693794068,12943946.77041104,1964750.3966444791,4956632.595220245,0,219.8643740270894,0,441.95079844626673,2957477.179611042,28001148.980221935,0,73.72077536401433,150.4997060552616,9253901.429929849,74.46325013180142,0,599.1698513412204,0,1319.1862441625365,0,0,0,22305910.51230211,15203.216826476955,0,0,0,0,0,74.89623141765254,0,0,0,0,0,0,0,0,0.04100504348484848,0.05439029090909091,0.0718339818181818,0.05317923191212121,0.2621921376242424,1.898845302239899,0.02849181818181818,0.015546,0.012261745454545454,0.44102354018787876,0.013523981818181817,0.051237118939393936,0.049837381818181814
1701264520.422,0.014107239229147157,0.0114979650106609,0.026492984535246532,0.017425532008665184,0.10313459067697615,1.1936656005434252,0.005712928873851067,0.002587668182142343,0.001888255002640113,0.08978294087847168,0.0025742764002018646,0.010952876554387626,0.011115724967682436,30165841.324323356,10120643.10156404,1549408.8426668588,35530742.36199298,9348967.610154655,85417832.91459626,1894144.3149743073,1107471.1168164313,129831438.75748803,11200640.223197078,12833104.8799827,1990670.6823598973,4292063.379501386,0,220.1479835892291,0,458.9527153208336,5880380.507732711,28693191.59548137,0,73.02809870203966,74.57985105879354,9464232.741689764,73.81244143299935,0,605.1338873499539,0,1394.2705627317844,0,0,0,24470833.790403165,15118.766736628793,0,0,0,0,0,75.64173591874423,0,0,0,0,0,0,0,0,0.040079254545454544,0.05384690909090909,0.08091358561363636,0.054324562469696976,0.26254124506666665,2.5741327207568174,0.029727254545454544,0.014464854545454545,0.010768799999999999,0.4470537220060606,0.012031036363636364,0.0551427484590909,0.051896454545454544
1701264525.422,0.015398018624455768,0.012183483523412862,0.02961569365953249,0.019253183166267795,0.12252795592319309,1.4143207895397703,0.005817186165240508,0.0025264182079081676,0.0018090977988097358,0.0872525906695117,0.002433513910568363,0.011977621194293277,0.011385772234787667,31239857.96537999,12717872.259157162,1875958.143435301,42795227.95904044,9480514.928899447,100302245.12747721,2504444.6681527286,881414.9659863946,127813804.83258049,8905481.351790046,19613863.9243412,1985421.385497867,4237877.71778783,0,221.39343819253014,0,442.2768909604622,5964123.650567432,28057201.21562847,0,72.56235827664399,73.42080734208074,7527149.82400467,75.218069966027,0,597.6944403910696,0,1549.7540673477108,0,0,0,31033825.91786864,15020.92471417272,0,0,0,0,0,74.7118050488837,0,0,0,0,0,0,0,0,0.04358265471818182,0.05035376363636363,0.09315702117424242,0.0604569507090909,0.27079771491666665,2.507940130179697,0.02405529090909091,0.012552763636363635,0.008878145454545454,0.34742735836969696,0.01085950909090909,0.05257694545454545,0.045074399999999994
1701264530.422,0.01640614241604067,0.012539275231391533,0.03196942031505001,0.022063168057740456,0.13244957233207647,1.6743224041811813,0.005660430323072047,0.002580255937785915,0.0017778947076504239,0.08335971408019804,0.0023782955490697097,0.011954690372207642,0.011570220291984222,38307795.920591384,10434436.845313972,2123348.61278649,44008633.811418526,12416111.660366386,104570367.27319655,1942645.5867873,908015.3705397988,127575977.67122306,8897018.610918893,25973660.999635167,2325343.6854118365,4265165.4393535955,0,227.0132461342349,0,454.8163227537707,8720451.293980809,28423414.339177407,0,74.94967978042087,73.28419093966936,7518905.634264487,74.71725647573878,0,0,0,1740.4348870291342,0,0,0,33792325.94020243,15523.510505879949,0,0,0,0,0,75.218069966027,0,0,0,0,0,0,0,0,0.042430781818181815,0.0514926909090909,0.1034132909090909,0.05949614139848484,0.3199941431787878,3.3332094390323226,0.02368050909090909,0.012579330795454544,0.007012454545454545,0.37120864927878783,0.009716072727272727,0.051737147187878786,0.04166687272727273
1701264535.422,0.017307326811568366,0.012929030750241526,0.035125029948592894,0.024822228292430484,0.15218337543716934,1.9114107251641594,0.005643886498212906,0.002649441407031516,0.0017827443076312403,0.07902341364754226,0.0023486535890250813,0.013291622978707786,0.011980648142611636,30015938.529401302,7581432.07756431,1845910.9065181178,43979333.24702706,9649676.060768675,128404819.6884139,2477614.9510109,902548.8805223623,128548930.75411491,8968259.883272767,26079824.752275765,1975397.6732274822,3620393.7514014505,0,219.81324460663308,0,454.51351001461046,8889383.394089673,28358586.3483363,0,74.49846310543643,73.84304746795507,7577968.358844474,75.02243713024525,0,0,0,1905.0481199241533,0,0,0,40096051.82594834,14858.26057577751,0,0,0,0,0,76.5378578369086,0,0,0,0,0,0,0,0,0.04303116363636363,0.051390872727272725,0.09948063118636362,0.059846493677272725,0.32799388613787883,3.4634472462045456,0.019016127272727272,0.010344345454545453,0.005908236363636363,0.3018523947333333,0.007935981818181817,0.05011521970757576,0.03459916363636364
