accuracy,failures
0.8879158346960834,351.0
0.8849188864123658,356.0
0.8890509297141167,352.0
0.8877033137781158,355.0
0.8875278663072635,361.0
0.889844950772918,337.0
0.8903318807206558,352.0
0.8887459103086468,346.0
0.8902944209235216,343.0
0.8901957311801588,347.0
0.890265174361942,343.0
0.8906951203633608,338.0
0.8916336982932722,341.0
0.8894147857616265,351.0
0.8936438919620753,336.0
0.8923495465312061,341.0
0.8857620165871001,356.0
0.8887829750482138,350.0
0.8878650123705288,345.0
0.8889004039587127,349.0
0.8919906216987055,344.0
0.8888093287228059,344.0
0.8885127031829038,353.0
0.8931358951340482,343.0
0.8882690325339127,350.0
0.8886525762465509,352.0
0.8918896665058739,347.0
0.892512780819961,345.0
0.8898171935421341,348.0
0.8888750501282696,354.0
