accuracy,failures
0.8698131404312156,138.0
0.9024258440578428,148.0
0.8953987779765391,145.0
0.891088986889928,130.0
0.9137159070325298,130.0
0.9124837700905161,119.0
0.9218888386265786,141.0
0.8727319871046082,151.0
0.8548646728494007,132.0
0.8917194740382086,129.0
0.9232497716934994,129.0
0.8693370592112808,131.0
0.9135353034567459,138.0
0.8722384937004725,150.0
0.9197286124096955,126.0
0.8948724684143049,150.0
0.8706460141928583,140.0
0.9065044366978559,144.0
0.9015691499584213,134.0
0.8899604407313664,137.0
0.851750787273431,153.0
0.917853190386745,143.0
0.8910426480219069,138.0
0.8767340168378284,130.0
0.8774994056234477,156.0
0.8880865478729002,135.0
0.8992571809350185,141.0
0.8242712906232036,142.0
0.8713680393062244,146.0
0.9020478554274777,124.0
