time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts-db_disk,catalogue-db_disk,front-end_disk,orders_disk,orders-db_disk,payment_disk,rabbitmq_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1701293072.616,0.007622278858387578,0.008240699333862157,0.0063856545120048605,0.0011480911413872825,0.021929444089109976,0.0022125031228090787,0.0059546444273888355,0.0028233146618263233,0.001774976749747105,0.10178900396475761,0.002309392562749649,0.00784906960061705,0.009275041514440986,21783260.26113157,15886899.046002254,958684.7944071381,5033.669932465911,9783138.173644489,34936375.763590634,3200647.917694571,1087629.7816756857,106418999.87124066,11095889.574155653,12387149.672133911,1135855.6697333262,4295004.089645019,0,151.16343439189566,0,0,3064758.0270828386,0,592510.2059463115,0,0,7487605.286343613,0,0,372.2485777123435,0,604.6537375675827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04321900350757576,0.04496423636363636,0.06256978181818182,0.014176831406363636,0.08692378181818182,0.017266981818181818,0.04217470909090909,0.034035436363636366,0.017094781818181817,0.7700292181818181,0.01732049090909091,0.0538178,0.05604892727272727
1701293077.616,0.008487670413751022,0.00852989348992271,0.010579180862303755,0.0037523577353569563,0.02306042247529615,0.001954621643334396,0.006086558555084191,0.0028242944514729764,0.0017961399259459557,0.10019457018308625,0.0022382660561283993,0.008237037586707645,0.009487777098826325,23594590.854697756,17479861.777198654,1166615.7535510054,8565739.413916761,10346437.43188012,29946545.493333332,3216292.36222063,1156548.1294053856,104496938.93253861,12159029.977868687,6996557.67464782,1137594.2356294026,4230759.537675836,0,207.94341123314098,0,0,3241222.459321798,0,595448.1112151763,0,0,6839325.598551406,0,0,366.99220499955203,0,693.14470411047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05553447272727272,0.053879090909090904,0.06716716363636363,0.020742454545454543,0.11470814545454544,0.014968745454545454,0.04355027272727273,0.0317372,0.015671599999999997,0.7036215818181818,0.016340745454545454,0.06747769861666666,0.056187127272727275
1701293082.616,0.009023429808605455,0.008866709337485608,0.01289612818015633,0.008591856547564622,0.4190598244500923,0.002153094182962671,0.006086558555084191,0.0028484916669705737,0.0017949980166679538,0.09956611486339449,0.002370494604250973,0.008345464064673295,0.009650797679999991,25730308.1303385,15587553.495446233,1481788.0294564904,17282177.976788815,36313353.7757283,34246580.56291724,3216292.36222063,1398743.4448050766,115904179.50156263,11953493.738500802,13395214.699770315,1105677.885952712,3937239.04,0,222.49180684060912,0,0,7784254.329423249,0,595448.1112151763,0,0,8065425.683027677,0,0,245.76,0,815.8032917489,0,0,14182655.918140663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05539838181818181,0.05147336363636363,0.07969634545454544,0.03242164529,0.15962312589333336,0.013410290909090909,0.038874909090909085,0.030918527272727273,0.01617772399909091,0.6221429636363637,0.014782290909090908,0.06748572727272727,0.05151176363636363
1701293087.616,0.01006397079302057,0.009476064575344124,0.018194722499414697,0.011792975334793355,0.6442330858895695,0.0021558667147771804,0.005903901644516298,0.002716907458791958,0.0017436457231172124,0.09447375425746855,0.00238538568125162,0.008770299008858833,0.010006810422628224,31391752.88904965,15644395.848857708,1253361.096601041,16981422.180734567,52878723.303802215,37777759.22430702,3451078.282131166,1178317.8669214796,143291907.82460523,8727423.870688412,13275186.761570979,1485280.519252697,4335000.953848411,0,223.33290925283075,0,0,13086705.70515411,0,639348.818866585,0,0,5523156.588252274,0,0,225.40171692714063,0,1042.2202431798767,0,0,15336681.295646746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05588401588484849,0.04769147272727273,0.09249955675424243,0.04162213523212121,2.0315712805072725,0.013800254545454546,0.040044836363636364,0.029038854545454545,0.013837618181818181,0.6277832181818181,0.015126581818181817,0.05838605454545454,0.04745434545454545
1701293092.616,0.010265221598723286,0.009716381974877014,0.022143011517740847,0.013737295858869953,0.8683168045970546,0.002145066736536168,0.005966412285353769,0.0027402304586317153,0.0017377998225727002,0.09357460277514615,0.002381871803586829,0.009342151088437674,0.009934400137660107,32792204.783631716,12575411.042944787,984166.1527029539,26426872.22667238,56113368.59984113,34510728.28696034,3202914.251229816,1221373.152521713,114055572.75505175,9542619.29575241,14691698.582481956,1479377.4765016248,4626299.528262292,0,224.364592462752,0,0,20368713.61290928,0,592943.6205036301,0,0,6036878.572556452,0,0,206.28871690701226,0,1121.82296231376,0,0,23884182.801188357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051911909090909085,0.04563094545454545,0.08197483636363637,0.04290277543575757,1.4463107748077273,0.014295854545454546,0.03940883636363637,0.026735199999999997,0.01429110909090909,0.6148607636363635,0.015580072727272727,0.05770958181818182,0.04188696363636363
1701293097.616,0.012430465790823981,0.010278713792916883,0.023938493775512236,0.016285924378271376,1.0387525491631975,0.002134103742918407,0.005951549544763387,0.0022723942173226083,0.0018134060190281272,0.09249933852984711,0.0023705337918768924,0.011172808211954125,0.010295149725705917,39754075.63764292,12374101.439120358,1194993.3097339135,25697023.021608796,57548282.95798431,30337029.51611405,3848230.531078829,1393180.0730099345,113725916.65356188,9541598.658115441,13335972.99553555,1920449.2208099212,4361934.723581891,0,220.7729208214305,0,4356854.860620551,23837691.394559525,0,593986.4070199865,0,0,6036618.924518993,0,0,226.9713145791389,0,1251.0465513214394,0,0,23199777.967263546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05080407272727273,0.045178581818181816,0.09269110909090908,0.050718072727272724,2.324622269345455,0.01261089090909091,0.033665,0.024361290909090907,0.012606145454545454,0.4988826909090909,0.01389510909090909,0.06033370555606061,0.041403472727272725
1701293102.616,0.01471410816157657,0.01075631050886573,0.025834693387286656,0.01843580619360103,1.3336595309010622,0.0020098293850343853,0.005934016783690035,0.0023718371603786703,0.0018106587206755062,0.08955371188118784,0.002430208847184969,0.012014430311305394,0.01078944764508385,39025225.2796662,9310473.115179474,1295023.212570254,26456222.537101947,73877974.98403461,28570426.146557126,3556357.803908299,1267567.5868775675,115216171.42629546,11090817.455078842,13133921.000893654,1920489.3500819225,4334531.897326753,0,221.42136370188845,0,4484629.726303229,35725418.764189154,0,548581.9473817783,0,0,7486352.475247526,0,0,0,0,1402.3353034452934,0,0,30329752.830939066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05374879999999999,0.040131527272727265,0.10444607625818182,0.05824018702666667,2.2451668641422726,0.012806927272727272,0.030697381818181817,0.01813652727272727,0.012448358533939394,0.4859811090909091,0.014091145454545454,0.06236239999999999,0.04080798181818182
1701293107.616,0.016122335241014883,0.01132523696844341,0.03358931093087598,0.019729518977719775,1.4537721722103836,0.0020995053901343716,0.006009743103416566,0.0022167245658536463,0.0018071846078556446,0.08955371188118784,0.002342478238979606,0.011628868299025093,0.011124415655462442,48070284.56440269,12381092.582936259,1624054.5622119815,31955732.639651354,80873074.67340066,16363973.87087725,3862861.259671757,998145.2487804878,131079646.91595222,11090817.455078842,20552559.11091221,1625851.5412806002,5054638.29787234,0,220.94758608289132,0,8126063.816489586,38960323.23232323,0,0,0,0,7486352.475247526,0,0,0,0,1546.6331025802392,0,0,33311433.466666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05845636363636363,0.03869014545454545,0.10007712727272727,0.05655687272727273,2.660277808503273,0.010388763636363636,0.027237763636363634,0.01712198181818182,0.011591599999999999,0.3957972909090909,0.012388254545454546,0.05316463636363636,0.044339054545454545
1701293112.616,0.016230981167226738,0.011451997912306264,0.03387171333819633,0.023713531266865307,1.7893077100765318,0.002107561175919245,0.005905889201829853,0.002161605822639328,0.0017860133881301317,0.08757407221806086,0.002402592804839171,0.012641362186903612,0.011626429323952353,51443071.23259832,9225691.20829176,1790050.177265865,42537283.48864822,95188484.92097183,20530389.916867793,4183885.2929127407,1223386.784140969,103826884.94463487,11051499.936057877,18470812.44658925,1783763.136115662,4303028.562054573,0,219.47467705640713,0,8655052.998956572,47578916.164664716,0,0,0,0,7459034.72970751,0,0,0,0,1682.639190765788,0,0,39378614.41554908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05931723636363636,0.041560072727272725,0.11321165454545454,0.06547558513545454,3.0436279204535865,0.010649072727272727,0.024143072727272726,0.014501199999999999,0.008970818181818182,0.37832690909090905,0.012648563636363635,0.0515626,0.042754854545454545
1701293117.616,0.018422999531254765,0.012071102098800711,0.039692527245052796,0.026631382341734122,1.7893077100765318,0.0021013040419896436,0.00546479982295926,0.0020644039961456766,0.0017853407308800768,0.08561816706456969,0.002350507601413553,0.01422798095409548,0.011992343843290457,54764864.73038023,8740359.28224729,1892250.0492434413,42904732.31361022,100743986.00583091,15038327.667802228,3660915.404467697,1158881.3701070852,105498627.95871477,11026452.005613165,27047531.767650742,1526764.6444644465,4350292.264032728,0,5056.875644776675,0,8729333.841380436,48980412.82798834,0,0,0,0,7444103.588416467,0,0,0,0,1731.8067276632448,0,0,42905376.093294464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058698,0.043009072727272724,0.1123622453769697,0.06677082213818182,3.536826155125671,0.00889610909090909,0.018228909090909087,0.014997304376666666,0.0069994181818181815,0.2694907818181818,0.010677163636363635,0.05235627272727273,0.04132274545454545
