Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,6050,0,9,20.330114546732222,2.0246263593435287,198.38801957666874,8649.0,19.56237654041769,0.0,9,14,18,21,53,99,130,150,180,200,200
GET,/catalogue,34725,0,13,17.845558063418768,3.5815872251987457,242.50171706080437,2795.0,112.28157444066187,0.0,13,16,20,23,33,46,68,87,210,240,240
GET,/category.html,34725,0,10,15.312346099648568,1.8829107284545898,267.78113655745983,11518.0,112.28157444066187,0.0,10,14,18,21,31,47,68,88,200,260,270
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,3806,0,9,15.086827460280999,2.306330017745495,205.59753011912107,10364.0,12.306513241790038,0.0,9,13,17,21,31,47,67,88,200,210,210
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,3852,0,10,15.426351677680529,2.38247774541378,231.1473609879613,10364.0,12.455251972510569,0.0,10,14,18,21,32,46,66,85,200,230,230
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,3919,0,10,15.372855489459017,2.4493802338838577,232.05811064690351,10364.0,12.671893167255691,0.0,10,14,17,20,32,44,71,91,210,230,230
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,3770,0,10,15.990152171953762,2.440640702843666,232.95763228088617,10364.0,12.190109017747883,0.0,10,15,18,21,32,46,73,95,210,230,230
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,3841,0,10,15.217699985577783,2.3045260459184647,267.6519760861993,10364.0,12.419684015164355,0.0,10,14,17,21,31,43,64,88,190,270,270
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,3872,0,10,15.040156988317362,2.3133410140872,212.66447566449642,10364.0,12.519920985867321,0.0,10,14,17,20,30,44,67,89,200,210,210
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,3811,0,9,15.155842114260459,2.2025974467396736,230.24410381913185,10364.0,12.322680495129227,0.0,9,13,17,20,31,45,69,95,200,230,230
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,3820,0,10,15.009696215283887,2.5267358869314194,231.63969535380602,10364.0,12.351781551139764,0.0,10,13,17,20,30,44,64,83,200,230,230
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,3809,0,10,15.281539259981642,2.3558391258120537,230.72599526494741,10364.0,12.31621359379355,0.0,10,14,18,21,31,45,66,85,190,230,230
GET,/login,6050,0,65,72.88003879699333,12.865365482866764,310.2698568254709,13.0,19.56237654041769,0.0,65,69,73,77,100,130,170,190,290,310,310
,Aggregated,116050,0,11,19.32521780701623,1.8829107284545898,310.2698568254709,7815.441835415769,375.24195000255753,0.0,11,16,21,25,46,65,87,110,210,270,310
