Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,10767,0,150.0,168.6743707584223,1.8063336610794067,1764.4658023491502,8649.0,34.89196117067664,0.0,150,200,230,250,300,340,410,530,1600,1700,1800
GET,/catalogue,61293,0,160.0,166.63665101491586,3.2088207080960274,652.9168440029025,2795.0,198.62849224800624,0.0,160,210,240,260,310,350,390,430,560,600,650
GET,/category.html,61347,0,160.0,165.63244278447345,1.742122694849968,642.991703003645,11518.0,198.80348675931086,0.0,160,210,240,260,300,340,380,410,550,580,640
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,6727,0,170.0,172.35195202238208,2.116645686328411,610.88293697685,10364.0,21.799779213814595,0.0,170,220,250,270,310,340,390,420,540,610,610
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,6749,0,160.0,171.05018664791723,2.382851205766201,602.563077583909,10364.0,21.871073273975725,0.0,160,220,250,270,310,340,390,420,560,600,600
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,6644,0,160.0,169.81842245725485,2.121490426361561,572.1326107159257,10364.0,21.530806168661243,0.0,160,220,250,270,310,340,390,420,510,570,570
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,6941,0,170.0,171.6516017292579,2.3588696494698524,571.6496668756008,10364.0,22.493275980836497,0.0,170,220,250,270,300,340,390,420,530,570,570
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,6707,0,160.0,166.73672261971558,3.1255660578608513,610.3786565363407,10364.0,21.734966431849934,0.0,160,210,240,260,300,330,380,410,570,610,610
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,6845,0,160.0,170.4264976650237,2.2307168692350388,608.7326258420944,10364.0,22.182174627406113,0.0,160,220,250,270,310,340,390,430,530,610,610
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,6834,0,160.0,169.32210307701865,3.2154852524399757,586.7481483146548,10364.0,22.146527597325548,0.0,160,220,250,260,310,340,390,420,560,590,590
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,6786,0,160.0,169.99877389394695,2.6373956352472305,570.3375060111284,10364.0,21.990976920610354,0.0,160,210,250,270,310,340,390,430,510,570,570
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,6646,0,160.0,170.25654380855195,2.282741479575634,611.2185288220644,10364.0,21.537287446857707,0.0,160,220,250,270,300,340,390,420,570,610,610
GET,/login,10757,0,200.0,212.37164172351268,14.150584116578102,684.2773789539933,13.0,34.85955477969431,0.0,200,250,280,310,350,390,450,500,590,640,680
,Aggregated,205043,0,160.0,169.89609775917273,1.742122694849968,1764.4658023491502,7813.591592982935,664.4703626190258,0.0,160,210,250,270,310,340,390,430,570,1500,1800
