time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts_energy,carts-db_energy,catalogue_energy,catalogue-db_energy,front-end_energy,orders_energy,orders-db_energy,payment_energy,queue-master_energy,rabbitmq_energy,shipping_energy,user_energy,user-db_energy,carts_energy_Anomaly,carts_energy_Anomaly_Score,carts-db_energy_Anomaly,carts-db_energy_Anomaly_Score,catalogue_energy_Anomaly,catalogue_energy_Anomaly_Score,catalogue-db_energy_Anomaly,catalogue-db_energy_Anomaly_Score,front-end_energy_Anomaly,front-end_energy_Anomaly_Score,orders_energy_Anomaly,orders_energy_Anomaly_Score,orders-db_energy_Anomaly,orders-db_energy_Anomaly_Score,payment_energy_Anomaly,payment_energy_Anomaly_Score,queue-master_energy_Anomaly,queue-master_energy_Anomaly_Score,rabbitmq_energy_Anomaly,rabbitmq_energy_Anomaly_Score,shipping_energy_Anomaly,shipping_energy_Anomaly_Score,user_energy_Anomaly,user_energy_Anomaly_Score,user-db_energy_Anomaly,user-db_energy_Anomaly_Score
1701326628.219,11.54364885474912,8.43265003460962,5.37402800423692,2.77560959226158,13.48203024764466,0.23108025805287,0.60555880551859,0.25362207252221,0.39862167837244,9.43274003565732,0.2213749196608399,4.27440885995777,2.08749414954442,30741267.150898177,8775608.000291448,613333.4274869803,1176.1243315028178,4871580.589317929,14361981.12424434,3789484.91862436,838087.297904993,183516276.800784,13593708.09796378,20879047.47725993,1440085.573539761,4854339.444464939,40479.87219260277,12683.886480381798,278682.743401889,4451189.548113852,284526.3407256227,0.0,0.0,0.0,52167448.72143881,11463342.253917614,0.0,432.37156931738207,1284.2967280239036,0,7834.165179059346,0,0,0,0.0,0.0,0,0,0,0,0,151.09373270869455,0.5583093636363635,0.407085545454545,0.322057082690909,0.1228902727272725,0.820987909090909,0.0772339090909089,0.158248909090909,0.1037773828,0.1734271818181815,2.358935,0.0525780909090905,0.4781414545454545,0.274440545454545,1,52.69874389614368,1,70.77442633966382,1,110.2258567783957,1,66.24853434570716,1,96.11573475440711,1,75.00205907405783,1,0.7535810392969324,0,-0.013880663181510045,1,1.1920018569066997,1,106.73096273498058,0,-0.040972295492053945,1,57.6355651182086,1,9.978690510527144
1701326633.219,30.82231425714972,23.55339381875611,9.682866390645213,5.359196793029271,21.55116214086619,21.67935149275753,0.59454644455583,0.27948111785349,0.40278270543295,8.79163990126482,0.2067034527390299,5.28035468420962,2.52355272867438,22806048.31874965,8761198.707475584,344031.0389423768,8686701.01415478,4883613.493424814,50454353.17533449,3722316.44527194,609552.8931763566,209205441.28030124,13052116.320132606,27947555.701394584,1426139.9606676064,4714607.766502922,62439.71162841891,1127020.8764477363,12360.396608708148,8967113.039391145,355165.2372784448,17847137.517968375,0.0,0.0,52039006.31822872,11004411.5167021,0.0,427.7136740980525,629990.0319122234,0,16953.27306393639,0,0,0,16449055.498885654,0.0,0,0,0,0,0,220.3019111477644,1.4340218181818178,1.0615560909090906,0.58689,0.284049248993939,1.009325446921212,0.071585727272727,0.1471124545454545,0.0862150909090905,0.165921545454545,2.000673909090909,0.0432150909090904,0.6935301818181815,0.356252545454545,1,45.494247345612735,1,63.389769172503726,1,88.82620934245844,1,51.03320386372553,1,89.35717041668242,1,75.44724400989122,1,0.5977813902808862,0,0.02919877154539563,1,1.0590578756049922,0,78.4741651198816,0,-0.05103362835063763,1,38.5956845657561,0,6.15805997320814
1701326638.219,55.7379021498478,40.41998609164703,13.83478569378936,8.14633415672761,31.07429277084427,52.12586682126024,0.55344746712042,0.40361366473627,0.40076133538684,8.21890292408381,0.2065271699072199,7.24934730686478,3.3242696870772805,22794275.28316411,8654810.343900647,684417.4393371473,17339248.01068187,4966512.217653559,64840970.55359246,3069640.4693537527,611410.063460138,183205567.38539588,13283859.570645498,20875077.392298896,1881648.724691517,4065046.370276851,62383.63696345443,1109350.155015143,12341.110852059755,8950729.290341206,369780.3539406235,25775792.697290927,0.0,0.0,52083322.92081898,9335563.972354116,0.0,451.93916769341104,633699.846694923,0,26645.543986666908,0,0,0,22418223.008716136,0.0,0,0,0,0,0,73.87501127243215,1.9020919090909083,1.4081072727272723,0.9255613636363637,0.528835676672727,1.776885818181818,0.1306624545454545,0.128001727272727,0.079113636363636,0.1665471818181815,1.9749105454545453,0.0422048181818179,0.760359626630303,0.3594873636363635,0,43.33957636937576,1,60.55239345898546,1,61.37225475608906,1,30.21850521841813,0,59.013397939419804,0,70.80202882600696,0,0.3692649878419729,0,0.05848440510004593,1,1.0698520888557823,0,76.40812715454558,0,-0.05140985859100056,1,33.16859045424039,0,6.023339570778944
1701326643.219,79.57272307622465,56.8617103794092,17.104247881911412,10.50642688379795,40.44689411712051,83.75523218217509,0.54185986935888,0.52571268040697,0.39708136455287,7.786772111864269,0.2030859031868699,10.1166120952781,4.55615398653052,22674065.200414088,8829860.548380615,1018354.732702426,17687378.930904407,5325452.637986287,74307062.45685427,2500659.773723813,618892.6545784542,157424091.55147046,13130154.348062493,20714873.047613904,1438238.0902376703,3400504.5984502854,61818.27427761937,2252227.609009371,12357.067179054357,13691319.974238662,377136.75994056254,31573637.176179923,0.0,3502.626481213242,52214829.73969592,9229102.98328923,0.0,501.8026532255242,636245.9265696284,0,36139.19587892516,0,0,0,32826141.020712376,221.7290099063498,0,0,0,0,0,74.15453689622709,2.0542632727272725,1.509346909090909,1.2530314553151514,0.75328947310303,2.5040560549333337,5.062072415369697,0.1194273636363635,0.079795909090909,0.158000818181818,1.9492812727272724,0.0334394545454545,0.819154545454545,0.3892493636363635,0,42.97666149756152,1,59.87955402819739,0,36.64844656679341,0,14.616144287313091,0,30.628406445478333,1,181.4095991041035,0,0.2827163223659568,0,0.055374165458431435,1,0.9269263334130642,0,74.35313430199977,0,-0.0488736959617313,0,28.62104138560531,0,4.843348554556599
1701326648.219,98.30141942567256,67.58826042565107,20.09161777212266,12.40523641321254,49.328242759347056,112.43604996680436,0.50174206776841,0.76808134605098,0.3915649137147999,7.28802117968363,0.18738430260572,13.58939747447327,5.76796961694827,23458741.79599019,9030546.364230374,1032076.3802407638,26385450.81892213,5432698.29856004,103322187.16585033,2505695.005966803,633569.1923694062,157426876.80290645,15482695.309492825,21310237.443937875,1442785.995761599,3502629.2193502667,63718.45223609577,2302217.343414543,12419.513779847312,13616304.803733189,399551.7059795536,42947720.27146652,0.0,7156.498484578356,52215778.23796549,11188340.707883498,0.0,502.1629857961015,655396.665547723,0,42821.99197237002,0,0,0,36459113.92513032,222.18204173145773,0,0,0,0,0,76.38655775614487,3.7986030456848487,2.714588363636364,1.533568818181818,0.936948,2.5341081818181816,4.428650412054545,0.112286636363636,0.0736632727272725,0.1502573636363635,1.517511818181818,0.0241280909090905,0.9039339645030304,0.3921318181818179,1,45.63978207516912,0,54.55364933348317,0,18.54085378337942,0,5.018298072449852,0,29.571319617801777,1,153.67982505196235,0,0.21820285075420998,1,0.08559406805937897,1,0.805868783301321,0,40.8195579013956,0,-0.03478596786453636,0,22.475784812501445,0,4.734800680584726
1701326653.219,117.52527733855538,81.3020772536836,24.0279672659607,14.5744482764178,57.57436802477962,144.8380884541866,0.4879792334922699,0.93115443780413,0.3896271238411199,6.765509408498351,0.18157682863693,16.61846141992902,6.92876409582774,22829034.92121323,5753087.590981714,1030241.0959889252,25827985.45923392,8203861.366177306,110485273.3406935,1880218.465539662,440998.0942512998,130254824.28483824,13323842.830088072,21258243.029361736,1893636.4672783776,4137162.42582352,62005.20994626106,2189502.148056098,12371.730101939916,13324194.18727504,2835692.307692308,61800449.75614986,0.0,7578.589005865266,51846589.08408788,9363931.821942745,0.0,527.2235808984426,1288677.4080946518,0,51627.19687555477,0,0,0,48695104.43088173,221.9332466406589,0,0,0,0,0,75.25123550917675,5.34012334311515,3.788519636363637,1.5297433636363635,1.1209143318848485,3.2636533847272737,7.076372459288889,0.1020370909090905,0.0712184545454545,0.1435764545454545,1.2433253636363637,0.0202566363636359,0.9410833636363636,0.3754420909090905,0,36.758125742313446,0,43.92388509448014,0,18.762212555417335,0,-1.2889546374109102,0,8.995902501925144,1,213.44266557273497,0,0.13762752993255845,1,0.09906120850951083,1,0.7078795820557389,0,22.32663956046673,0,-0.02547429041135274,0,19.948004836371467,0,5.377382880394009
1701326658.219,138.1699047062909,95.05665210198136,28.049792529900504,17.46076661683,64.6238414031406,173.2764616233977,0.45434303297426,1.049398090124,0.46736178722935,6.36885636409146,0.1820104817476699,18.40863765403518,7.93603330525637,30532171.21760427,5797306.176412785,1078430.0922121794,26625323.07067575,10778120.558651133,111170852.73846816,2532405.0549571137,439818.1281369944,132608460.72759996,12956032.254027285,13636403.899523234,1835453.8072512285,4705419.380275632,62210.33008005264,2204936.1276375265,12565.10545056149,13734154.050611883,5188321.007308777,68399846.60131423,0.0,7558.311189843519,52776214.937652655,9105436.34120613,0.0,510.5776764726832,1256496.2096094913,0,60008.21854174484,0,0,0,59607326.42142985,224.7297865725416,0,0,0,0,0,73.40633344683597,5.528036241836362,3.856673272727273,1.5429988882060606,1.1316683636363636,3.988268308739394,7.730910185148484,0.099485,0.0795997272727269,0.1447974951090904,0.9802262727272724,0.017583909090909,1.1658074545454546,0.4574351818181815,0,34.28399676720096,0,42.8475843245603,0,17.998571420390476,0,-1.5485740708772369,0,-0.8883865209516273,1,216.188355208309,0,0.1197700430200257,0,0.05626202916727152,1,0.7253414839540824,0,8.413563278541318,0,-0.017862123773682015,0,7.067857819998693,0,2.5507839205312166
1701326663.219,159.02354811928234,110.6045043027054,30.970972930955583,19.98589494839056,70.90659350228755,203.07631245232773,0.43675182188463,1.26270927532533,0.46331223663034,5.79161388264762,0.17691167190718,21.71139478780351,9.16843073214933,31002408.061014306,2977208.800332088,1083322.702236171,35639594.833497025,12728348.600901317,114364329.1036003,1905439.6007632464,434415.1933802354,106855827.29980208,13341759.328152051,13851849.217535872,1510828.8726090214,4076551.794128307,63162.723375828085,2227676.3585828505,12469.901608473912,18384294.423957154,4918372.418992786,69519511.54176019,0.0,7465.461305726679,53160865.5728001,9375357.61906516,0.0,523.8138736138261,1270591.373686118,0,69342.28527081416,0,0,0,62484787.03743362,225.45134302069573,0,0,0,0,0,74.22979340340703,5.645228395157576,3.992847363636363,1.5599822727272723,1.1465910212545456,4.013023728345455,10.200104617978184,0.082365909090909,0.0698623636363635,0.0971389999999999,0.9075912727272726,0.014398727272727,1.358430818181818,0.5313413636363635,0,32.640058297431494,0,40.56279668740356,0,17.034155971784514,0,-1.8883583231045407,0,-1.0730151545493243,1,218.4213502455158,0,0.02273365700176555,1,0.10688003935706547,1,0.19255777266062069,0,5.419924532888217,0,-0.007527869931720943,0,-0.2713050825099401,0,0.7259197924806813
1701326668.219,183.7855512079316,126.60928521894488,34.25298414651518,22.15892577719036,82.8248845659911,227.69040197457105,0.3954003702953099,1.41385047068508,0.36700107325072,5.262899136823441,0.16802143519674,24.64183446982674,10.26716383774664,30394600.109150447,3012375.2506654025,1065245.9133160012,34825307.236877844,15902229.694682432,137772228.47215804,1278052.2097971663,426636.122843439,78941443.73177843,13108222.869654909,20508201.919303626,1494301.858896922,4122739.822489547,61920.61124249592,3371542.494622087,12253.427828626374,17962596.36798175,7500261.067091167,94173977.3397938,0.0,7403.822750375832,26178649.56268222,9210941.242467562,0.0,516.9572507797991,1285614.6116041956,0,78777.84664746418,0,0,0,68558089.18897834,226.37755384020195,0,0,0,0,0,75.111860925695,7.424548253606059,5.201686090909091,1.842086636363636,1.340396512866667,4.69665578469091,9.903565664486868,0.055799636363636,0.0849503014060605,0.087773727272727,0.8123122727272725,0.0155793636363634,1.3648570909090905,0.5399634545454545,0,8.650088812611308,0,16.50840672726474,0,3.546451262258273,0,-4.102416941476349,0,-3.791731966447003,1,218.3957788075713,0,-0.049385981449745486,0,0.03391463410554252,0,0.12384302324534247,0,2.125646781488939,0,-0.011518554439874151,0,-0.4522625368066997,0,0.5584387099361834
1701326673.219,204.0492836614505,138.6478259924072,37.6494949241235,24.64276657053059,92.57196055867388,259.2576829368977,0.37724292361592,1.6062222674652098,0.3553809966004599,4.80405512230606,0.14940584111293,27.337732227013863,11.3243361088387,31320037.5418326,3053921.1971545466,1378479.3999651144,44445424.14494361,14402166.212994425,148035512.2076499,1890519.032152111,221530.7307453529,77512531.04312041,10988096.389924524,21043378.07065715,1509923.4674381788,3997952.409745688,63637.44461270964,3410515.204010173,12074.37641723356,22926089.70234793,7878892.714336668,94016495.79923622,0.0,7553.883796516086,25705569.65467884,7415559.007001909,0.0,521.7169787288243,1247957.8872487997,0,86053.59183222146,0,0,0,79329905.69460145,224.22539323382355,0,0,0,0,0,145.6873555041793,9.118633230854543,6.366152181818181,2.1390864545454544,1.5152203636363637,4.764549927642426,10.434582528051946,0.053104727272727,0.0559644545454545,0.0370803636363634,0.777483454545454,0.014678818181818,1.3757290909090905,0.5383351818181815,0,0.07428357211423986,0,1.1178498829529815,0,-4.699958733046515,0,-2.5503947577315955,0,-3.8698366589414093,1,218.4328006819469,0,-0.05136740196161327,1,0.20135613097971827,0,-0.04237997755899414,0,1.1095602827321045,0,-0.008491674930212412,0,-0.7487332089914673,0,0.5893357295026362
