Confidence_Score,Prediction_Entropy,Similarity_Score,DSA,LSA,Outcome
0.0238410660803587,0.999575407583984,0.0,0.1937833332904643,0.1932283103682415,Fail
0.9989630584967172,0.0060031116217259,1.0,0.8147708868558756,0.0097023260559147,Pass
0.998588981819587,0.0079587834555676,1.0,0.7878416761596845,0.0112783552904148,Pass
0.9985540314157606,0.0081384762626653,1.0,0.7641835529649902,0.0087410985586297,Pass
0.9978568126090556,0.0116164240039829,1.0,0.7495536260355512,0.0135845711341651,Pass
0.9997472358166964,0.0015897179020037,1.0,0.9180850270123736,0.0044015734092302,Pass
0.8321599301850771,0.4151210617763654,1.0,0.3186350809786817,0.0541490781612182,Pass
0.9994851674303268,0.0031285306694325,1.0,0.8544972867600644,0.0041242778402967,Pass
0.9996546709246515,0.0021424648429393,1.0,0.8838647346392889,0.0026446860539831,Pass
0.9996131598648168,0.0023877584028902,1.0,0.8911410908034345,0.0056294514339804,Pass
0.9975300919398402,0.0131924999637411,1.0,0.7115677177915258,0.011667190427949,Pass
0.3127597125144394,0.928025556789708,1.0,0.0628441591983297,0.1019897586720402,Pass
0.983441381373558,0.0684090413675541,1.0,0.5102919798717722,0.0255926412992637,Pass
0.9979572502883104,0.0111257689266868,1.0,0.7303229696681652,0.0107151978226913,Pass
0.9992992026536538,0.0041755845565438,1.0,0.846354458538198,0.0077205884112536,Pass
0.9996518080929386,0.0021598827940571,1.0,0.8831605474184205,0.0027237427869032,Pass
0.7929841060354694,0.4793387269037993,0.0,0.2918686638334369,1.0,Fail
0.9989774919399356,0.0059255695435949,1.0,0.7961512426139905,0.007195336758671,Pass
0.9939793456234696,0.0289150755799446,0.0,0.636986476095382,1.0,Fail
0.9987576503213288,0.0070860537414143,1.0,0.7784254679271293,0.0080238530389972,Pass
0.2881806322754692,0.9390392084636544,1.0,0.1941516763434977,0.1002618139681374,Pass
0.999776579841752,0.0014120345479525,1.0,0.9112797004494116,0.0012625575315313,Pass
0.999179321575683,0.0048364116772989,1.0,0.8348216592732183,0.0086859077025849,Pass
0.9991469954342602,0.0050132072117302,1.0,0.8130777497986158,0.0060011424791809,Pass
0.9996077920553554,0.0024197740732679,1.0,0.8753928038461866,0.0028881867627176,Pass
0.9266685656783696,0.2259828389688755,1.0,0.4039733648104977,0.0434181885696161,Pass
0.9932908345965576,0.0317560714497623,1.0,0.6383950337398316,0.0207509582281459,Pass
0.9949340999996656,0.0248820693370213,1.0,0.637667030674396,0.0160590542824356,Pass
0.9946956499749262,0.0259007251075151,1.0,0.6324160744098781,0.0166387593409717,Pass
0.8327818803746683,0.4140469635377559,0.0,0.3173665687757404,1.0,Fail
0.9854357015154398,0.0614454027790562,1.0,0.5635420862981373,0.0271262372952683,Pass
0.997698044733654,0.0123864727869258,1.0,0.7420462673325846,0.0138343789142161,Pass
0.9922009307065892,0.0361535123394141,1.0,0.5914624432617547,0.01945268422695,Pass
0.8934251252608159,0.2994171738716402,1.0,0.3649175371303583,0.0477523384180582,Pass
0.9921467754733572,0.0363696114701137,1.0,0.591238792689814,0.0191313353075367,Pass
0.9985292202075836,0.0082655646639107,1.0,0.7626929387216828,0.0087595970480801,Pass
0.999509262930576,0.0029894770568944,1.0,0.8577862707378796,0.0041387044986959,Pass
0.9987461989944776,0.0071457909822726,1.0,0.7777667257380793,0.0079696120270543,Pass
0.7999830138651709,0.4683356685091978,0.0,0.2907269983089379,1.0,Fail
0.9983791601119748,0.0090281475533317,1.0,0.752895272596054,0.0095031711971604,Pass
