service_name,true_positives,false_positives,false_negatives,precision,recall,f1score
geospatialanalysisservice_energy_Anomaly,1,0,0,1.0,1.0,1.0
surveyservice_energy_Anomaly,4,3,0,0.571,1.0,0.727
surveyservice-db_energy_Anomaly,3,1,0,0.75,1.0,0.857
transformation-consumer_energy_Anomaly,1,0,0,1.0,1.0,1.0
transformation-worker_energy_Anomaly,1,0,0,1.0,1.0,1.0
unicloudauth_energy_Anomaly,1,0,1,1.0,0.5,0.667
unicloudauth-api_energy_Anomaly,1,0,0,1.0,1.0,1.0
unicloudauth-db_energy_Anomaly,1,0,0,1.0,1.0,1.0
