accuracy,failures,budget
0.8165978102754954,9,50
0.8156766324003082,9,50
0.8411140570955163,7,50
0.8726161703994041,6,50
0.8581134562788428,7,50
0.9755470928443642,1,50
0.7890536741789314,10,50
0.9169904273755318,4,50
0.8855492004307753,5,50
0.8831849847189116,5,50
0.7179746217731681,14,50
0.8095299523720829,9,50
0.8438775238318802,7,50
0.8972033031226645,5,50
0.7981851418965187,10,50
0.9204924299503958,3,50
0.8810919339572624,5,50
0.8186273538718075,9,50
0.9230952597896244,3,50
0.8863097507622048,5,50
0.7798358584617051,11,50
0.9508988340304458,2,50
0.8686537529287967,6,50
0.8404714255717397,7,50
0.742449332703786,12,50
0.8328700233069444,8,50
0.9761373674940476,1,50
0.8879182560632409,5,50
0.8168438490893715,9,50
0.9403495191216044,2,50
0.8685266162717834,13,100
0.7812322880126168,21,100
0.8557065859732383,14,100
0.8469350439000685,15,100
0.8487359442088658,15,100
0.8639599521028604,13,100
0.7806827412908156,21,100
0.8751119121841078,12,100
0.7611863728436479,23,100
0.7999882737407475,20,100
0.8382748456942953,16,100
0.8446449448387088,15,100
0.8372872401962823,16,100
0.8003928920961068,19,100
0.9135991721881446,8,100
0.8943224766486756,10,100
0.8501223499252415,14,100
0.8360378353460687,16,100
0.9052992620135624,9,100
0.9062221273450876,9,100
0.8326381294158373,16,100
0.8561337978615778,14,100
0.7702091226188714,22,100
0.8530511579518272,14,100
0.8838230664176732,11,100
0.8357245849884491,16,100
0.817996374300578,18,100
0.830274635438073,16,100
0.875544026032961,12,100
0.8522986921646585,14,100
0.8671816081793041,26,200
0.8899618478747462,22,200
0.8781426819869692,24,200
0.8853150451846771,22,200
0.8689643610084565,26,200
0.9071256470751672,18,200
0.9127475802344902,17,200
0.8640555420485757,27,200
0.8880049805286975,22,200
0.8473854261236211,30,200
0.9026460452107592,19,200
0.8110196973452883,37,200
0.8438574342593768,31,200
0.8671689075054995,26,200
0.8690266763278106,26,200
0.8883688947109732,22,200
0.883519440988838,23,200
0.9112125058239676,17,200
0.8751792225692973,24,200
0.8463415016079948,30,200
0.8394771781321976,32,200
0.8512647084028279,29,200
0.8911617090521264,21,200
0.8412719897081593,31,200
0.8602026412650283,27,200
0.7979871902452876,40,200
0.8785271296781104,24,200
0.8552765347264035,28,200
0.8981244138723261,20,200
0.8596855046967965,28,200
0.8478340977475858,60,400
0.8532905271728848,58,400
0.8644790386346863,54,400
0.8622733569527847,55,400
0.876619237965927,49,400
0.8466449853745297,61,400
0.8404216347937372,63,400
0.843926889730191,62,400
0.8554088002859541,57,400
0.875839413966745,49,400
0.8444300287595459,62,400
0.8419157330688543,63,400
0.8696120154989952,52,400
0.8640546291523578,54,400
0.8574062550443047,57,400
0.8618341112589014,55,400
0.8171548158327298,73,400
0.8886072184841484,44,400
0.8854671695914016,45,400
0.8666299447611371,53,400
0.8815550345880385,47,400
0.8966591354665105,41,400
0.8622886590739929,55,400
0.8602005739211351,55,400
0.8711302115685161,51,400
0.8634375817813907,54,400
0.8700452853564324,51,400
0.8681644791925391,52,400
0.8599293215928332,56,400
0.8511186276591884,59,400
0.8646947500549947,108,800
0.8262097307724556,139,800
0.8638777483107732,108,800
0.8710561429382955,103,800
0.8561323810773935,115,800
0.8482485459626509,121,800
0.8291488939935857,136,800
0.87359668229261,101,800
0.883469848297438,93,800
0.8680228110807697,105,800
0.8846999907579874,92,800
0.8690200776136493,104,800
0.8557728670837876,115,800
0.8180160011673433,145,800
0.8557073481790515,115,800
0.8274758055529315,138,800
0.8466622171063457,122,800
0.8843100983219429,92,800
0.8735508784560346,101,800
0.8819752363211145,94,800
0.8763367545744188,98,800
0.8426214049055812,125,800
0.8920238095225325,86,800
0.8763771800066116,98,800
0.8725620213572289,101,800
0.8814444350735801,94,800
0.8505090471415485,119,800
0.8792892297316084,96,800
0.8376730005136224,129,800
0.8615431454685016,110,800
