Algorithm,Precision Level,Min,Max,Median,Mean,SD,CV,MAP
epsilon,Precision@1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
epsilon,Precision@2,0.0,1.0,0.0,0.1,0.3,0.1,0.1
epsilon,Precision@3,0.0,1.0,0.0,0.2,0.4,0.178,0.1
MicroRCA,Precision@1,0.0,1.0,0.0,0.3,0.458,0.233,0.767
MicroRCA,Precision@2,1.0,1.0,1.0,1.0,0.0,0.0,0.767
MicroRCA,Precision@3,1.0,1.0,1.0,1.0,0.0,0.0,0.767
rcd,Precision@1,0.0,1.0,0.0,0.2,0.4,0.178,0.567
rcd,Precision@2,0.0,1.0,1.0,0.6,0.49,0.267,0.567
rcd,Precision@3,0.0,1.0,1.0,0.9,0.3,0.1,0.567
