Algorithm,Precision Level,Min,Max,Median,Mean,SD,CV,MAP
epsilon,Precision@1,0.0,0.0,0.0,0.0,0.0,0.0,0.067
epsilon,Precision@2,0.0,0.0,0.0,0.0,0.0,0.0,0.067
epsilon,Precision@3,0.0,1.0,0.0,0.2,0.4,0.178,0.067
MicroRCA,Precision@1,0.0,1.0,1.0,0.9,0.3,0.1,0.967
MicroRCA,Precision@2,1.0,1.0,1.0,1.0,0.0,0.0,0.967
MicroRCA,Precision@3,1.0,1.0,1.0,1.0,0.0,0.0,0.967
rcd,Precision@1,0.0,1.0,0.0,0.1,0.3,0.1,0.5
rcd,Precision@2,0.0,1.0,0.5,0.5,0.5,0.278,0.5
rcd,Precision@3,0.0,1.0,1.0,0.9,0.3,0.1,0.5
