Algorithm,Precision Level,Min,Max,Median,Mean,SD,CV,MAP
epsilon,Precision@1,0.0,1.0,0.0,0.004,0.064,0.004,0.049
epsilon,Precision@2,0.0,1.0,0.0,0.021,0.143,0.02,0.049
epsilon,Precision@3,0.0,1.0,0.0,0.121,0.326,0.107,0.049
MicroRCA,Precision@1,0.0,1.0,1.0,0.583,0.493,0.244,0.86
MicroRCA,Precision@2,0.0,1.0,1.0,0.996,0.064,0.004,0.86
MicroRCA,Precision@3,1.0,1.0,1.0,1.0,0.0,0.0,0.86
rcd,Precision@1,0.0,1.0,0.0,0.267,0.442,0.196,0.464
rcd,Precision@2,0.0,1.0,0.0,0.433,0.496,0.247,0.464
rcd,Precision@3,0.0,1.0,1.0,0.692,0.462,0.214,0.464
