Algorithm,Precision Level,Min,Max,Median,Mean,SD,CV,MAP
epsilon,Precision@1,0.0,0.0,0.0,0.0,0.0,0.0,0.033
epsilon,Precision@2,0.0,0.0,0.0,0.0,0.0,0.0,0.033
epsilon,Precision@3,0.0,1.0,0.0,0.1,0.3,0.1,0.033
MicroRCA,Precision@1,0.0,1.0,0.0,0.1,0.3,0.1,0.567
MicroRCA,Precision@2,0.0,1.0,1.0,0.6,0.49,0.267,0.567
MicroRCA,Precision@3,1.0,1.0,1.0,1.0,0.0,0.0,0.567
rcd,Precision@1,0.0,1.0,0.0,0.4,0.49,0.267,0.5
rcd,Precision@2,0.0,1.0,0.0,0.4,0.49,0.267,0.5
rcd,Precision@3,0.0,1.0,1.0,0.7,0.458,0.233,0.5
