accuracy,failures,budget
0.9263646433906406,42.0,50
0.9246114206142272,43.0,50
0.9193517522849874,46.0,50
0.9158453067321608,48.0,50
0.9158453067321608,48.0,50
0.9211049750614008,45.0,50
0.9263646433906406,42.0,50
0.922858197837814,44.0,50
0.9246114206142272,43.0,50
0.917964760943421,42.0,50
0.9211049750614008,45.0,50
0.9263646433906406,42.0,50
0.9167263161024588,43.0,50
0.922858197837814,44.0,50
0.9211049750614008,45.0,50
0.9298710889434672,40.0,50
0.9211049750614008,45.0,50
0.9158453067321608,48.0,50
0.922858197837814,44.0,50
0.9263646433906406,42.0,50
0.9263646433906406,42.0,50
0.9246114206142272,43.0,50
0.9211049750614008,45.0,50
0.9193517522849874,46.0,50
0.9193517522849874,46.0,50
0.9211049750614008,45.0,50
0.9316243117198806,39.0,50
0.928117866167054,41.0,50
0.928117866167054,41.0,50
0.9246114206142272,43.0,50
0.9237348092260208,87.0,100
0.918039034193723,89.0,100
0.9237348092260208,87.0,100
0.9186582566142042,88.0,100
0.9193517522849872,92.0,100
0.9219815864496074,89.0,100
0.9184751408967808,93.0,100
0.9250519252993764,81.0,100
0.9237348092260208,87.0,100
0.9219815864496074,89.0,100
0.9276817594639964,78.0,100
0.9289944775552608,81.0,100
0.9247945363316508,81.0,100
0.9272412547788472,83.0,100
0.9211049750614008,90.0,100
0.917598529508574,94.0,100
0.9272412547788472,83.0,100
0.9237348092260208,87.0,100
0.925488032002434,85.0,100
0.9246114206142272,86.0,100
0.9197922569701364,87.0,100
0.9246114206142272,86.0,100
0.925488032002434,85.0,100
0.922858197837814,88.0,100
0.928117866167054,82.0,100
0.9211049750614008,90.0,100
0.9211049750614008,90.0,100
0.925488032002434,85.0,100
0.922858197837814,88.0,100
0.923298702522963,83.0,100
0.9155923157465264,174.0,200
0.9241731149201238,173.0,200
0.9193517522849872,184.0,200
0.9233880613906288,170.0,200
0.9263646433906404,168.0,200
0.9224198921437106,177.0,200
0.9186953932393552,181.0,200
0.9225114500024224,172.0,200
0.921325227403975,175.0,200
0.918913446590884,185.0,200
0.9232965035319172,175.0,200
0.9237348092260204,174.0,200
0.9191336989334584,180.0,200
0.9175635918744688,174.0,200
0.9268029490847438,167.0,200
0.9259263376965372,169.0,200
0.922858197837814,176.0,200
0.922858197837814,176.0,200
0.9237348092260204,174.0,200
0.9224198921437106,177.0,200
0.9164667281436876,181.0,200
0.9237348092260204,174.0,200
0.9241731149201238,173.0,200
0.9191336989334584,180.0,200
0.9241731149201238,173.0,200
0.9263646433906404,168.0,200
0.9208497850847208,171.0,200
0.9216348386142156,174.0,200
0.9263646433906404,168.0,200
0.9243933672626984,168.0,200
0.9239997410024284,342.0,400
0.92158905968486,353.0,400
0.921041727314992,351.0,400
0.922575797244354,344.0,400
0.9260364638678248,333.0,400
0.923515656378969,349.0,400
0.9250497263083308,342.0,400
0.922575797244354,344.0,400
0.924173114920124,346.0,400
0.9246114206142274,344.0,400
0.922575797244354,344.0,400
0.9259263376965374,338.0,400
0.9232965035319174,350.0,400
0.9242832410914114,341.0,400
0.9191794778628144,355.0,400
0.9242832410914114,341.0,400
0.924173114920124,346.0,400
0.9239997410024284,342.0,400
0.9213241279084524,359.0,400
0.9247215467855148,339.0,400
0.9228592973333368,343.0,400
0.922530018314998,349.0,400
0.922356644397302,345.0,400
0.9232965035319174,350.0,400
0.9257071848494858,339.0,400
0.9215901591803828,344.0,400
0.9239539620730725,347.0,400
0.9276795604729507,330.0,400
0.920557642691533,358.0,400
0.922858197837814,352.0,400
0.922639044990762,706.0,800
0.922639044990762,706.0,800
0.921324127908452,718.0,800
0.9228581978378136,704.0,800
0.9230773506848652,702.0,800
0.9236481222671724,692.0,800
0.9229132609234572,699.0,800
0.9224755049771152,694.0,800
0.9218180464359604,700.0,800
0.9235156563789684,698.0,800
0.924885636546922,681.0,800
0.920009210826142,730.0,800
0.9210188378503138,707.0,800
0.9212151012326876,710.0,800
0.9214887674176214,712.0,800
0.9198914497418512,708.0,800
0.921160038147044,715.0,800
0.9229132609234572,699.0,800
0.9246119703619882,679.0,800
0.9219815864496068,712.0,800
0.9232970532796784,691.0,800
0.9220044759142848,707.0,800
0.924251067470445,682.0,800
0.9247760601233962,682.0,800
0.9247667759671084,677.0,800
0.921917788955437,703.0,800
0.9228810873024916,699.0,800
0.9234845822535256,680.0,800
0.9213933460502473,694.0,800
0.9217220753208246,691.0,800
