Algorithm,Precision Level,Min,Max,Median,Mean,SD,CV,MAP
epsilon,Precision@1,0.0,1.0,0.0,0.1,0.3,0.1,0.3
epsilon,Precision@2,0.0,1.0,0.0,0.2,0.4,0.178,0.3
epsilon,Precision@3,0.0,1.0,1.0,0.6,0.49,0.267,0.3
MicroRCA,Precision@1,0.0,1.0,0.5,0.5,0.5,0.278,0.833
MicroRCA,Precision@2,1.0,1.0,1.0,1.0,0.0,0.0,0.833
MicroRCA,Precision@3,1.0,1.0,1.0,1.0,0.0,0.0,0.833
rcd,Precision@1,0.0,1.0,1.0,0.8,0.4,0.178,0.833
rcd,Precision@2,0.0,1.0,1.0,0.8,0.4,0.178,0.833
rcd,Precision@3,0.0,1.0,1.0,0.9,0.3,0.1,0.833
