Algorithm,Precision Level,Min,Max,Median,Mean,SD,CV,MAP
epsilon,Precision@1,0.0,1.0,0.0,0.1,0.3,0.1,0.4
epsilon,Precision@2,0.0,1.0,0.0,0.4,0.49,0.267,0.4
epsilon,Precision@3,0.0,1.0,1.0,0.7,0.458,0.233,0.4
MicroRCA,Precision@1,0.0,1.0,0.0,0.1,0.3,0.1,0.667
MicroRCA,Precision@2,0.0,1.0,1.0,0.9,0.3,0.1,0.667
MicroRCA,Precision@3,1.0,1.0,1.0,1.0,0.0,0.0,0.667
rcd,Precision@1,0.0,1.0,0.5,0.5,0.5,0.278,0.767
rcd,Precision@2,0.0,1.0,1.0,0.8,0.4,0.178,0.767
rcd,Precision@3,1.0,1.0,1.0,1.0,0.0,0.0,0.767
