time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts-db_disk,catalogue-db_disk,front-end_disk,orders_disk,orders-db_disk,rabbitmq_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1701279865.413,0.03126339830905671,0.021705987597185162,0.013474381874158977,0.007170205389112145,0.05115926181397679,0.0025048335095926985,0.005963351552508168,0.0027908676887922297,0.001976222934016623,0.10280812289425785,0.002193923689643188,0.019763311234510757,0.012111968363689506,15165581.77098356,5022566.456867827,335726.5637962502,4863.7194008037995,16321971.917523537,21179644.956604183,3731262.7540144944,472354.10754431883,53130446.63677131,13200362.358791417,33789437.05354696,2035567.046387887,3546660.81486358,7236.2272858379,1309628.137726768,0,897.9174278407014,3120575.094421454,1568.3757566917072,575081.4267443512,0,0,11147971.38893393,0,0,4494.1847706824665,0,2350.5368382080715,0,0,0,0,218.27483302543695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15520482858666668,0.12294198086666666,0.06789132621999999,0.03570461818181818,0.14180157701333335,0.020608072727272726,0.0321308,0.020846090909090908,0.015492854545454545,0.6250757818181818,0.013071436363636363,0.09155426743333332,0.06200925454545454
1701279870.413,0.15353564452169327,0.10624600497676862,0.04482193345406794,0.024636664382075714,0.17205544389922545,0.00271791619483454,0.005902528515035196,0.0026822338410717778,0.0019554039243924047,0.10052288748637853,0.002201860777294835,0.029921823472799033,0.0166317405824304,7766119.663778992,6637335.830900041,645286.1759170485,8639687.511302399,29809169.474146772,21082164.92450639,3186059.267613833,704340.6129565059,52255300.66606661,13305899.89102797,27026762.6109508,2532688.080254604,3602202.4568380755,13108.646471334769,2590605.476282298,0,4432728.561611631,13129458.913139008,1560.9756097560976,588942.9699295993,0,0,11234243.370868145,0,0,4567.2656990466285,0,6619.433272730611,0,0,3174070.0161124947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25463022824666665,0.19655489368,0.07013970644666666,0.03804696799333333,0.2739238285333333,0.0204428,0.032592945454545455,0.01893130909090909,0.015403232473333332,0.5419403272727272,0.013343490909090908,0.10553788315333333,0.06911556363636363
1701279875.413,0.31790847682836293,0.2279062336015439,0.06531312881712237,0.0427610167999269,0.428003092470279,0.01560822223846526,0.0060618640774883475,0.0029173588623756966,0.0019101650797066596,0.09472798739148783,0.002231713853060648,0.03915761314714672,0.02093882077030638,7626305.212038056,6699570.024843339,661919.0634118051,8786241.852770887,44227772.06348058,21255040.292370945,2622239.6080704574,718654.9430528479,52051965.35585561,13443723.456971385,26363275.137176655,2513334.6579828532,3517402.531369737,14123.882941272046,3916783.8629537616,0,4505863.505192539,17415541.81068023,1646.6331658291456,605450.3636941602,0,0,11352385.706682326,0,0,4462.764894949973,0,12150.246579405984,0,0,9715491.954547811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31724705583333335,0.23912430312,0.11020556363636363,0.06703197144666666,0.40120584907333334,0.04005775305999999,0.029022545454545454,0.017951909090909088,0.014603981818181818,0.5432443454545455,0.011902690909090909,0.11139175914,0.06424089090909091
1701279880.413,0.48392879387135124,0.3445037141469204,0.08572817650920425,0.05736928725035607,0.7471775920452706,0.034185450485859484,0.005847027571889054,0.0043554813397129,0.0018826042538353759,0.08877213564276808,0.00218053702667079,0.05460420338923055,0.027791771481920347,15629469.690232698,4884823.23096022,1024037.7735126225,8726712.767899523,48061066.95020635,28213534.810932778,2551468.376099506,706435.6275303644,79903570.13873598,13383170.357377768,33399718.449231666,2420043.843960831,2782217.817515889,14570.03112494442,3801517.784854537,0,8949316.586950967,21354946.169511076,1863.376642282636,589661.0879423065,0,0,11300670.320836073,0,0,4412.366691802219,0,18055.09076842806,0,0,9589679.68403107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5900895252533334,0.4200103641933334,0.13785233317999998,0.09183638471999998,0.48971500991999994,0.05759589090909091,0.027272199999999996,0.01653870909090909,0.01231121818181818,0.5387210545454546,0.011316681759999999,0.12168582188,0.06285543636363636
1701279885.413,0.615733998113926,0.40863905673656703,0.09757527330082104,0.06688784660197689,1.0246648514367318,0.058398102868394516,0.005643432750739442,0.005862752658086163,0.0018323415959629848,0.0865652998934111,0.002012056993853588,0.07859109907174655,0.034336383734650894,22937555.430623308,3266404.2480424806,997285.6650773219,17393589.542864423,46473318.16933136,20650239.79564685,1885768.0021511158,716055.0643536653,53656850.44085843,13233617.834625043,34450419.221456505,2208639.876232837,2144211.217227774,14262.200540432706,5066343.911439115,0,8924714.886489833,25638426.02054832,2397.7436006598905,580422.6942726539,0,0,11172927.212617204,0,0,4531.14052878056,0,22487.264872648728,0,0,16367623.947753785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8438275900399999,0.58698314958,0.13811748794,0.09230572958666665,0.52995371456,0.058356202906666675,0.021186345454545456,0.01715290244,0.012089084599999998,0.44532812727272725,0.008193927272727273,0.13137421818181816,0.062265472727272723
1701279890.413,0.7300392662517027,0.5026700704325489,0.11328137521390141,0.08104140632858753,1.2680049103188895,0.07515796860434171,0.0054318726499676595,0.006723483992773252,0.0017432958408550418,0.07858335561056079,0.0019866008452936582,0.09154230691180806,0.0404338635582687,22690376.408122264,3316460.144729407,652932.0984387404,25922041.358348563,51260973.07558914,20791104.348602556,1944606.1928089473,921618.5004516711,51882642.26348997,15661755.18885222,32572811.552346572,2556351.3345066793,2124661.5002193297,14180.383152758843,5130508.594447786,0,13303162.990972087,27468837.851158205,2413.9298151620683,598555.8739255015,0,0,13225033.223322334,0,0,4491.884778476385,0,29043.29122691894,0,0,19381784.44468296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8607343107240263,0.5848745035637659,0.1704914906554178,0.09086125189885692,0.8154580990636255,0.09479100038425639,0.0195570748027201,0.014767591548783593,0.008609949452707372,0.43651434597621736,0.006141423324484527,0.15774182751493998,0.07176650060002182
1701279895.413,0.8584727277660191,0.5791659794205635,0.13030030362410838,0.09361840598117019,1.5500537826218252,0.09147512998010542,0.00534226028670502,0.007815984627713811,0.001698043567363824,0.074156535209026,0.0018561614642708564,0.10646424406805077,0.04606717354113805,22879723.913397364,3322787.71072028,668984.2842073268,26449861.399298504,69614826.91111942,28322898.47243261,1877925.1421013123,696791.4906017777,79671101.05944996,12963302.539435524,40159522.28434938,2569248.3259242587,2107680.7538963393,14372.709678586287,5135319.273151864,0,13574039.652944434,39495048.19769405,2990.1629770226123,578752.3683551997,0,0,10947608.120534768,0,0,650698.368974266,0,34374.95438954973,0,0,18974404.53181261,0,0,0,0,0,0,0,74.22979340340703,0,0,0,0,0,0,0,1.1235353004866666,0.7522284008533334,0.16695768632666666,0.09112998229333333,0.955972988365,0.12941490117333332,0.016265272727272725,0.014155221573333333,0.008593928039999999,0.3342284909090909,0.0065397090909090905,0.1583067295733333,0.08418505454545454
1701279900.413,0.9757655260901819,0.6431646318241726,0.14298733812272504,0.10496981397899437,1.7624339373037323,0.10877059958421201,0.005027610096434804,0.009238783533782043,0.0015686762543412548,0.06875334224841362,0.001821104397491275,0.12115952269940836,0.053376802619692874,30497268.10034546,3410253.977093427,998302.2466921232,26634697.797193047,67949242.96164528,27581023.969864428,1279102.2793687903,469046.15837287134,80434961.64930171,13292281.269265639,33428666.6546171,2436755.734821159,2098247.226738934,14372.189766499667,5225553.488890126,0,13669043.740124546,37418648.853714764,3275.1114980721054,591373.4658094682,0,0,11225639.456029011,0,0,1288889.4670280034,0,38929.14555140985,0,0,19502594.409550257,0,0,0,0,0,0,0,74.00180668473351,0,0,0,0,0,0,0,1.3820487954666667,0.9069253045600001,0.19686096117333335,0.11415220946,1.0672233551026666,0.1325887851933333,0.015374872727272726,0.012919763636363636,0.00706710909090909,0.2435082909090909,0.004567872727272727,0.16020212727272726,0.07846394545454545
1701279905.413,1.094091124069614,0.7268860872972382,0.16154384467682031,0.1169096124905946,2.101498350673417,0.12978114299078836,0.004861269923959922,0.01030523409521187,0.0014794690724415035,0.06263021074194534,0.001764710646333591,0.13964839436698415,0.06005519206669305,30540156.974954274,3361931.3166739736,1358965.8237994607,35056585.21903504,65419503.981797494,34899564.76683938,642012.137164583,477150.6463690357,77859451.15430696,15356743.131300427,32949332.573220268,2132750.349038515,2090554.5032230187,14464.586464803782,5143643.431243607,0,17992662.298812605,37827008.69756688,3758.2037996545764,591849.0897126563,0,0,12969844.782663384,0,0,1286001.5124779432,0,45042.23293876955,0,0,19240249.29411966,0,0,0,0,0,0,0,73.75130541251036,0,0,0,0,0,0,0,1.3825287936666664,0.9161186301266667,0.20048053606000002,0.11668527658666666,1.5761498603600002,0.13588438966666666,0.016134745454545452,0.011608581818181817,0.005463727272727272,0.2310372909090909,0.004958727272727272,0.15672754079333331,0.07976881818181818
1701279910.413,1.199768085400189,0.8063934653737583,0.17356548739480707,0.12868831186434493,2.3740684473761995,0.14970882656659196,0.004528783041797074,0.011422462610647496,0.0014464197344986596,0.0572351079012392,0.0015980043636764853,0.15980768571376675,0.06614330979829658,37800642.025788635,3384226.711148586,1349841.616917212,34943971.90312431,78062444.98952451,35267405.64117476,642116.4426440804,461775.9354126314,79943860.30883352,13614575.287495123,34051054.35262926,2492622.031650285,1388637.6333482743,14323.989885403776,5162458.628148256,0,17933748.73783566,51350610.495195866,4317.534166908986,596186.337691033,0,0,11496985.824957734,0,0,1280757.3285522189,0,50304.65227114418,0,0,21440252.089677263,0,0,0,0,0,0,0,73.43792021515016,0,0,0,0,0,0,0,1.3946672870666665,0.9130873188799999,0.22658218289333332,0.14350542532666669,2.1600189900447613,0.16980233482666665,0.01086050909090909,0.013725509613333332,0.003571,0.13891832727272727,0.003066,0.19506970232,0.08876005454545453
