accuracy,failures
0.51375,389
0.5275,378
0.5275,378
0.4975,402
0.4975,402
0.47625,419
0.50375,397
0.49625,403
0.49625,403
0.52,384
0.50875,393
0.4975,402
0.48,416
0.5125,390
0.48875,409
0.52,384
0.5025,398
0.51125,391
0.4925,406
0.47625,419
0.54625,363
0.50875,393
0.505,396
0.49875,401
0.49875,401
0.51375,389
0.48375,413
0.46375,429
0.495,404
0.49375,405
