time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts_energy,carts-db_energy,catalogue_energy,catalogue-db_energy,front-end_energy,orders_energy,orders-db_energy,payment_energy,queue-master_energy,rabbitmq_energy,shipping_energy,user_energy,user-db_energy
1701269693.283,0.7632901568777599,0.86657340481162,0.7745894175333949,0.325102841726665,2.364141037563076,0.24096249313409,0.577156880709865,0.32510899014962,0.18931710829149,10.1495174260413,0.2427174674598599,0.672132022943325,0.936631858467585,19254840.706081517,14505375.819083309,1155035.1154246223,2393.7905214135694,10468739.27465156,18115222.598070417,3974659.088677415,877648.2097931276,65441444.96468181,8919485.64377198,19305733.91781338,2359345.359281946,3921508.3651689095,561.4132998560372,517.6399983629738,0.0,4434069.202374521,3290386.882277765,0.0,0.0,152.4500042448846,5305.219073236334,4708740.70447161,0.0,382760.8660852289,0.0,0.0,518.7312246404185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1983772000060604,0.2197464999999996,0.2723341138787875,0.1075168978060602,0.535288523412121,0.0965462272727269,0.1830586363636362,0.1178952707636362,0.0789941664787877,3.170625272727272,0.072180727272727,0.2003225354848482,0.2681610454545452
1701269703.283,0.931461424733885,0.94767516485724,1.5662756262670952,0.84289079648581,5.80938560079034,0.2421107197463149,0.586466864769275,0.347407846162435,0.1890247762880849,10.253483898758404,0.24504866519681,0.75128110724436,0.98257332274068,23197724.700384624,11743863.322870186,1455562.929779361,8711663.930033568,7154695.349202784,14707754.232779508,3539450.3889316656,872600.8231400438,52360799.414179176,10073867.909527602,19248544.67131243,2526586.3770205537,3905065.834091595,1051.321942290397,597.4126563970004,0.0,6669720.792044297,3383942.827317987,0.0,0.0,190366.3405298674,5946.687556902432,6615474.803320821,0.0,380381.9251542089,0.0,0.0,747.0210936320343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.06518985050856,0.2376469893757572,0.2297758636363635,0.3802189195272725,0.1446312114181817,1.0673892910363634,0.080388636363636,0.1731036818181817,0.1228118636363634,0.0721169545454542,2.8953320909090907,0.0689416363636362,0.2103823033999997,0.2669480909090905
1701269713.283,1.0947071117807248,1.029766284801505,2.4461761890211,1.39700294638578,9.412057394406109,0.2426283733421849,0.59456574451103,0.286412135732275,0.1892840650770249,10.32591522507047,0.246975394238585,0.946327890354525,1.04084055393893,22728254.97180889,11664164.9339969,1453819.1554593798,21440527.976010226,8965533.496342132,10752060.044402407,2950102.4641370447,722019.8609563583,25764240.44160448,10029905.982749876,12809666.49561938,2269041.184290532,5030974.192579094,1029.9609871994062,630.2544782676084,0.0,8785783.27964253,8469534.725483492,0.0,0.0,181009.25663885084,5265.623865574127,4707561.096443821,0.0,375834.28036637953,0.0,0.0,963.842146462166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99139186339966,0.2744053684484845,0.2297712727272725,0.4235103115515147,0.2313011968606056,1.9400135050545453,0.0739855211878784,0.1727462272727272,0.1125524999999997,0.0609971818181815,3.2732849545454545,0.0703545454545452,0.23047674310303,0.2460284090909087
1701269723.283,1.398083964130385,1.168303549923475,3.266733564641405,1.96440710383802,13.719254428784986,0.2479803628492249,0.601190318167405,0.319076568146625,0.1904231637578,10.38428829871677,0.35034176949325,1.1271039478528602,1.122426464654735,26767810.902897023,10176500.614633905,1440745.2972648698,26153335.844552584,7375404.042716721,7286800.177833712,2940726.6021770174,532857.4425711911,13175764.441709992,8906741.34895154,15763846.83134415,2480629.6727688303,4655021.96112383,1038.8435471305042,666.2073591963001,74.3817756632619,8917359.349940894,10243938.2214324,0.0,0.0,185721.8252523981,6022.610538948731,4712021.793188142,3081323.8750661733,378923.3581200643,0.0,0.0,1220.579558758103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.59661736843009,0.3269962599575754,0.1978475909090905,0.5592781300303027,0.2980592636181814,2.476855349193939,0.0599688181818179,0.1509879090909087,0.0925276363636359,0.0609754123878784,2.979860863636364,0.095560318181818,0.2333059071575755,0.2326144545454544
1701269733.283,1.776607674931355,1.33085329478754,4.089314413632765,2.4602520655486497,17.13851672512196,0.3537364671381899,0.60546346400784,0.3181088640400649,0.1980197660456749,10.359387434004336,0.451360606793225,1.326630538753465,1.22474521566049,34618267.9319258,7261502.118199778,1493208.802367031,25967750.396131262,7425424.545993882,3644308.541144869,3272387.534131012,637275.7108376282,25884919.38205231,11106295.938783929,18806090.13249497,2469617.317661921,4693925.569011882,1045.2470496882142,665.8061369232944,77.2144749446409,8853275.362402279,10274708.945930786,3583795.564267305,0.0,186449.01390438117,6509.55274814134,7502370.735988764,6179594.156410933,378588.1061787617,0.0,0.0,1554.178931045169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.22376738082914,0.3991332848606059,0.2173469545454544,0.647956767672727,0.3689797587757571,3.4420445303878786,0.0724261818181815,0.1141246363636362,0.086883390090909,0.0465074999999997,2.4878861363636355,0.118786545454545,0.2455360460181814,0.187404136363636
1701269743.283,1.897135534206995,1.33144998651234,4.720819634012325,2.923673218270615,19.936703145404465,0.44738938948577,0.607637499439555,0.29636558217799,0.2096828091256899,10.18524827276809,0.453238281831,1.4150716010534952,1.22202983745509,34786495.72500764,5891287.593321391,1301413.3749739088,39009112.99020497,10989192.39459462,7230683.607055159,3304103.933688845,430480.740939881,26046006.787345465,12262265.161251582,19286981.72753481,2443809.640890918,4327417.434922324,975.483840759022,300.56828824281735,75.18563054276188,6633130.974723303,13594802.617065322,7110619.626472098,0.0,188334.28418379425,5173.138406273391,8466635.81318565,6339416.074121837,0.0,0.0,0.0,1573.331685285381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.20778982872321,0.4423864999999997,0.1868575909090906,0.6097600120060602,0.4264844092363632,3.805550393024242,0.0863379545454545,0.1066949999999997,0.0703109090909087,0.0414864090909087,2.060734681818181,0.1096829545454542,0.2091272272727269,0.206341227272727
1701269753.283,1.830954951244515,1.2211410223921448,4.782558214263215,3.00978043233436,20.35715644264167,0.453509008516365,0.62069476377389,0.28379328480107,0.210958842244,10.1953815165651,0.455072507111685,1.2840141700325551,1.19311309041266,27118560.21774082,5776505.659315689,1435898.3273073132,38940551.69846468,12857431.444662616,7386454.939925949,3585573.9102938464,634831.8985749211,26213715.18551888,9776511.43511175,22408316.958580084,1825806.186875573,4641137.991090564,0.0,73.41445490199933,74.44583800973928,4421598.064884152,18767858.96051359,7263767.526848577,0.0,92800.28873048814,5798.507832211969,7335786.951211196,6301986.11518207,0.0,0.0,0.0,1430.978904813528,0.0,0.0,0.0,0.0,37.08801159000362,0.0,0.0,0.0,0.0,0.0,74.51094197904551,0.3930803399757572,0.1596127727272724,0.5930282727272724,0.4223435909090908,3.965537136363636,0.0935411118666665,0.0944169999999997,0.0645980665999997,0.043810227272727,1.9319005909090907,0.1102076363636362,0.1971056363636359,0.194056136363636
1701269763.283,2.0054400246640403,1.30314346911887,4.78382433689208,3.002271396282975,20.184012928339545,0.45514632549508,0.618322460367975,0.313901599172725,0.2234488069214399,10.117929903314431,0.4546673976002199,1.355290992876895,1.228549865086005,26730308.417557284,4385553.131231787,1454357.1557535524,38741461.26011503,14439861.791503169,14791108.70474322,3281205.536878098,856009.3412751951,40028908.91709802,10053564.676165774,25766903.04593171,1434439.79117048,3919065.77156786,0.0,74.5815802164437,75.34669620884058,0.0,21867037.369838536,7272697.051972838,0.0,0.0,5250.948257920058,9437099.227902424,6353461.506710071,0.0,0.0,0.0,1529.320925074563,0.0,0.0,0.0,0.0,74.81991781814793,0.0,0.0,0.0,0.0,0.0,0.0,0.438810227272727,0.1729964545454542,0.6438656818181815,0.462683136363636,4.065015,0.0978110454545451,0.0928648181818179,0.0718740649878784,0.0541692272727272,1.885657727272727,0.1096045514484847,0.2044779090909089,0.1916610909090907
1701269773.283,2.058576911676235,1.30974528203933,4.713024065644545,2.99371614846963,19.646464442078795,0.4805299509548699,0.6077125988601999,0.306859827203805,0.22089166923449,10.149255107787535,0.631517062115065,1.3666977157765752,1.23738116662568,34689869.913526624,2947603.879798229,1424051.5610115626,30582194.83387801,10895345.736700514,18297610.48173708,3585621.6442385605,869562.8998640322,51452565.76732413,8874374.221575696,25793440.269586347,1451618.647749885,4294899.194267347,0.0,37.052448754364704,36.690673259522015,0.0,16893718.915258132,7221584.098418459,0.0,0.0,5842.590979972488,9358746.929984618,6360004.909643831,0.0,0.0,0.0,1534.9660529853816,0.0,0.0,0.0,0.0,74.50165056911739,0.0,0.0,0.0,0.0,0.0,0.0,0.4572269999999997,0.1795248181818179,0.5211689999999998,0.4507771818181815,3.770717636363636,0.0981660909090907,0.0889788181818179,0.0688345538242422,0.0504855157939392,1.7371782272727274,0.153493354793939,0.2082959545454542,0.1898421818181815
1701269783.283,1.8827183695590748,1.2794583024841502,4.758775802959905,2.9851312234560448,19.438217527247016,0.50716836305079,0.6280185715893449,0.289354170995685,0.221405882663675,10.083886454991166,0.6064942356862599,1.320303575269355,1.221055577653625,38230834.16402722,1494952.1922306924,1425820.936175442,34595179.28219767,9145299.212826284,22137169.033186093,2299550.874959007,830682.4969504974,25874332.82940797,10030329.196874164,19656652.470370226,1422750.6341423795,3909964.731988702,74.24566333379764,75.43163339379905,0.0,0.0,15299239.245963631,7255714.614259584,0.0,0.0,6505.221200250624,8469070.253918827,0.0,0.0,0.0,0.0,1508.6326678759808,0.0,0.0,0.0,0.0,74.96943509468603,0.0,0.0,0.0,0.0,0.0,0.0,0.3818719090909089,0.1791039999999997,0.4743460454545452,0.452720136363636,3.505529409090909,0.1081056363636362,0.1012244090909087,0.064177727272727,0.0464619545454545,1.6985928636363634,0.1484729975757572,0.1980721363636359,0.2036024999999997
