time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts-db_disk,catalogue-db_disk,front-end_disk,orders_disk,orders-db_disk,rabbitmq_disk,shipping_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1701264057.381,0.01335155660424568,0.06429722883786475,0.009945746476574143,0.005109028944020204,0.07515851074483001,0.0023418307221146325,0.005945733053912197,0.003056143385392548,0.001832162699803385,0.10064148519084527,0.002592900519464934,0.009069852076604755,0.015576861624240676,7436398.29804346,10551224.540832095,935755.2012479366,12050.890585241728,10695902.548851589,27065381.700054143,2588286.7157508205,860718.3389528706,54677487.22894654,15547526.543681547,28561095.248601053,1894891.2069910215,4132701.070595151,7346396.175639374,2085602.9977048433,0,0,190357.98175311254,0,0,0,0,13130434.959793326,0,2427.425531731839,291.85742023977053,0,4515.533330655204,0,0,0,0,75.96298288236494,0,0,0,0,0,72.96435505994263,0,0,0,0,0,0,0,0,0.1253180176842979,0.09180678946124335,0.06506596723457643,0.027589977635143734,0.1325921460791801,0.01749393603287452,0.03857063112533411,0.026932850882775423,0.012558084986453806,0.6544091859555976,0.018186228339727623,0.06136105605760314,0.05416348164445334
1701264062.381,0.2542849094337573,0.16294147710627416,0.06285141617577955,0.022170199412190943,0.07795791682588725,0.0022253189803450686,0.005849430990025108,0.0032201798340448264,0.0019273234872278404,0.10072104908552004,0.0024695065857328956,0.032358896357783565,0.017837750036935843,7670131.88765797,10206848.733952403,630512.5221350873,9586302.278766405,8382361.455568335,15433102.215284554,2367561.376128113,906916.8191310454,51782226.756957926,15441206.390515432,24077704.005545877,1579925.925925926,4994203.146930635,7572471.923558102,2019282.7590872955,888.1500487875394,4894405.024559143,197630.47261376784,0,0,0,74.36321054447086,13040325.019879995,0,4814.814814814815,302.5781192287804,0,8868.050269785694,0,0,0,0,69.48496980389496,0,0,0,0,0,75.6445298071951,0,0,0,0,0,0,0,0,0.2759677289466667,0.20052461818181816,0.08600709090909091,0.04407363636363636,0.16734798481636362,0.01425630909090909,0.03597279999999999,0.027724920264242423,0.010939054545454545,0.5762746363636364,0.016677890909090907,0.09157761818181819,0.06387825454545454
1701264067.381,0.45204574661395425,0.19224790132781686,0.09047426413081489,0.0523255537387905,0.22753608055145283,0.021151062982201235,0.005916963582996286,0.0038968346464697897,0.0018766693310667527,0.09859690919907539,0.002548665459798524,0.04852733589868652,0.022994112074889838,7755381.213851673,9698718.466884956,954480.180992146,16042712.696379209,8194407.307898979,13458629.95646547,2381661.939623543,829346.4816415053,77366526.7916885,16596416.644003265,19531554.33649679,1578298.9901179702,5020964.579579858,7650799.61929863,2397403.6680661296,904.077841337576,8197868.788348731,307034.9274583557,1721.2108987611991,0,0,74.07273450639273,14016574.381289095,0,4809.856737665528,304.31471609799587,0,10531.889676784314,0,0,0,0,69.89880373385212,0,0,0,0,0,76.07867902449897,0,0,0,0,0,0,0,0,0.3623590797684848,0.2648220384375758,0.08400092727272726,0.045657271964848485,0.30521826203636365,0.024381109090909087,0.03295485454545455,0.023134254545454543,0.008903127272727272,0.4943584545454545,0.014925672727272726,0.10324287272727273,0.06409405454545454
1701264072.381,0.5372066375932197,0.39053286210186466,0.10154474109191529,0.07137083854747595,0.2648026144460537,0.037074713763451714,0.00555620063364436,0.005465650861990001,0.0017883546730196602,0.09070677212203831,0.002402959126825139,0.05229163364708215,0.021660157438254352,7190423.864406779,6655323.645970938,880675.9346740452,26094390.667568702,6487829.494349067,13744304.00082385,1980037.1553301772,675525.2001538941,55129307.6934418,16479156.78397568,19444180.169682845,1303025.5424551668,4729683.97002646,7086843.661016949,4372027.594305005,829.2617087326225,8892853.303102886,357525.00879903015,2179.359112987659,0,2251.250389315355,79.17339765340746,13920791.458656697,0,5275.7356583770925,286.6605433596351,0,19764.567738147656,0,0,0,0,77.46018133675679,0,0,0,0,0,71.66513583990877,0,0,0,0,0,0,0,0,0.37798916760121215,0.2612140363636363,0.12885812409878789,0.07722274545454545,0.3333069282254546,0.049283745454545454,0.03143654545454545,0.02420718513939394,0.009112476921212122,0.4843586545454545,0.015218745454545452,0.12076785454545454,0.06962863636363635
1701264077.381,0.7294212270866376,0.40070419434195725,0.11799114685619479,0.07137083854747595,0.332978860830733,0.056856858463801875,0.0055229064079569444,0.006456983271188152,0.0017990715472798854,0.09064901731712206,0.0023613189383467547,0.08767299060143383,0.039322132203080916,15636800.649135102,6837771.20994641,875679.0317984478,26094390.667568702,6154694.812983228,20531245.504888218,1894502.9621175062,620612.3148241459,72550142.99280967,15570683.534151189,26244522.643074367,1636254.5414019837,3521268.216206362,26059.82370080773,4493454.299506967,823.9100189416163,8892853.303102886,376170.20648423233,2450.263211868462,0,3439.819946924653,69.46140279473613,13153357.370714013,0,4945.205988335376,448.0175006836204,0,20313.49984994641,0,0,0,0,74.2069315361342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3640798,0.48919313574606066,0.13005903198484847,0.07826953499575758,0.3604763428309091,0.05914951760363636,0.02541730909090909,0.02201552727272727,0.007288472727272727,0.3930349454545454,0.013152036363636363,0.1314548919151515,0.067499
1701264082.381,0.79829713935249,0.5516554665398792,0.14139474427967416,0.09022554728427538,0.45521630082118075,0.0790449710831313,0.005268626711641891,0.008133937732545423,0.0017517844980198148,0.08232711122484421,0.002346250227066349,0.08275334028791244,0.046298189709849016,14426694.703890847,7188326.637346962,709667.2803415,31885662.11392469,5879705.691152484,13982514.401792847,1906662.0475886588,897895.6737433429,52052233.82548866,13391117.658886107,19400307.79291553,1544438.3490674042,4219026.317707954,26967.99877507273,5898132.889575656,994.3960023468005,16301216.470312214,374652.9215802936,2786.5000596316863,0,3735.317720872547,74.7540744255653,11313057.814984739,0,4667.712497762648,649770.0663410367,0,28968.501129204797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3751479550909091,0.4913293454545455,0.12354103636363636,0.07814601818181817,0.36228570306545455,0.061200872727272725,0.025477963636363635,0.025538558862424246,0.007144127272727272,0.37681021818181815,0.0135014,0.13311931932,0.06574152727272727
1701264087.381,1.028348550047613,0.6322275486180985,0.1486723769387861,0.10195050646508172,0.5032527417868499,0.093545766481938,0.004817365120944072,0.008133937732545423,0.0017149816212227859,0.0782030384067489,0.0022626848241939245,0.11872807991287312,0.04808079505653191,7813288.016407853,6098388.139800094,891564.9018581964,32035428.64839383,8758460.621424412,20306986.111580443,1335289.5454198406,897895.6737433429,71739962.5716873,13547497.456200395,21616078.0551001,1763730.6262739298,3719489.957714355,30753.003222970994,5995143.221305427,829.5556193144419,20470552.36042831,3154681.922510363,3045.044436184233,0,3735.317720872547,68.68564912633732,11446036.44571069,0,5320.330922025499,687480.8032533668,0,33659.354665593346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3709989995733333,0.4968238846545455,0.1651067359781818,0.10999690992121212,0.5452632507757575,0.10839311958121212,0.022679690909090906,0.02066421818181818,0.006225781818181817,0.27979323636363634,0.012472090909090908,0.1788302986139394,0.07891256363636363
1701264092.381,1.028348550047613,0.7484711159712655,0.17623187261771336,0.11136183265539004,0.5806118316887079,0.11122589955122768,0.0049144655071079535,0.010616416366988547,0.0016849881584995907,0.076353456827986,0.0022079702033765375,0.1314051822456684,0.056258038718403895,7813288.016407853,2163404.60863229,719128.7636130685,35021927.076622926,6050523.974228552,26728448.30750238,1280347.9410792345,902329.7858746646,78663986.90815482,12340525.208951201,18265499.067786466,1859050.4955167533,4556466.717389467,30753.003222970994,6295913.315340531,983.9846252402306,22378916.787837517,3143114.004747372,3143.3576350077583,0,3738.5224804220443,75.31488461892066,10426426.530062012,0,4487.29184925504,1801215.04776397,0,40229.93873485579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7175095192575759,0.7247230259254546,0.2020562820630303,0.14030136789151518,0.729147562899394,0.15449423137575755,0.019005945454545453,0.022614236363636363,0.006011145454545454,0.18699354545454544,0.010849854545454545,0.2160898727272727,0.09546879999999999
1701264097.381,1.3048488869147308,0.8075555386071677,0.18719060422842043,0.13490167725759145,0.6899621132181933,0.1328934292371718,0.004843324434563112,0.011169155079700394,0.0016204159776597275,0.07242610254452933,0.0021353012095267896,0.1546556956158995,0.05786056549500172,23204974.87803102,2078879.2427315754,1015793.1618096925,47139478.31602315,7188491.969125974,24044563.7025481,1165375.369853396,714971.0773958133,78083938.89284346,12419322.13740458,12094423.538205417,1759275.9778311914,4060957.2623750684,31615.52464865652,7051752.805949966,939.4618837546288,28918968.0488385,3735605.4896112527,3768.470738829553,0,3933.166890724025,74.7595320228513,10492430.330788804,0,5288.730855565047,1873883.392834439,0,43895.60513860716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7462106781909091,0.7270626212654545,0.20420510909090908,0.14441757650848483,0.7346073986309092,0.15596092727272728,0.013301109090909091,0.024585872727272726,0.004716509090909091,0.19357294545454543,0.010691298134545455,0.22071185980424243,0.09139147272727272
1701264102.381,1.4593476610097198,0.8817278925783575,0.19824643479696863,0.14995569037080564,0.7812966050254772,0.15309599242453745,0.00461756268644139,0.012257803183980053,0.0015340331230596091,0.06438631646071277,0.001742436782903961,0.17761632145960032,0.07012530434487671,23650609.09563024,2092076.1975718373,975467.1461861687,52410580.17594447,10200632.047532327,23550837.411423877,1174782.6409370524,708305.8277357192,84600069.76606221,8811926.360917969,18665888.58683118,1754492.6940999923,3912615.676830717,33198.901995697015,7068906.581776927,901.8881080386797,26796907.78526695,9414478.5239961,4089.104647065733,0,3896.500317613154,80.99824002847595,7445387.90215081,0,5257.088697575232,2409350.4731540214,0,48549.70621602858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.112386780329091,0.9592482273248484,0.20220575731636364,0.14471210102060605,0.7429130199939395,0.15912027081939395,0.013353690909090908,0.024692619996969697,0.004639001124848485,0.19668947272727272,0.006760018181818182,0.22365385912545452,0.09156763636363635
