time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts-db_disk,catalogue-db_disk,front-end_disk,orders_disk,orders-db_disk,payment_disk,rabbitmq_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1701286140.221,0.047692820540500905,0.03501067018561067,0.015800076996976168,0.009696210827303977,0.057708148304248294,0.0025153774567005273,0.006140500294563956,0.0023918296357408057,0.002362757198940546,0.09778924095024687,0.003818056840304932,0.01694313020967207,0.012782940783414295,15804520.886319142,6139593.771651533,582469.3838058219,8157.275451289921,6203614.111232669,22435928.202278413,3280821.779880389,569621.464569471,109332278.22754851,13202699.458927693,27151603.791779622,1424868.94576433,2037607.0648149818,7818846.028580316,3584.7281479050434,0,2694.1460206095153,131202.4678515702,0,0,0,0,12986896.649724,6705960.0807845555,12934.895163955496,369.85534466256115,0,2912.591620172848,0,0,0,0,9432.901901276444,0,0,0,0,0,73.97106893251222,0,0,0,0,0,0,0,0,0.1889308936818182,0.12946481791575756,0.06683389273272727,0.035620145454545456,0.14790258360848485,0.013372581818181817,0.03817045454545454,0.021281763636363634,0.016610690909090908,0.617048909090909,0.031546199999999996,0.04869295660545455,0.04762545454545455
1701286145.221,0.18087858090229142,0.10491175026258086,0.04248424769773967,0.028205246521454057,0.2438531275932493,0.0029163456685360944,0.005939517054091126,0.0026380109004139653,0.0022999159720087504,0.09667787407448963,0.0026537408476944918,0.02689602316999501,0.01650585414272473,15734218.711896485,7749409.497134644,580861.7915771849,8557676.986960005,35778176.2155577,14899154.6635183,3406575.760946132,574205.6074766355,131557938.48434986,11303670.331314037,27797398.11830461,1076818.1981113506,2090896.0148285448,7786865.056688929,832649.8000700215,74.54591781021367,4324268.376192904,17581290.04980472,1586.7768595041323,0,0,0,11436006.88056241,0,14923.192756098211,379.61075069508803,0,6792.828318192706,0,0,11498274.98272242,0,9794.683572461352,0,0,0,0,0,75.9221501390176,0,0,0,0,0,0,0,0,0.31580808054,0.22126930479696966,0.06655094545454544,0.040330539208484846,0.27752701222909093,0.014624854545454546,0.03536787272727273,0.019359981818181816,0.014789836363636363,0.5210118363636363,0.0171038,0.06228947880181818,0.054116727272727275
1701286150.221,0.34526326248399547,0.2521838639476351,0.0627563403696818,0.04136435689910031,0.5042017944529709,0.01069426191129347,0.006013440851778183,0.003342411894556761,0.0018963598758104157,0.0908121497903902,0.0026931916828758467,0.03338988149213016,0.01904727003960506,23741665.703310773,7485230.358762739,302768.6025739181,8575385.659798894,64993681.92168385,14777139.387288524,3351136.8355746954,588318.2428579313,132874673.874532,12991727.113117632,20157256.68179526,1073333.4807770282,2095029.2482475224,7828552.112676056,1602234.6098432967,74.66550001822888,4333700.604047666,17988812.97960973,1797.9698216735255,0,3918.103051820239,0,10961485.39897524,0,14871.76084632681,380.803629534594,0,12968.250297931376,0,0,21759579.80302565,0,9641.515975402808,0,0,0,0,0,76.1607259069188,0,0,0,0,0,0,0,0,0.35739703007636364,0.25598653700545454,0.0982232790169697,0.0667689266569697,0.4037899432212121,0.04162554545454546,0.03535816363636363,0.019594438215757574,0.00827490909090909,0.48411339999999997,0.014100327272727272,0.06636130070545455,0.05317361818181818
1701286155.221,0.4987568254954591,0.3465718504492355,0.07788819103566803,0.05765770868076111,0.8586690263556771,0.03710407830280725,0.0058713409315610246,0.004397952314397632,0.001843516823833898,0.08613609074534381,0.0025766135673242195,0.0548447256460511,0.026772871228818152,23873353.090414386,6144111.971715477,574255.9534247537,16844154.571700107,84723442.11786944,7312605.180448683,3991983.8880955,597937.510344447,158020164.41926554,15229007.384992255,27303393.62441899,716041.8118466899,1360646.8909202586,7873997.867411847,1641953.2357711722,143.65377196366572,8513557.336776229,32647776.45821074,10727.93612947509,589749.6063568788,15818.452654615,0,12843030.944918767,0,14643.437862950059,369.9822957690501,0,17990.122286818172,0,0,29009660.59908344,0,9674.173349445238,0,0,0,0,0,73.99645915381002,0,0,0,0,0,0,0,0,0.6181639414551515,0.42494292997090916,0.13046007231272724,0.08867101450666666,0.4976290610163636,0.048367381818181815,0.028562690909090905,0.015940127272727273,0.006392818181818181,0.39545534545454547,0.01258470909090909,0.0783642,0.05313629090909091
1701286160.221,0.6298280042921567,0.43662456140257333,0.09291587247512291,0.06881094249498708,1.1634874043065695,0.05396542310827696,0.00552501662581264,0.00567348435369202,0.0017893560853895131,0.08015836021739924,0.002460457023137796,0.07234355108240856,0.034031584478724994,23520862.92265063,4507288.832018198,577355.4152603137,16822228.58779719,99370221.76731874,7347512.110287857,4481314.149703364,592760.7687692055,134468564.75371963,15367854.87330498,27420233.25308291,737533.3454611606,2061849.9780669692,7759530.289584729,1601405.8434634248,143.2643710323359,8500138.642222859,37800399.41605839,10907.628484991214,572296.2805073004,17502.04556612179,0,12960094.230559496,0,14753.647444060398,374.3237315396988,0,23439.823700860168,0,0,38684181.12280292,0,9385.484386656719,0,0,0,0,0,74.86474630793977,0,0,0,0,0,0,0,0,0.6207620063030302,0.42139591877272725,0.16141947791636363,0.11310847100969698,0.6818427451766668,0.08123716954727273,0.024807,0.01766362469030303,0.006763545454545454,0.30439085454545456,0.012588963636363637,0.10819869739757576,0.0662416909090909
1701286165.221,0.7819429287786485,0.5220502625268367,0.10735527824939363,0.07921440007484368,1.4229357095618824,0.07029262257662763,0.005168700795156122,0.006638174913776156,0.0017344557254004717,0.07547903091465612,0.002384641333183886,0.0859434736716264,0.0402138882199805,23556827.38613287,4617744.041337651,879217.0067056642,25109997.4695725,100227410.38567346,15073331.771966025,3930836.2999708205,582570.5248485497,133188497.86727689,15214051.422398271,27874624.51892538,1112009.2696474225,2037484.9043641756,7771646.069045546,1642737.3094137767,146.097874161792,8460969.474490795,57131427.66180673,11648.692354876486,587597.3154362417,17274.361586161296,0,12829020.093626216,0,14916.186937889686,370.2498463318509,0,28617.299224919036,0,0,39020057.64352954,0,224.10271374379928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8803204540345454,0.5991166101781817,0.1562256186460606,0.13704707605454547,0.844427961949495,0.11385447820666666,0.018594563636363637,0.015133690909090908,0.0066532909090909085,0.304606,0.012493927272727273,0.10915620927454546,0.06639412727272727
1701286170.221,0.9029717188543541,0.6107662605065197,0.12400286475235608,0.09142059980999023,1.7933595709784322,0.08706245391449402,0.004965311372844283,0.008076159921671018,0.001675484038753868,0.0720205202735169,0.0024082032480933257,0.10302317512339589,0.04582065927823968,23897667.168177314,3125016.497765353,595549.6350882166,34319546.89955055,128553887.63596459,22503437.645752355,3863671.578645441,400004.64171743544,106598698.1923408,13389476.547773056,26774719.569313597,742595.2795476981,2018788.990825688,7866286.007852923,2489421.198800831,145.11443350102743,13010678.262140533,68970186.10807726,11826.318711826762,577737.0477931949,17527.125036263416,0,11291289.003880983,0,14629.884232253433,626642.2018348624,0,33900.42485884019,0,0,38407894.39264049,0,220.2861138001506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8926572144897762,0.7673048922130105,0.15855953775923298,0.1364718756208865,1.5044777001066352,0.11104473313697681,0.0155390167630268,0.016192411185047818,0.005125613614050398,0.31021650121813754,0.010596523762772264,0.1409268447474637,0.07395454710737792
1701286175.221,1.0318658842611281,0.6878475405712635,0.149425990208649,0.10521865663496864,2.0447858406702184,0.10708507782651343,0.004858462670644607,0.009249500651388094,0.0016315585449102345,0.06622762224809678,0.0023117643619951014,0.11995640669987409,0.05335182956369472,31866311.841767274,1555668.5011096876,656168.4734040486,42283800.87889922,138711546.9454851,22041073.839127123,3234436.524726517,615989.5777904182,132794597.25847372,12982100.492610838,33138901.362901364,759980.0025544182,2733854.370348752,7868991.523246854,3252942.8195088506,159.1483078835917,17099272.963043008,78577164.49499676,12249.24783412477,582719.9710695236,17737.132791427368,0,10948224.630541872,0,14872.260842593098,1273089.1580329782,0,38948.99045488172,0,0,55702513.65471168,0,222.1860591266613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1502797526800002,0.930592114320606,0.18548264316060603,0.13735042578727272,1.5424483711980606,0.11523787877757577,0.013699345454545453,0.017990293991515152,0.004857037219999999,0.2286155818181818,0.005302036363636364,0.14413049767333333,0.07476209090909092
1701286180.221,1.1720423129620687,0.7786055340137931,0.1517182042092986,0.1177916399014069,2.4251638813321583,0.12119417821334356,0.004592220703614807,0.010251995771284834,0.0015770409729260369,0.05993185673578377,0.001919640267618211,0.13631118057191227,0.0595241668500316,24257276.813909426,1593127.4298850575,883199.7738076303,42244615.01925084,167185218.49685964,22022504.940818764,3201756.3142621713,611828.0079470682,131665243.95540756,12989103.890750732,33273112.435325596,1133515.08906227,2704859.6627288307,49151.39131403945,3315820.285057471,144.76311650674157,17081798.28001871,101939154.88086659,13936.511383791218,577355.0675312578,17619.452089750834,0,10954427.140271332,0,14998.969527454734,1260677.0673640545,0,44594.61149425287,0,0,60602205.97560728,0,0,0,0,0,0,0,73.87501127243215,0,0,0,0,0,0,0,0,1.1291334914830304,0.938959739889697,0.21651730571151512,0.16274821973030298,2.185016971173737,0.1482145627963636,0.009719709090909091,0.01689732727272727,0.003925327272727272,0.15566658181818183,0.004101563636363636,0.16722922804,0.08395660545393939
1701286185.221,1.2922332470952198,0.8762918849038388,0.1663221187549739,0.1310753997498344,2.7071622205320445,0.14107952535772764,0.004346573734530096,0.011571049514207144,0.0015239009889904565,0.054799298147754694,0.0017371247456623678,0.1524190610732697,0.06598296101694916,31303332.637864675,1615649.5136259003,1170233.9729419046,51823998.822750345,165143850.4677858,29790855.56841352,2595239.0179697643,422064.45462878083,108607209.40473968,14963107.522311943,34496575.33942511,1159479.8694967697,2758838.61459101,50686.13978920106,3348701.26977055,144.87576266690246,21829410.639393717,118282472.24092282,7319396.484267374,589207.6120139663,17720.54995417048,0,12617438.164045898,0,8655.718548532841,1928093.1466470156,0,50641.122744486514,0,0,63361415.25289292,0,0,0,0,0,0,0,75.46057479734709,0,0,0,0,0,0,0,0,1.3918644942563634,1.104879934863636,0.2430234518460606,0.1861808964230303,2.3239190060278787,0.15414702211454545,0.00866761818181818,0.015370290909090908,0.0034616181818181817,0.13651474545454545,0.003637854545454545,0.17203898341696972,0.08242712727272727
1701286190.221,1.4273967935705993,0.9435353915493992,0.17546023187203702,0.14085980101222959,2.9742415344160316,0.16245043248535906,0.004214744058074922,0.012465284021160117,0.001459836509132659,0.04928861077755546,0.0017693762025316267,0.16727022656942758,0.07152604606760284,32556539.65046218,1589919.885812579,1531268.2453085692,50744409.35862107,173985315.9037677,37443337.80413456,1887581.286968991,424450.48200099537,104426981.3040514,13424791.045882441,26980344.59312839,1472985.613203279,2770223.9736545114,47135.96048052094,3302239.3178033563,152.7221109368742,21374951.02753913,138613580.92932567,7361736.887805057,577727.6214375336,17893.056605164693,0,11320775.03520866,0,8375.974954306086,1936034.6339568186,0,54941.13126063645,0,0,72980857.71736535,0,0,0,0,0,0,0,75.7802815859096,0,0,0,0,0,0,0,0,1.6445655464981814,1.1058798883593939,0.27183558761515153,0.20967961348181818,2.3125802929284847,0.1525682831860606,0.005130527272727272,0.015099163636363636,0.002284854545454545,0.08151270909090909,0.002457690909090909,0.1938896909090909,0.0917596909090909
1701286195.221,1.5041669028938554,1.004089482912709,0.18966061294559441,0.14538970701480192,3.2998356285640744,0.17734561498546905,0.0039685200341797785,0.013804789910197415,0.001394113099935479,0.04516021884100168,0.001617910288306706,0.16996841736597804,0.07257657936362973,40020337.39553036,1580007.4536408863,1521953.789518471,60425960.39349085,201052309.75068966,28942968.064050213,1275449.0368361413,231946.56375241207,78289314.29801278,10996519.510774609,27294328.113566518,1478541.549103486,2735853.875940674,37851.9200323994,4076659.321573948,151.5437408661228,26182089.914498482,137724978.3092842,7105936.627378256,598729.8497204317,18239.572510019298,0,9274446.126965638,0,2162.2644944024755,1912209.8341491928,0,57873.83084577114,0,0,81166315.7635899,0,0,0,0,0,0,0,74.81551837510047,0,0,0,0,0,0,0,0,1.6013341636363636,1.0812919454545453,0.24651494545454544,0.1933925818181818,2.8768133820830304,0.1858842124321212,0.004565727272727272,0.017318649256363634,0.0018312545454545455,0.070552,0.0019495636363636363,0.21924623636363635,0.09251838181818182
