accuracy,failures
0.9028309465523514,65
0.8979658084318111,72
0.8965710735585944,70
0.8959788968216318,72
0.914392109279394,53
0.9069319359196608,63
0.906756170819775,58
0.9085565156563556,55
0.8991765097442976,58
0.9120770398512286,60
0.9029665824861028,62
0.8916591642221605,70
0.8956708601391034,63
0.9086695518130528,50
0.9122541354478334,54
0.8964605615111977,70
0.8991436593418469,70
0.9048421989420727,58
0.9014331903665582,54
0.8977762709340642,69
0.898633987276095,69
0.9051163182932938,50
0.9052554766132451,58
0.9125618010555291,54
0.9160131258908868,46
0.8990452054999062,53
0.9030034193802197,60
0.9043039337169481,63
0.9182680593415846,53
0.9052795249324469,68
