accuracy,failures
0.633906349774064,18
0.7609762583291749,20
0.5170673453731927,23
0.7096558748898978,18
0.6559946304125539,20
0.5229979887500229,25
0.661474925820227,18
0.7082536959534407,18
0.6045374369478218,24
0.6684099296690973,14
0.6594354577617889,19
0.6862525889113571,19
0.7710248050428758,17
0.6705882315641285,19
0.6524270046553238,17
0.5058731016795892,21
0.6531300365789496,18
0.746748637201694,17
0.5690449213395561,20
0.4985213387186238,17
0.7600645484373506,12
0.755108016596615,15
0.5011698290991993,21
0.7769880956898031,18
0.6951431752703178,16
0.6013311876587428,16
0.6815111103537577,15
0.5017879374100791,27
0.5773037072844674,22
0.606865632439452,26
