accuracy,failures,budget
0.4,30,50
0.52,24,50
0.58,21,50
0.5,25,50
0.54,23,50
0.5,25,50
0.58,21,50
0.38,31,50
0.48,26,50
0.46,27,50
0.46,27,50
0.48,26,50
0.46,27,50
0.48,26,50
0.44,28,50
0.5,25,50
0.5,25,50
0.62,19,50
0.54,23,50
0.64,18,50
0.44,28,50
0.52,24,50
0.48,26,50
0.52,24,50
0.4,30,50
0.54,23,50
0.44,28,50
0.54,23,50
0.58,21,50
0.5,25,50
0.5,50,100
0.55,45,100
0.53,47,100
0.47,53,100
0.5,50,100
0.43,57,100
0.45,55,100
0.52,48,100
0.43,57,100
0.55,45,100
0.48,52,100
0.54,46,100
0.45,55,100
0.47,53,100
0.53,47,100
0.47,53,100
0.5,50,100
0.53,47,100
0.43,57,100
0.42,58,100
0.49,51,100
0.49,51,100
0.55,45,100
0.53,47,100
0.4,60,100
0.48,52,100
0.44,56,100
0.59,41,100
0.58,42,100
0.39,61,100
0.445,111,200
0.515,97,200
0.525,95,200
0.5,100,200
0.5,100,200
0.53,94,200
0.58,84,200
0.515,97,200
0.495,101,200
0.49,102,200
0.475,105,200
0.485,103,200
0.515,97,200
0.5,100,200
0.53,94,200
0.48,104,200
0.535,93,200
0.53,94,200
0.55,90,200
0.495,101,200
0.565,87,200
0.465,107,200
0.535,93,200
0.44,112,200
0.555,89,200
0.51,98,200
0.49,102,200
0.555,89,200
0.465,107,200
0.52,96,200
0.5175,193,400
0.525,190,400
0.4875,205,400
0.535,186,400
0.5225,191,400
0.47,212,400
0.48,208,400
0.525,190,400
0.485,206,400
0.495,202,400
0.5,200,400
0.515,194,400
0.4875,205,400
0.4975,201,400
0.5225,191,400
0.5475,181,400
0.46,216,400
0.515,194,400
0.5475,181,400
0.5075,197,400
0.5125,195,400
0.4725,211,400
0.48,208,400
0.57,172,400
0.53,188,400
0.5025,199,400
0.505,198,400
0.5225,191,400
0.485,206,400
0.5175,193,400
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
0.62125,303,800
