accuracy,failures,budget
0.44,28,50
0.62,19,50
0.44,28,50
0.74,13,50
0.56,22,50
0.56,22,50
0.42,29,50
0.44,28,50
0.64,18,50
0.46,27,50
0.68,16,50
0.4,30,50
0.58,21,50
0.42,29,50
0.48,26,50
0.66,17,50
0.36,32,50
0.44,28,50
0.54,23,50
0.48,26,50
0.46,27,50
0.5,25,50
0.52,24,50
0.46,27,50
0.36,32,50
0.48,26,50
0.44,28,50
0.54,23,50
0.42,29,50
0.62,19,50
0.38,62,100
0.46,54,100
0.53,47,100
0.44,56,100
0.56,44,100
0.47,53,100
0.49,51,100
0.44,56,100
0.52,48,100
0.62,38,100
0.56,44,100
0.44,56,100
0.5,50,100
0.46,54,100
0.46,54,100
0.59,41,100
0.48,52,100
0.51,49,100
0.47,53,100
0.48,52,100
0.56,44,100
0.49,51,100
0.46,54,100
0.55,45,100
0.5,50,100
0.49,51,100
0.48,52,100
0.45,55,100
0.41,59,100
0.52,48,100
0.47,106,200
0.525,95,200
0.515,97,200
0.465,107,200
0.58,84,200
0.5,100,200
0.505,99,200
0.57,86,200
0.495,101,200
0.5,100,200
0.5,100,200
0.525,95,200
0.535,93,200
0.5,100,200
0.515,97,200
0.49,102,200
0.515,97,200
0.5,100,200
0.505,99,200
0.5,100,200
0.455,109,200
0.53,94,200
0.525,95,200
0.56,88,200
0.44,112,200
0.45,110,200
0.445,111,200
0.52,96,200
0.55,90,200
0.505,99,200
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.6475,141,400
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
0.82375,141,800
