Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/calculate,35582,0,45,80.25396688635085,8.350282907485962,493.61965246498585,18.0,115.11775813364399,0.0,45,80,110,140,210,260,310,340,410,480,490
GET,/transform,35825,0,180.0,200.7962272238228,62.61950917541981,779.8703070729971,36.0,115.90393134556224,0.0,180,220,250,270,330,390,500,550,730,770,780
,Aggregated,71407,0,120.0,140.73020138142743,8.350282907485962,779.8703070729971,27.030627249429326,231.02168947920623,0.0,120,170,200,220,280,340,420,500,680,750,780
