time,geospatialanalysisservice_cpu,surveyservice_cpu,surveyservice-db_cpu,transformation-consumer_cpu,transformation-worker_cpu,unicloudauth_cpu,unicloudauth-api_cpu,unicloudauth-db_cpu,geospatialanalysisservice_memory,surveyservice_memory,surveyservice-db_memory,transformation-consumer_memory,transformation-worker_memory,unicloudauth_memory,unicloudauth-api_memory,unicloudauth-db_memory,geospatialanalysisservice_memory_rss,surveyservice_memory_rss,surveyservice-db_memory_rss,transformation-consumer_memory_rss,transformation-worker_memory_rss,unicloudauth_memory_rss,unicloudauth-api_memory_rss,unicloudauth-db_memory_rss,geospatialanalysisservice_memory_cache,surveyservice_memory_cache,surveyservice-db_memory_cache,transformation-consumer_memory_cache,transformation-worker_memory_cache,unicloudauth_memory_cache,unicloudauth-api_memory_cache,unicloudauth-db_memory_cache,geospatialanalysisservice_energy,surveyservice_energy,surveyservice-db_energy,transformation-consumer_energy,transformation-worker_energy,unicloudauth_energy,unicloudauth-api_energy,unicloudauth-db_energy,geospatialanalysisservice_energy_Anomaly,surveyservice_energy_Anomaly,surveyservice-db_energy_Anomaly,transformation-consumer_energy_Anomaly,transformation-worker_energy_Anomaly,unicloudauth_energy_Anomaly,unicloudauth-api_energy_Anomaly,unicloudauth-db_energy_Anomaly
1701243973.829,1.64369972206579,0.10915699448831,0.36471707013139,5.30510061191508,62.16682762864969,0.18432141749043,0.18921707657649,0.02834897117117,0.0,45729119.41809456,19091898.1839506,13089.826230639334,13961779.49933933,7834904.105635326,7304562.566327197,857798.3423423424,0.0,7853674.177946084,0.0,1189.984202785394,0.0,4285.44628039541,4423.079071326172,0.0,0,0,0,0,0.0,0,0,0,0.1307899936181815,0.0576578143757575,0.1627632727272725,0.455648382412121,4.2509381025712125,0.1056956363636359,0.095836545454545,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1701243978.829,4.38604737082011,0.10606182933612,0.35914611252107,13.993108724092302,136.43934656876436,0.17708081494057,0.1785139947544499,0.03961838263024,0.0,43754099.91569053,19295384.07958356,1562717.6245773924,34782646.19278947,9802405.808619007,7100227.258750114,854905.6624104305,0.0,7515223.563599835,0.0,2709.392914890489,10058822.119232416,4364.84485063035,4148.973500949625,0.0,0,0,0,0,10016974.69449625,0,0,0,0.215183220560606,0.0528373636363635,0.152049254434848,0.8964270079984844,5.366976224954547,0.0980534545454545,0.0881943636363635,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1701243983.829,7.52206222330333,0.10523134176412,0.34818368914694,20.96376095517385,241.5399959242063,0.17110229453408,0.17349442110931,0.03961954395643,1149.6360608498776,43567243.81095274,18605608.93255918,1554138.8317152697,52141817.60598864,7806275.056599705,7040399.784598815,852685.2475460343,1149.6360608498776,7482848.997963777,0.0,2835.066756525382,9724941.193406751,4268.659934595896,4190.8454496499735,0.0,0,0,0,0,12099312.171597209,0,0,0,0.4094273333984844,0.0466962727272724,0.1332111948287875,0.9002766600954546,6.476855688231819,0.0919123636363635,0.0820532727272725,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1701243988.829,10.68419375125835,0.0940292684718299,0.34116368957806,27.9020264457335,325.0893061946581,0.16484468497458,0.17020855070875,0.04086591204546,1124.5538574174066,35798075.28065154,18930178.261738986,1527694.918895692,54849504.20872354,7942843.017515631,7168299.283939793,884071.4630613229,1124.5538574174066,1277.2763959204633,0.0,2933.361979446413,24392640.45476078,4343.584305408271,4264.796142042964,0.0,0,0,0,0,15189557.810093649,0,0,0,0.601925819930303,0.033299545454545,0.107154818181818,1.335096851781818,11.345314894781824,0.078515636363636,0.068656545454545,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1701243993.829,14.97111702176934,0.0887017095705599,0.3371456416889899,34.44463276262333,419.6077498914084,0.15664578946437,0.16189012488269,0.03958539848435,1094.523818006912,35006637.223069325,19240489.77178232,1548703.4242600116,56970224.54538762,7682690.779112771,7074935.970547896,854859.6056459433,1094.523818006912,1249.1165126917208,0.0,4085.896691816599,27338907.75233748,4276.255020968627,4213.383382660795,0.0,0,0,0,0,19741488.94463177,0,0,0,0.6467382400681815,0.0311089903560605,0.090909296513636,1.7411996770575755,14.47104675872273,0.0744342224893934,0.0554842727272725,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1701243998.829,18.31431885251985,0.08625171783503,0.33015225746268,40.78653980968334,504.2876984992626,0.1513611490909,0.16038970124659,0.02727476310334,1140.0578935649078,27302566.643041,16188599.402985075,1526520.3770693373,69606475.51622419,5923411.781818181,5851722.023212495,881028.131477643,1140.0578935649078,993.173424851718,0.0,4087.460127946968,43569463.12684365,4244.945454545455,4034.962028943976,0.0,0,0,0,0,22808774.637876105,0,0,0,0.8540752296318179,0.0202412727272725,0.0707441818181815,1.753952384709091,16.83536081986061,0.0535589999999994,0.0519220637575754,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1701244003.829,22.07860365141898,0.08948116440853,0.32188920197814,48.71657975349576,609.0318912203415,0.1501011910356,0.1541840969053,0.03839795579012,1120.595316261764,35348664.00985436,15433483.758494329,1548842.4390947097,76672528.79026067,5884011.711548887,4663274.386765544,1289795.4344171926,1120.595316261764,667.777697268314,0.0,7233.097880928356,43198327.05736117,4293.656244352069,4308.043354249858,0.0,0,0,0,0,29379086.858538367,0,0,0,0.8651146131954545,0.0200411556484845,0.0657662874272725,1.7618547536348486,18.89885398795265,0.0369361818181815,0.0377442727272725,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1701244008.829,25.13687406689465,0.08525458593717,0.31612413914722,54.70213760162229,692.7508960329767,0.14407567980171,0.14867349659239,0.03788175152384,1273.375637766765,26282666.666666664,12884254.608230771,3125148.40053346,96535518.9231583,5848927.33215992,4614309.827324411,1279320.7601290783,1273.375637766765,661.9263089851324,0.0,7408.224783966969,43102990.86216645,4119.688207191351,4122.179455489248,0.0,0,0,0,0,29440595.59731276,0,0,0,1.0813578299575757,0.008447545454545,0.0576040147,1.767923764816667,19.78150473624849,0.0239313636363635,0.0259640909090905,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1701244013.829,28.60950209826924,0.08469357587809,0.2946172482408,62.14011773284537,770.1599772107807,0.13906416338726,0.1474330394954399,0.02520658132919,1260.6271272358606,26426133.285185523,12553553.5174834,4678359.01189387,113051159.17619808,5930797.259874654,3563108.308039041,1316684.9163249475,1260.6271272358606,665.5953778098765,0.0,7494.9679780420865,42432759.59276749,4178.982655589564,4243.479525254911,0.0,0,0,0,0,31294527.507011656,0,0,0,1.2691876111621214,0.0051942727272725,0.0415766182181814,2.198758333416667,22.53008697866641,0.023530964471212,0.022710818181818,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
1701244018.829,31.70623232181563,0.08226444001469,0.30346828885683,69.16563571622231,873.9034007939612,0.13846019544333,0.14381408919621,0.02534905057973,1268.3193384455658,17687549.40195723,9384906.455102775,4630682.548576593,125134332.47756468,5990677.021605506,3586116.708740351,887202.8230549489,1268.3193384455658,964.9873142442914,0.0,7699.665612291008,44044500.60572173,4221.2816077146745,4420.736838254125,0.0,0,0,0,0,40084488.728158295,0,0,0,1.2992290466545455,0.006011429463636,0.017726320910606,2.627547392160606,27.719544816663856,0.012860727272727,0.010383636363636,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
