time,geospatialanalysisservice_cpu,surveyservice_cpu,surveyservice-db_cpu,transformation-consumer_cpu,transformation-worker_cpu,unicloudauth_cpu,unicloudauth-api_cpu,unicloudauth-db_cpu,geospatialanalysisservice_memory,surveyservice_memory,surveyservice-db_memory,transformation-consumer_memory,transformation-worker_memory,unicloudauth_memory,unicloudauth-api_memory,unicloudauth-db_memory,geospatialanalysisservice_memory_rss,surveyservice_memory_rss,surveyservice-db_memory_rss,transformation-consumer_memory_rss,transformation-worker_memory_rss,unicloudauth_memory_rss,unicloudauth-api_memory_rss,unicloudauth-db_memory_rss,geospatialanalysisservice_memory_cache,surveyservice_memory_cache,surveyservice-db_memory_cache,transformation-consumer_memory_cache,transformation-worker_memory_cache,unicloudauth_memory_cache,unicloudauth-api_memory_cache,unicloudauth-db_memory_cache,geospatialanalysisservice_energy,surveyservice_energy,surveyservice-db_energy,transformation-consumer_energy,transformation-worker_energy,unicloudauth_energy,unicloudauth-api_energy,unicloudauth-db_energy,geospatialanalysisservice_power,surveyservice_power,surveyservice-db_power,transformation-consumer_power,transformation-worker_power,unicloudauth_power,unicloudauth-api_power,unicloudauth-db_power
1701168078.026,0.00553046411908,2.499927096257105,0.672043087352025,0.0122885174270249,2.3745536937673,0.1708381260778999,0.172147011932285,0.03802476202613,0.0,13520581.245940872,342845.4742215752,0.0,21126486.316843696,10057078.625909476,8757126.625813205,401658.5018668017,0.0,13233.696291678316,279731.9426789302,0.0,4912534.070249436,2593.978923100058,0.0,0.0,0.0,0.0,3523.314576538475,0.0,2199466.511526434,0.0,0.0,0.0,0.0124102999999999,0.8763251715909091,0.0244734895833332,0.0153953625,0.068036227272727,0.0752849545454542,0.070905636363636,0.0,0.00248206,0.1752650343181818,0.0048946979166666,0.0030790725,0.0136072454545454,0.0150569909090908,0.0141811272727272,0.0
1701168088.026,0.0065890847433549,5.524169757684515,1.103544794559135,0.01422651567143,35.03042059500946,0.169804341803105,0.17358459277011,0.031835701206945,0.0,17997263.476203173,4363920.2787359245,0.0,45856853.0797076,8083161.323820693,7169461.815297024,401124.12924958696,0.0,14695.402305013704,282809.46922811685,0.0,9819262.390356272,2603.9644998993726,0.0,0.0,0.0,0.0,7284.084972053588,0.0,13551126.302291123,0.0,0.0,0.0,0.0124102999999999,1.3710570395833332,0.0965550114583332,0.0153953625,4.931506927651515,0.0777903693181817,0.070107699431818,0.0,0.00248206,0.2742114079166666,0.0193110022916666,0.0030790725,0.986301385530303,0.0155580738636363,0.0140215398863636,0.0
1701168098.026,0.006488863844,9.48789634065856,1.6895406824547252,0.0153895745514249,76.13207307873571,0.167562762293905,0.17308711723025,0.0312437352480949,0.0,31959502.4918554,4607976.76977452,0.0,75090648.5389484,8095628.832763433,6566803.844647221,396392.0949775573,0.0,7874844.613109532,351949.55796529766,0.0,9794228.08558598,2534.1142972982725,0.0,0.0,0.0,0.0,10809.335719430226,0.0,21906787.247526716,0.0,0.0,0.0,0.0124102999999999,1.65446036875,0.1626701401041664,0.0153953625,11.69549601808712,0.0642573636363635,0.054499727272727,0.0,0.00248206,0.3308920737499999,0.0325340280208333,0.0030790725,2.3390992036174243,0.0128514727272727,0.0108999454545453,0.0
1701168108.026,0.00588117718553,13.23694839001212,2.111126962217125,0.0115028530322198,117.81884843214908,0.160765597011115,0.16960799466427,0.0242852771972999,0.0,49700807.97225992,6540007.373849113,0.0,81377474.13410082,7060438.942374672,6453503.021776599,395580.37621692754,0.0,11638939.162866889,342301.6607875376,0.0,15243253.24132394,2376.3718305203347,0.0,0.0,0.0,0.0,10489.706965970136,0.0,25992004.642299917,0.0,0.0,0.0,0.0124102999999999,2.192338625,0.2262883187499999,0.0,12.988260086628788,0.0555780454545449,0.0492812272727269,0.0,0.00248206,0.438467725,0.0452576637499999,0.0,2.5976520173257573,0.011115609090909,0.0098562454545454,0.0
1701168118.026,0.0067579415383649,17.54204785637861,2.5859326260625557,0.0137614184718849,161.09648847828558,0.1567455839609999,0.167794757105895,0.030785749114505,0.0,68167152.34165972,12536344.680290326,0.0,114410551.49040806,6999444.38220704,6486023.720892287,205425.7596490899,0.0,27366413.883127064,337680.6557376537,0.0,25760579.5603277,2360.5291603779237,0.0,0.0,0.0,0.0,10341.301594775332,0.0,39149851.78567341,0.0,0.0,0.0,0.0062051499999999,2.6349156354166663,0.2880599608506939,0.0030842875,17.895239566287884,0.0422794999999997,0.0342126818181815,0.0,0.00124103,0.5269831270833333,0.0576119921701388,0.0006168575,3.5790479132575763,0.0084558999999999,0.0068425363636363,0.0
1701168128.026,0.0068717149499249,20.091969550973605,2.68198388940425,0.0141042613460349,191.67595128658485,0.148194102277235,0.158144592025115,0.0238654177106799,0.0,76664375.09272134,12199249.805949852,0.0,132245774.59009664,4012136.6585610183,5696750.432078989,393412.1782019099,0.0,31043303.55216296,193774.47970477596,0.0,25877718.206565466,2440.4762402793685,0.0,0.0,0.0,0.0,10194.991757030808,0.0,46736743.0536464,0.0,0.0,0.0,0.0,2.8649145494318184,0.3435456033775249,0.0030842875,19.157967915546088,0.0302780017045452,0.0252252471590907,0.0,0.0,0.5729829098863637,0.068709120675505,0.0006168575,3.8315935831092176,0.006055600340909,0.0050450494318181,0.0
1701168138.026,0.006345042737405,21.922490197637995,2.649950501163355,0.0110955539956699,225.3925229778177,0.177021979800135,0.1577997581726899,0.04393210109204,0.0,81731660.3186715,10402832.787979843,0.0,138703229.66348416,4026126.018711972,7275651.982847579,413520.0439588431,0.0,35239124.406549305,58001.50209278624,0.0,15971701.95796359,7428.434546663861,0.0,14347.863866763211,0.0,0.0,3465.027489950585,0.0,48119886.54758921,0.0,0.0,0.0,0.0,2.4510957727272724,0.375560184882305,0.0030842875,22.500332843522724,0.0363458971590907,0.0241530227272725,0.0,0.0,0.4902191545454545,0.075112036976461,0.0006168575,4.500066568704545,0.0072691794318181,0.0048306045454545,0.0
1701168148.026,0.0072068321408599,22.724946074517547,2.74268280467801,0.0110756156763299,225.6539833041988,0.200730693200325,0.155766614521445,0.044393415065745,0.0,73093550.07891247,12321804.5850359,0.0,116808099.39564744,4042514.406036808,7913671.703271434,827238.0269740691,0.0,35414603.77003243,29363.609990046632,0.0,15923543.130495636,12389.997694350166,0.0,27705.511822696488,0.0,0.0,1627.417890276932,0.0,42851780.756819785,0.0,0.0,0.0,0.0,2.7564830454545453,0.3857628971801344,0.0030842875,21.734306314204545,0.036087746590909,0.0244473181818179,0.0,0.0,0.551296609090909,0.0771525794360269,0.0006168575,4.34686126284091,0.0072175493181818,0.0048894636363636,0.0
1701168158.026,0.007434082972825,22.51768887349898,2.709245053043115,0.011090265474855,226.05461683012507,0.207509509518705,0.1523813779320949,0.046599153931095,0.0,63626966.40568526,14302496.717549749,0.0,148378581.09596008,6151567.163292043,8007433.991209818,877277.1432363368,0.0,35183594.43629012,816.0035526852481,0.0,16194073.010037793,13013.20615331309,0.0,29378.907555972102,0.0,0.0,1333.3921754172336,0.0,45644719.43085873,0.0,0.0,0.0,0.0,2.526606090909091,0.4078542636363634,0.0030842875,23.62429261363636,0.0324550335227272,0.0238334568181817,0.0,0.0,0.5053212181818181,0.0815708527272727,0.0006168575,4.724858522727272,0.0064910067045454,0.0047666913636363,0.0
1701168168.026,0.0071339261009149,22.12066507271221,2.754443661201075,0.008656160545125,225.6826511248039,0.21122168442941,0.1496480942369799,0.04478322831724,0.0,55554603.6367693,12465613.143279629,0.0,149282087.68522385,7224135.948379498,8637514.441732135,644493.4201988248,0.0,27900848.68200644,214571.12905204727,0.0,2525954.1973857605,13366.82225827127,0.0,28377.04318058517,0.0,0.0,2553.536213648857,0.0,45863696.688519806,0.0,0.0,0.0,0.0,2.3355547272727275,0.3932250011363635,0.00154214375,20.92762189375,0.0326742227272725,0.0206509460227272,0.0,0.0,0.4671109454545454,0.0786450002272727,0.00030842875,4.185524378749999,0.0065348445454545,0.0041301892045454,0.0
