time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts_energy,carts-db_energy,catalogue_energy,catalogue-db_energy,front-end_energy,orders_energy,orders-db_energy,payment_energy,queue-master_energy,rabbitmq_energy,shipping_energy,user_energy,user-db_energy
1701264084.8810005,88.38897607731356,56.51673438881155,13.939259543314776,9.33840271000355,46.42350654430208,8.840876674797629,0.5118087684405442,0.8473633863211658,0.1712855169257641,8.083778231191653,0.2238936727111325,10.7073700856305,4.563972660142779,14880672.877082124,5651641.751126044,915683.1166628874,31934580.71840433,8142064.282320385,21581339.355055984,1668388.740476549,781480.1550452417,70847865.01700528,13349418.52605583,20039188.638738915,1704813.96714242,4181414.125723224,2490834.8779236698,5167589.044471718,813.4731858101217,16700587.248851746,3288037.1034497595,2718.1019989946176,0.0,2684.037066360908,67.90718525030832,11276715.984063528,0.0,4148.80647816858,1027441.5488919496,0.0,30531.318506306798,0.0,0.0,0.0,0.0,30.58448910775025,0.0,0.0,0.0,0.0,0.0,30.501046973093647,3.2126090366040643,2.739922702324508,0.7345408633260228,0.4981141798451985,2.573934025777184,0.5094573155907177,0.1137868538779798,0.1194452996938329,0.0350790452029413,1.6812048653602865,0.0585138178491287,0.8301180128492537,0.3935811855336735
1701264144.8810005,153.7179961647266,99.09363950234872,19.41839230879964,14.472689324066822,80.19609555962167,21.203324779036844,0.3700246782329,1.730819236486571,0.1407365548967225,5.142259458019898,0.18662572936423,20.92539072938606,8.639591731425451,39382464.51504045,1933647.8608015943,2030790.186220806,52958342.47735097,13940540.50030508,39283912.5834927,1068833.0367317728,537569.185256248,51467795.97680047,12539144.84178778,17299708.784964547,2018516.8275437653,1925770.3191284852,4376.001359321869,5744890.020250098,68.6200599755407,23637810.874704164,14089498.766445054,5376946.535621685,0.0,769.8300454462847,89.71263114602351,10594191.583052026,0.0,0.0,1781774.4833028542,0.0,57741.70890950316,0.0,0.0,0.0,0.0,18.120587342469783,0.0,0.0,0.0,0.0,0.0,9285.078765804436,10.45590178030303,6.217108196969696,1.2481838484848482,0.8647155681818178,5.326435818181818,1.4588005315982322,0.0261188257575755,0.1266375378787876,0.0145671279888886,0.3882021133893936,0.0166250390141411,1.564999265151515,0.6548750075757572
1701264204.8810005,151.11777687722486,99.0851462920164,18.99434729056915,14.42387896923788,79.219791200113,22.32088511394656,0.3839471374037884,1.7743042996896292,0.1494853033149908,5.054922016432029,0.1666108486905758,20.82694366962046,8.669292316016284,48052869.67444972,242492.98834761247,1531607.903198275,45387125.96415929,17509992.081678286,36661303.96135023,1212579.602078235,806822.6669613711,60293699.10425425,11923741.359012209,7333244.151111088,2094386.0421959176,1566480.067260197,0.0,4833116.528440866,0.0,21379309.77229384,14708505.014455274,12045487.58223843,0.0,0.0,56.3475726870307,10075319.54702133,0.0,0.0,893988.7170833818,0.0,58245.15846403754,0.0,0.0,0.0,0.0,166.3635619092573,0.0,0.0,0.0,0.0,0.0,3043.9132865678785,11.677013431818182,6.080599643939394,1.406861053030303,1.0699236666666665,4.605043348484848,1.5033438106060604,0.0276258484848482,0.1187478560606058,0.0131992223790401,0.3562518924709594,0.0146336116553027,1.4392708712121214,0.7263045075757574
1701264264.8810005,151.96279992344213,98.80226453172196,18.9921088055671,14.33050578817253,79.6879440440175,21.417778742562888,0.374185997948455,1.7385492257776367,0.1408824097529191,5.086571173827473,0.1672831215647358,20.897250652007923,8.736778615519398,43766759.3261166,64590.130770483,1758758.1986050608,44915481.48224313,14510625.714589717,37173669.34884598,923183.976116578,357680.26956497884,27858557.718993053,10750643.381381756,14357728.363933176,1928049.6991800703,3101340.2354741707,0.0,4237287.169414287,0.0,20958057.37588788,15228249.419509498,7093858.897678358,0.0,0.0,98.125903604123,9083622.54692478,0.0,0.0,2660444.5925732907,0.0,58148.89943835456,0.0,0.0,0.0,0.0,91.87228638750872,0.0,0.0,0.0,0.0,0.0,73.63533183518187,10.118324022727274,7.954895704545456,1.374335333333333,1.0963353181818185,5.442602204545455,1.5910034015151513,0.03022928030303,0.1194128560606058,0.0115076332616158,0.3232221212121209,0.0149189044929289,1.4353941060606057,0.6478186818181815
1701264324.8810005,150.81049782873012,99.3865883493425,18.73142937065121,13.970973633734928,78.54363539503449,21.398288867525164,0.377943430691835,1.7114731050942236,0.1402540995736741,5.294984733456698,0.2209363912346041,21.027723660454477,8.785314050824438,46056470.217046864,63065.72294953357,1626636.2607916314,31875824.321987823,17019122.577733625,40228250.12995133,1455592.8220092347,326164.24285750726,60542782.511075966,10063666.758870672,14449212.307182675,2492997.7085198886,1715805.8359302017,0.0,4969836.536798427,0.0,16298190.080239795,15681330.450496756,8401446.572045453,0.0,50.66823541580938,99.65160355852493,8504002.318078706,43.2987379762402,112.95279404220146,1205303.7297717072,0.0,58569.46748119744,0.0,0.0,0.0,0.0,48.08039333880984,0.0,0.0,0.0,0.0,0.0,62.714885317611085,10.705846021616573,5.5903471488474805,1.1656259823135906,0.9634526665388476,5.331268311632469,1.5326099089482146,0.0296910334938231,0.1459670294873572,0.0120860698446181,0.3695572493321166,0.0268014975068649,1.4928150825901092,0.5923328233532553
1701264357.381,153.94096746656535,100.81151608553824,18.03846754561955,14.5874030520316,80.95549512028597,21.44165765207215,0.37856802130453,1.7307745186729302,0.1384095050888,4.8188007914943,0.21831251562964,21.347643395845537,8.91197279719385,53752948.73047758,66435.66509604928,1006594.6997301108,34980547.89483361,18143047.672597293,40598923.98416674,636021.5963811469,80.5522232492281,85376137.9365396,11747284.045217864,21191566.69643744,2227799.9878878416,704978.6433308366,0.0,3293724.3928959765,0.0,17883682.73579702,10082075.585364874,4384.199046772761,0.0,80.5522232492281,0.0,9929085.17167139,81.2940359233899,82.68566929769668,651998.6115424667,0.0,59086.915549112,0.0,0.0,0.0,0.0,74.7118050488837,0.0,0.0,0.0,0.0,0.0,74.83055337340373,7.7743828181818175,6.346292454545454,1.2049311818181816,0.7591322727272725,4.971418545454545,1.3498242727272725,0.031841818181818,0.158829909090909,0.012311545454545,0.399504423112121,0.0238765279090905,1.6028361818181815,0.661925636363636
1701378616.0050004,88.89343301430664,62.20860218198131,13.996319837793417,9.73098224847606,48.37268777930391,9.332519676707284,0.5299117834332309,0.8535380582102058,0.1975844485535924,7.706300854967558,0.9889710488503024,11.848744987476556,5.099136402704368,25626840.439719807,6855708.675393239,1712056.1242813233,22727621.109991,7743027.279072318,39270959.59878361,2390446.2262979867,813119.893402908,88930587.38994448,14017762.273249028,24031774.043642785,2113344.5657005594,2298375.637144351,41683.05845388272,3215098.6774220574,3397.152488638096,13669227.63919971,4837207.352563492,3383.7546381389807,490137.78346272913,55.924892227290336,0.0,10588383.105573082,3980374.105243743,68.08043115245867,314912.5449791796,0.0,32891.4825795532,0.0,0.0,0.0,0.0,130.9561899871647,0.0,0.0,0.0,0.0,0.0,55.75182405615963,5.64929943013409,3.42302428652197,0.7605592782515149,0.6959523230676764,2.295149924171465,0.7477232838108584,0.130171977272727,0.1169755147957067,0.0342860378787876,1.3421254166666663,0.1317250140702017,1.1459922422219693,0.4661352566065653
1701378676.0050004,151.62835490261128,103.13985924827048,19.311593872189317,14.771655409302353,79.31321312189226,22.78582260403194,0.3915944843174549,1.7158231021786297,0.546334060147835,5.26123708378515,0.6790507036293266,22.432222175907967,9.070294815040752,40747382.34259928,64613.6486059839,1923080.5066232623,38477392.7291062,12209184.211059982,35721765.85974944,207282.96748594104,491142.041624241,56430414.34279111,10720265.116092555,20028722.86750936,2268279.4206459285,2463692.512277993,0.0,3781441.8483341928,24.982813052047856,14810310.135960832,12537059.101923972,5420818.85946612,49082.53435096902,124.05675343236952,15094052.88460041,9032273.54931056,8487943.097653998,204.14563031897276,837431.2598374104,0.0,58811.07683190198,0.0,0.0,0.0,0.0,37.18731068073979,0.0,0.0,0.0,0.0,0.0,68.17422391761632,10.986770136363637,8.482241878787876,1.012101348484848,1.1517660757575754,5.141422484848484,1.790471887370202,0.0343233145315653,0.1209541344828279,0.0594072048113634,0.3279853409090906,0.0778102136580805,1.7242865448393936,0.6853726836499998
1701378736.0050004,152.34433153007944,103.61954452802048,19.2722285427883,14.80374890062044,77.17404790753177,22.47389225692403,0.3770718583793466,1.7218065091145045,0.4887056050970058,5.4799187762169685,0.1977670912020358,22.585377212582028,9.088735953954895,39836022.24083839,65780.57566018499,1192017.086303024,50879908.64071054,14300324.98730039,38856821.43324364,681610.34691651,662469.9548863746,73867317.84437709,12461323.502381364,9142315.30195592,1749636.423764373,2177929.2290448896,1433.0387987442991,4505329.517812832,68.39464970058924,25422546.153972197,13483115.132090142,10277086.58877841,3597.87644881552,173.592539548301,8656960.381533748,10501578.41241519,0.0,161.56616232083886,1778823.263126633,0.0,58941.91625235459,0.0,0.0,0.0,0.0,30.91128350412751,0.0,0.0,0.0,0.0,0.0,68.21240377799866,9.170016522727272,6.899393681818182,0.8982808257575755,1.0281242499999996,5.779548969696971,1.317332651515151,0.0301134404444441,0.1137185530303027,0.0531026901689391,0.3211181666666664,0.0224682529219694,1.6365371287878787,0.6115052954545452
1701378796.0050004,151.78990247858368,103.69410984626089,18.929098857787444,14.628065769638626,78.67279729537371,22.565318671033868,0.3887386722229792,1.7180342442733592,0.2262734041719407,5.1059283600424985,0.2088246754376883,22.32743509829417,9.083121201412586,42177709.25352337,1795461.3645922795,1855798.5479577444,39903575.07944863,11284336.235155514,38365013.065916754,473969.2072590466,682878.5083164268,67139972.14440075,9625979.855776053,12563405.291680308,1757393.4864145725,2585184.1744159213,1706.187522224466,5458830.2958573215,0.0,21334151.34499341,11151501.568044184,4229232.632742056,619.0555844351413,100569.46438372604,0.0,8110968.644754834,5645298.55161934,111.70191735703582,1104530.476817582,0.0,58692.95821549672,0.0,0.0,0.0,0.0,37.090657432049454,0.0,0.0,0.0,0.0,0.0,3492.3015418066675,9.457656553030304,7.654022386363636,1.1728265984848485,1.0118403939393936,4.59975503030303,1.4343160378787878,0.0314444931689391,0.1504899999999997,0.0219901916805552,0.3139710847949493,0.0219754217795451,1.3408302954545457,0.6570057121212118
