Confidence_Score,Prediction_Entropy,Similarity_Score,DSA,LSA,Outcome
0.0193857672660613,0.9995930225278948,0.0,0.1929052048298105,0.1930261769978162,Fail
0.99897077857144,0.0059216924659902,1.0,0.8194162587022751,0.0094580498015812,Pass
0.998594991122381,0.0078775724985114,1.0,0.7922473188220343,0.0110344833132839,Pass
0.9985598808792135,0.0080572670490255,1.0,0.7683789833871625,0.0084965854475469,Pass
0.9978594734685792,0.0115355691897764,1.0,0.753618755607217,0.0133412626933388,Pass
0.999758542184358,0.0015078653288558,1.0,0.9236493015709876,0.0041559864388508,Pass
0.8314037278929793,0.4150822010177718,1.0,0.3188667838428271,0.0539158782787397,Pass
0.9994952752756904,0.0030468306541208,1.0,0.8594959610662831,0.0038786270196313,Pass
0.9996655539635452,0.0020606693295509,1.0,0.8891246163003657,0.0023986705968908,Pass
0.9996238530603968,0.0023059869787046,1.0,0.8964656945722078,0.0053841761658989,Pass
0.9975312586015604,0.0131117670994004,1.0,0.7152953485630023,0.0114233849090378,Pass
0.3096371146665793,0.9280322571528716,1.0,0.0608032271634186,0.1017673409013723,Pass
0.9833781158693148,0.0683337610566974,1.0,0.5122292133396558,0.0253522758708388,Pass
0.9979603704813684,0.0110448383378959,1.0,0.7342173849050052,0.0104711632846857,Pass
0.9993084600227944,0.0040940022622322,1.0,0.8512803308928578,0.0074758408669166,Pass
0.9996626780391896,0.0020780917067504,1.0,0.8884140851778394,0.0024777511179986,Pass
0.7920502979996868,0.4793038921119625,0.0,0.2918630852966254,1.0,Fail
0.9989852780233968,0.0058441615079816,1.0,0.8006306726639123,0.0069504571597668,Pass
0.9939642735900394,0.0288359487012487,0.0,0.640050369801148,1.0,Fail
0.9987644309989656,0.0070047592448927,1.0,0.7827472370906625,0.0077791779001929,Pass
0.2849373581734911,0.9390507953791276,1.0,0.1932767472729168,0.1000399326832135,Pass
0.9997880204089976,0.0013301669732342,1.0,0.9167833658153536,0.0010162055998174,Pass
0.999188030690427,0.0047548817280871,1.0,0.8396452897786193,0.0084413834841233,Pass
0.9991555567112512,0.0049316928485947,1.0,0.8177079970410083,0.0057559541833874,Pass
0.9996184607022316,0.002338008865221,1.0,0.8805771944987191,0.0026422399602765,Pass
0.9263461393052224,0.2259218928324123,1.0,0.404965540586815,0.0431821334441076,Pass
0.9932726137826522,0.0316771467201335,1.0,0.6414717670893091,0.0205093973212259,Pass
0.9949233943624456,0.0248025489375909,1.0,0.6407368783818199,0.0158163621717025,Pass
0.9946838538297068,0.0258212603849794,1.0,0.635439510541969,0.0163961890890579,Pass
0.8607056823352222,0.3626429168718191,0.0,0.3349060699456773,1.0,Fail
0.9853815566731452,0.0613698920119865,1.0,0.5659519725536439,0.0268863317981877,Pass
0.997699979497056,0.012305698689537,1.0,0.7460446276231878,0.013591126432956,Pass
0.9921777254146515,0.0360752650517163,1.0,0.5941210907434343,0.0192108459473647,Pass
0.8929509056944862,0.2993635616577484,1.0,0.3655621511213615,0.0475173698107045,Pass
0.9921233225122684,0.0362913399429248,1.0,0.5938952664233887,0.0188894304756383,Pass
